GEOID,Above75_WholeNum,Above75_WhiteNum,Above75_NHWhiteNum,Above75_BlackNum,Above75_NHBlackNum,Above75_WholeRate,Above75_WhiteRate,Above75_NHWhiteRate,Above75_BlackRate,Above75_NHBlackRate,Above65_WholeNum,Above65_WhiteNum,Above65_NHWhiteNum,Above65_BlackNum,Above65_NHBlackNum,Above65_WholeRate,Above65_WhiteRate,Above65_NHWhiteRate,Above65_BlackRate,Above65_NHBlackRate,Above15_WholeNum,Above15_WhiteNum,Above15_NHWhiteNum,Above15_BlackNum,Above15_NHBlackNum,Above15_WholeRate,Above15_WhiteRate,Above15_NHWhiteRate,Above15_BlackRate,Above15_NHBlackRate,Above20_WholeNum,Above20_WhiteNum,Above20_NHWhiteNum,Above20_BlackNum,Above20_NHBlackNum,Above20_WholeRate,Above20_WhiteRate,Above20_NHWhiteRate,Above20_BlackRate,Above20_NHBlackRate,A20T74_WholeNum,A20T74_WhiteNum,A20T74_NHWhiteNum,A20T74_BlackNum,A20T74_NHBlackNum,A20T74_WholeRate,A20T74_WhiteRate,A20T74_NHWhiteRate,A20T74_BlackRate,A20T74_NHBlackRate,A15T74_WholeNum,A15T74_WhiteNum,A15T74_NHWhiteNum,A15T74_BlackNum,A15T74_NHBlackNum,A15T74_WholeRate,A15T74_WhiteRate,A15T74_NHWhiteRate,A15T74_BlackRate,A15T74_NHBlackRate
01021,3049,2796,2755,211,208,6.862789232015847,7.229102567417328,7.764719145458132,4.59094865100087,4.71441523118767,7600,6915,6791,578,573,17.106329341856487,17.87884272306539,19.139821312815307,12.57615317667537,12.98730734360834,35697,31342,29358,3608,3481,80.34797875213829,81.0352405822582,82.74287646909613,78.50304612706701,78.89845874886673,32856,28903,27185,3299,3186,73.95336274421535,74.72916720531582,76.61847185817761,71.77980852915579,72.21214868540345,29807,26107,24430,3088,2978,67.09057351219951,67.50006463789849,68.85375271271948,67.18885987815491,67.49773345421578,32648,28546,26603,3397,3273,73.48518952012245,73.80613801484085,74.978157323638,73.91209747606614,74.18404351767906
01023,1318,878,872,425,424,10.469457462864405,12.209706577666529,12.297278240022564,8.087535680304473,8.100878868933894,2969,1831,1818,1111,1104,23.584081340853125,25.462383534974276,25.638132844450713,21.141769743101808,21.092854413450514,10579,6097,6044,4386,4369,84.03368019699738,84.78653872896676,85.23480468199126,83.46336822074215,83.4734428735193,9851,5686,5636,4077,4061,78.25085392008897,79.07106104853288,79.48103229445776,77.58325404376784,77.58884218570883,8533,4808,4764,3652,3637,67.78139645722456,66.86135447086636,67.1837540544352,69.49571836346337,69.48796331677494,9261,5219,5172,3961,3945,73.56422273413298,72.57683215130024,72.93752644196869,75.37583254043768,75.37256400458541
01025,2203,1521,1508,657,652,9.326051985437305,12.150503275283592,12.251198310179543,6.17771509167842,6.168984766770745,4843,3145,3122,1633,1624,20.502074337482007,25.12382169675667,25.36355512226826,15.35496003761166,15.365692118459645,19526,10577,10420,8635,8584,82.66023198713064,84.4943281674389,84.65350556503371,81.19417019275976,81.21865834042956,18038,9858,9723,7893,7847,76.36101938870544,78.75059913724238,78.99098220814038,74.21720733427362,74.24543476203993,15835,8337,8215,7236,7195,67.03496740326814,66.60009586195878,66.73978389796085,68.0394922425952,68.07644999526919,17323,9056,8912,7978,7932,73.33418000169334,72.3438248921553,72.40230725485416,75.01645510108133,75.04967357365882
01027,1263,1114,1104,128,128,9.542878730638458,10.113481615978213,10.38179424487493,7.017543859649122,7.166853303471445,2785,2413,2386,314,307,21.042689837551944,21.906491148433954,22.43746473575324,17.214912280701753,17.189249720044796,11015,9269,8995,1502,1474,83.22629391764261,84.14888788016341,84.58717321798007,82.34649122807018,82.53079507278835,10279,8685,8440,1388,1362,77.66528145069891,78.84702678166137,79.36806469813806,76.09649122807018,76.25979843225083,9016,7571,7336,1260,1234,68.12240272006045,68.73354516568317,68.98627045326312,69.07894736842105,69.09294512877939,9752,8155,7891,1374,1346,73.68341518700416,74.0354062641852,74.20537897310513,75.32894736842105,75.36394176931691
01029,1250,1189,1179,44,44,8.383635144198525,8.387415349887133,8.519401690873618,10.377358490566039,10.731707317073171,3008,2863,2839,98,98,20.17437961099933,20.196106094808126,20.51448804104343,23.11320754716981,23.902439024390244,12125,11556,11334,351,345,81.32126089872568,81.51805869074492,81.8989811402558,82.78301886792453,84.14634146341463,11238,10731,10536,327,324,75.37223340040241,75.69836343115124,76.13266854541513,77.12264150943396,79.02439024390245,9988,9542,9357,283,280,66.98859825620389,67.31094808126412,67.61326685454151,66.74528301886792,68.29268292682927,10875,10367,10155,307,301,72.93762575452716,73.13064334085779,73.37957944938218,72.40566037735849,73.41463414634146
01031,3727,3139,3094,427,422,7.1204768637041,7.912979908744863,8.514502724420717,4.633246527777778,4.725643896976484,9031,7326,7174,1289,1268,17.253830575828207,18.46782122060047,19.742418404975506,13.98654513888889,14.199328107502799,42070,32258,30087,7361,7170,80.37522448511712,81.3179056694144,82.79762232373824,79.87196180555556,80.29115341545354,38770,29824,27960,6751,6577,74.07053608956478,75.18213214348735,76.94424569321372,73.25303819444444,73.65061590145577,35043,26685,24866,6324,6155,66.95005922586068,67.26915223474249,68.429742968793,68.61979166666666,68.92497200447927,38343,29119,26993,6934,6748,73.25474762141302,73.40492576066954,74.28311959931752,75.23871527777779,75.56550951847704
01033,4826,4106,4077,617,613,8.736264730906392,9.23942394239424,9.49574938861069,6.886929344792946,6.93517366217898,11065,9238,9180,1566,1560,20.03041219384153,20.78757875787579,21.38115756375917,17.479629422926664,17.64905532300034,45587,36994,35994,7319,7233,82.52385003892037,83.24482448244824,83.83370210783742,81.6943855340998,81.83052381491119,42555,34609,33735,6812,6739,77.03517315037743,77.87803780378037,78.57226039361827,76.03527179372698,76.24165629596108,37729,30503,29658,6195,6126,68.29890841947105,68.63861386138615,69.07651100500757,69.14834244893403,69.30648263378211,40761,32888,31917,6702,6620,73.78758530801397,74.005400540054,74.33795271922673,74.80745618930685,74.8953501527322
01035,1230,796,793,413,411,10.19308858871302,12.746196957566053,13.049201908836597,7.428057553956835,7.4931631722880585,2832,1746,1742,1033,1028,23.46896494571973,27.958366693354687,28.66545993088695,18.579136690647484,18.742023701002736,10020,5316,5216,4519,4462,83.03638021049142,85.12409927942353,85.83182491360868,81.27697841726619,81.34913400182316,9339,5049,4957,4119,4067,77.39288969917958,80.84867894315452,81.56985354615765,74.08273381294964,74.14767547857794,8109,4253,4164,3706,3656,67.19980111046657,68.10248198558847,68.52065163732105,66.65467625899281,66.65451230628989,8790,4520,4423,4106,4051,72.8432916217784,72.37790232185749,72.78262300477209,73.84892086330936,73.8559708295351
01037,1087,797,785,277,272,10.194129231923474,11.196965439730262,11.303095752339813,8.40922890103218,8.361512450046112,2568,1911,1891,621,610,24.08327862702804,26.847429053104804,27.228221742260615,18.852459016393443,18.751921303412235,9219,6235,6114,2805,2776,86.45784488417894,87.59483000842934,88.03455723542116,85.15482695810564,85.33661235782355,8741,5925,5817,2647,2620,81.97505392478665,83.2396740657488,83.75809935205184,80.35822707953855,80.54103904088534,7654,5128,5032,2370,2348,71.78092469286317,72.04270862601855,72.45500359971201,71.94899817850637,72.17952659083923,8132,5438,5329,2528,2504,76.26371565225546,76.39786456869906,76.73146148308135,76.74559805707347,76.97509990777743
01039,3535,3213,3180,260,258,9.541418121946611,10.261569416498995,10.333398323259894,5.60586459680897,5.631958087753765,7920,7130,7064,641,635,21.377095198250963,22.7715499345278,22.95444206148047,13.820612332902114,13.86160227024667,30282,25918,25542,3629,3592,81.73499959513077,82.77602120660471,82.99863521154222,78.24493316084519,78.41082733027723,28178,24208,23866,3320,3288,76.05603390104996,77.3146817412411,77.55247936569832,71.58257869771452,71.77472167648985,24643,20995,20686,3060,3030,66.51461577910335,67.0531123247421,67.21908104243842,65.97671410090557,66.14276358873609,26747,22705,22362,3369,3334,72.19358147318417,72.51445179010571,72.66523688828231,72.63906856403622,72.77886924252347
01041,1054,833,815,203,203,7.653209410397908,8.381124861656101,8.42203162137026,6.172088780784433,6.246153846153846,2671,2060,2034,548,545,19.394423467905895,20.726431230506087,21.018910819468843,16.66159927029492,16.76923076923077,11205,8180,8020,2682,2658,81.36073191983735,82.3020424589999,82.87692466673556,81.54454241410764,81.78461538461539,10346,7569,7441,2471,2451,75.12343886145804,76.15454271053426,76.893665392167,75.12921860747947,75.41538461538462,9292,6736,6626,2268,2248,67.47022945106012,67.77341784887815,68.47163377079674,68.95712982669504,69.16923076923077,10151,7347,7205,2479,2455,73.70752250943944,73.92091759734379,74.4548930453653,75.3724536333232,75.53846153846155
01043,6465,6302,6242,38,38,7.717744246012797,7.859031276500225,8.128027501432367,3.2871972318339098,3.6363636363636362,15735,15281,15147,130,129,18.784022538439498,19.056467301840673,19.723683525183603,11.245674740484429,12.344497607655502,68164,65563,63382,923,847,81.37236176105435,81.76161021599242,82.53294442418876,79.84429065743944,81.05263157894737,63164,60829,58997,806,742,75.40349536815968,75.8579837382152,76.82301161518829,69.72318339100346,71.00478468899522,56699,54527,52755,768,704,67.68575112214688,67.99895246171496,68.69498411375594,66.43598615916954,67.36842105263158,61699,59261,57140,885,809,73.65461751504154,73.90257893949219,74.4049169227564,76.55709342560554,77.41626794258373
01045,3593,3068,3000,375,371,7.307003986008298,8.458081768808757,8.975317875841435,3.6358347876672483,3.68860608470869,8502,6966,6780,1189,1172,17.290327828845683,19.204366884459514,20.284218399401645,11.528020166763623,11.652415987273812,39759,29779,27763,8161,7972,80.85699178394208,82.096876464588,83.06058339566192,79.1254605390731,79.26029031616623,36851,27875,26040,7349,7182,74.94305702432278,76.84779312436247,77.90575916230367,71.25266627884429,71.40584609266256,33258,24807,23040,6974,6811,67.63605303831449,68.38971135555371,68.93044128646223,67.61683149117704,67.71724000795388,36166,26711,24763,7786,7601,73.54998779793378,73.63879469577923,74.0852655198205,75.48962575140585,75.57168423145755
01047,2823,1258,1250,1524,1514,7.589525755457576,12.262403743054879,12.46012759170654,5.79467680608365,5.787904274027066,7021,2904,2880,4019,3993,18.875685557586838,28.30685251973877,28.708133971291865,15.281368821292777,15.264928511354078,30035,8803,8661,20800,20685,80.74792988493387,85.80758358514476,86.33373205741627,79.08745247148289,79.07714657083875,27503,8287,8172,18823,18721,73.94074631680826,80.77785359196803,81.45933014354067,71.57034220532319,71.56892728801895,24680,7029,6922,17299,17207,66.35122056135069,68.51544984891315,68.99920255183413,65.77566539923954,65.78102301399188,27212,7545,7411,19276,19171,73.15840412947628,73.54517984208987,73.87360446570973,73.29277566539923,73.28924229681168
01049,5089,4888,4836,68,68,7.116188664997973,7.37221543519901,8.468907062676216,5.074626865671641,6.433301797540208,12601,12082,11908,167,167,17.620572483324707,18.222403209507863,20.853545347880146,12.462686567164178,15.799432355723747,57469,53483,47765,1062,881,80.3616125739376,80.66452498378655,83.64709384795896,79.25373134328359,83.34910122989592,52670,49112,44458,978,812,73.6509445835023,74.07206310423359,77.85580442358545,72.98507462686568,76.82119205298014,47581,44224,39622,910,744,66.53475591850433,66.69984766903458,69.38689736090924,67.91044776119402,70.38789025543993,52380,48595,42929,994,813,73.24542390893963,73.29230954858754,75.17818678528273,74.17910447761194,76.91579943235573
01051,4932,4323,4289,514,505,6.073218485635828,7.033728706008688,7.226499974726626,2.99202514698178,2.974437507362469,12657,10921,10839,1459,1442,15.585710943368348,17.76899171832544,18.262539805563513,8.492927411374353,8.493344327953823,66231,50694,49260,13773,13630,81.55623145217895,82.4815736808708,82.99775909420228,80.17346760579778,80.28036282247615,61219,47107,45862,12541,12412,75.3845017177899,76.64535233725452,77.27249751478492,73.00192094999709,73.1063729532336,56287,42784,41573,12027,11907,69.31128323215407,69.61162363124583,70.04599754005831,70.00989580301531,70.13193544587114,61299,46371,44971,13259,13125,75.48301296654311,75.44784497486211,75.77125911947566,77.181442458816,77.30592531511368
01053,2894,2162,2147,632,627,7.899980891545874,9.476221783914092,9.717570381098941,5.5196506550218345,5.522769312076104,6691,4887,4843,1518,1505,18.264952365353643,21.420118343195266,21.9199782746447,13.257641921397381,13.256407997886022,29792,18818,18348,9296,9229,81.32558076051647,82.48082401928556,83.04517063456142,81.1877729257642,81.29128864617282,27644,17571,17142,8564,8503,75.46201512297655,77.01512163050624,77.58667511541594,74.7947598253275,74.8965031269268,24750,15409,14995,7932,7876,67.56203423143067,67.53889984659216,67.869104734317,69.27510917030568,69.37373381485071,26898,16656,16201,8664,8602,73.42559986897061,73.00460223537146,73.32760025346248,75.66812227074236,75.76851933409672
01055,7923,7102,7058,691,684,7.747291430359447,8.608380504478735,8.91082858838234,4.291392373618184,4.308390022675737,19796,17315,17181,2124,2113,19.35698361168694,20.987624392431606,21.691264660951685,13.190907961743884,13.309397833207356,84290,68751,66673,13023,12877,82.42069855673329,83.33353535108665,84.1756410418271,80.87815178238729,81.10985134794659,78163,64125,62377,11827,11694,76.42957718934565,77.72633058993225,78.75187799058165,73.45050304310024,73.6583522297808,70240,57023,55319,11136,11010,68.6822857589862,69.1179500854535,69.84104940219929,69.15911066948205,69.34996220710507,76367,61649,59615,12332,12193,74.67340712637383,74.72515484660792,75.26481245344478,76.5867594087691,76.80146132527085
01057,1502,1339,1335,134,132,9.21359342411974,9.57796852646638,9.74239217689557,7.048921620199895,7.04,3545,3122,3104,355,349,21.745798061587536,22.331902718168813,22.651974020287525,18.674381904260915,18.613333333333333,13447,11666,11472,1551,1532,82.48681143417986,83.44778254649499,83.71889367291834,81.58863755917938,81.70666666666668,12535,10889,10716,1440,1422,76.89240583977426,77.8898426323319,78.20185360869883,75.74960547080484,75.84,11033,9550,9381,1306,1290,67.67881241565452,68.31187410586553,68.45946143180326,68.70068385060495,68.8,11945,10327,10137,1417,1400,73.27321801006012,73.86981402002861,73.97650149602278,74.53971593897948,74.66666666666667
01059,2279,2145,2090,96,96,7.266755946687073,7.459053447856174,8.74733185451806,6.991988346686089,8.108108108108109,5374,5035,4878,233,231,17.13538677380269,17.50878047084188,20.416021428870383,16.970138383102697,19.510135135135133,24883,22884,19807,1139,977,79.34124099228366,79.57714643391174,82.89875695810488,82.95702840495267,82.5168918918919,22874,21040,18404,1073,917,72.93539952809131,73.1647946586918,77.02674423471309,78.15003641660597,77.44932432432432,20595,18895,16314,977,821,65.66864358140425,65.70574121083563,68.27941238019504,71.15804806991989,69.34121621621621,22604,20739,17717,1043,881,72.07448504559657,72.11809298605557,74.15142510358682,75.96504005826657,74.40878378378379
01061,2316,2096,2071,171,171,8.815804499257737,9.154837300720681,9.434649902054575,6.993865030674846,7.119067443796837,5420,4863,4791,424,422,20.63111415629401,21.24044551212055,21.825884925515922,17.34151329243354,17.568692756036636,21557,18884,18248,2029,1996,82.05625975410148,82.4808910242411,83.1306090838686,82.98568507157465,83.09741881765196,19939,17514,16975,1850,1819,75.89737733622626,76.49705175802578,77.33132886884424,75.66462167689161,75.72855953372189,17623,15418,14904,1679,1648,67.08157283696852,67.34221445730509,67.89667896678966,68.67075664621677,68.60949208992506,19241,16788,16177,1858,1825,73.24045525484374,73.32605372352042,73.69595918181405,75.9918200408998,75.97835137385512
01063,775,221,221,548,542,9.554925409937121,14.733333333333334,15.530569219957835,8.45418080839247,8.412230327487196,1890,489,486,1390,1383,23.30168906423376,32.6,34.15319747013352,21.44399876581302,21.465155983237622,6656,1306,1257,5268,5240,82.06139810134385,87.06666666666666,88.33450456781448,81.27121258870719,81.32857364581717,6184,1262,1219,4851,4825,76.24214030329183,84.13333333333334,85.66408995080815,74.83801295896329,74.88747477882973,5409,1041,998,4303,4283,66.6872148933547,69.39999999999999,70.13352073085032,66.38383215057081,66.47524445134255,5881,1085,1036,4720,4698,72.50647269140673,72.33333333333334,72.80393534785664,72.81703178031472,72.91634331832996
01065,1228,619,613,594,592,8.381680431369873,10.38068086533624,10.534456092112046,6.988235294117646,7.005917159763314,2885,1445,1431,1414,1410,19.691488635588016,24.23276874056683,24.59185427049321,16.63529411764706,16.68639053254438,11808,4927,4836,6751,6710,80.59518121629922,82.62619486835486,83.10706306925589,79.4235294117647,79.40828402366864,10936,4628,4552,6187,6154,74.64336905330694,77.61194029850746,78.2264993985221,72.78823529411764,72.82840236686391,9708,4009,3939,5593,5562,66.26168862193707,67.23125943317122,67.69204330641003,65.8,65.82248520710058,10580,4308,4223,6157,6118,72.21350078492935,72.24551400301861,72.57260697714383,72.43529411764705,72.40236686390531
01067,1618,1258,1243,337,333,9.40424295263005,10.215184734064149,10.389501838849883,7.566232599910193,7.613168724279835,4031,3075,3053,901,897,23.429235687300203,24.96954933008526,25.51822133065864,20.229007633587788,20.507544581618657,14359,10312,10057,3770,3710,83.4582970066841,83.73528217620787,84.06051487796724,84.64301751234845,84.8193872885231,13362,9635,9411,3489,3438,77.66346992153443,78.23792123426715,78.66098294884654,78.33408172429277,78.60082304526749,11744,8377,8168,3152,3105,68.25922696890439,68.02273650020301,68.27148110999666,70.76784912438258,70.98765432098766,12741,9054,8814,3433,3377,74.05405405405405,73.52009744214372,73.67101303911735,77.07678491243826,77.20621856424326
01069,7975,6586,6502,1234,1226,7.531969551009614,9.037764847952575,9.293483698526364,4.258696852567642,4.274010807042008,19184,15351,15179,3388,3359,18.11828261649761,21.065704248545394,21.695753469691123,11.69243511871894,11.709952937075126,85865,60660,58684,22399,22208,81.09499253886402,83.24184872104512,83.87862155710876,77.30190502484815,77.42025448840857,79262,56565,54837,20226,20058,74.85880508490584,77.62240641124163,78.38000085759616,69.80259525124241,69.92504793446052,71287,49979,48335,18992,18832,67.32683553389623,68.58464156328905,69.0865171590698,65.54389839867476,65.6510371274185,77890,54074,52182,21165,20982,73.5630229878544,74.20408387309254,74.5851378585824,73.0432081722805,73.14624368136656
01071,4356,4126,4098,122,122,8.43760895672723,8.746528734657536,8.914315546757738,6.7665002773155845,7.0724637681159415,10591,9928,9871,318,317,20.514856855073024,21.045937294638883,21.472232494398643,17.637271214642265,18.3768115942029,42926,39428,38658,1451,1407,83.1480261883547,83.58170987641236,84.09214504796502,80.47698280643371,81.56521739130434,39851,36638,35979,1342,1304,77.19172509975594,77.66730968986496,78.2645580909704,74.43150305047143,75.59420289855072,35495,32512,31881,1220,1182,68.75411614302871,68.92078095520743,69.35024254421266,67.66500277315585,68.52173913043478,38570,35302,34560,1329,1285,74.71041723162747,74.83518114175482,75.17782950120728,73.71048252911814,74.4927536231884
01073,43652,29597,29277,13461,13433,6.62827051822653,8.467995742684169,8.978168670708483,4.702352049353562,4.727832018189114,107329,67151,66323,38494,38416,16.297206232262788,19.212568237219468,20.338801132199293,13.447168842420028,13.5207619154882,532867,289041,274382,227259,225862,80.91236658654394,82.69750168804862,84.1427699629858,79.38873964668606,79.49360494991659,492155,269422,256649,207781,206565,74.73051582740257,77.08431087561084,78.70471739483764,72.58445963648559,72.70189986132914,448503,239825,227372,194320,193132,68.10224530917606,68.61631513292667,69.72654872412916,67.88210758713203,67.97406784314002,489215,259444,245105,213798,212429,74.28409606831741,74.22950594536445,75.16460129227731,74.6863875973325,74.76577293172747
01075,1414,1282,1268,106,105,10.242665700833031,10.609947860630637,10.678794003705574,7.433380084151472,7.505360972122944,3060,2772,2752,248,246,22.1658819268381,22.94132251924191,23.17668856324743,17.391304347826086,17.58398856325947,11393,10026,9882,1179,1160,82.52806954002173,82.97608209881652,83.22385042950985,82.6788218793829,82.91636883488206,10582,9317,9186,1097,1080,76.65338645418328,77.10833402300753,77.36230419403739,76.92847124824684,77.19799857040744,9168,8035,7918,991,975,66.41072075335023,66.49838616237689,66.68351019033182,69.49509116409537,69.69263759828449,9979,8744,8614,1073,1055,72.2854038391887,72.3661342381859,72.54505642580428,75.24544179523141,75.41100786275912
