GEOID,Rate_poor_fair_health,provcount_b,provcount_c,injury_deaths_per_100000
01001,0.228,10,9,73.3
01003,0.127,20,13,74.5
01005,0.23399999999999999,13,9,56.1
01007,0.179,7,6,80.8
01009,0.242,12,11,91.9
01011,0.23,5,5,85.4
01013,0.19899999999999998,11,9,82.9
01015,0.22699999999999998,16,10,77.9
01017,0.385,9,9,78.3
01019,0.242,9,10,82.6
01021,0.205,12,8,83.9
01023,0.316,9,8,99.7
01025,0.218,13,9,76.0
01027,0.28600000000000003,7,6,66.3
01029,0.2,7,6,82.0
01031,0.184,10,9,60.1
01033,0.259,12,9,70.9
01035,0.183,12,8,101.6
01037,0.258,11,10,99.8
01039,0.25,14,10,70.9
01041,0.203,9,9,81.6
01043,0.214,15,11,74.6
01045,0.212,10,7,61.1
01047,0.252,12,8,80.7
01049,0.204,11,8,88.0
01051,0.16699999999999998,17,13,71.1
01053,0.281,15,9,103.4
01055,0.22699999999999998,13,10,73.8
01057,0.318,9,7,113.6
01059,0.24,10,8,114.3
01061,0.28300000000000003,12,9,83.0
01063,0.271,6,6,72.7
01065,0.21100000000000002,9,8,78.6
01067,0.184,8,8,83.4
01069,0.207,17,11,64.5
01071,0.28,9,8,89.3
01073,0.17800000000000002,25,15,78.1
01075,0.285,8,7,88.1
01077,0.192,15,11,70.0
01079,0.235,7,7,111.2
01081,0.175,15,11,46.3
01083,0.207,15,10,65.1
01085,0.358,9,8,90.1
01087,0.247,9,8,93.4
01089,0.141,21,13,56.5
01091,0.264,13,9,66.0
01093,0.237,10,7,106.3
01095,0.212,16,13,72.4
01097,0.226,17,11,80.3
01099,0.257,8,6,81.7
01101,0.21,21,11,56.5
01103,0.149,18,12,77.0
01105,0.272,7,4,81.8
01107,0.26,10,9,83.4
01109,0.23800000000000002,12,9,73.9
01111,0.223,11,7,92.0
01113,0.213,11,7,89.2
01115,0.193,14,12,89.6
01117,0.12300000000000001,19,13,62.8
01119,0.27699999999999997,7,6,65.9
01121,0.299,16,10,75.9
01123,0.265,14,10,71.2
01125,0.17600000000000002,16,12,68.5
01127,0.35,10,9,142.6
01129,0.21100000000000002,8,6,90.8
01131,0.305,8,8,105.8
01133,0.21100000000000002,9,9,114.5
02013,0.17,4,2,
02016,0.122,5,4,47.2
02020,0.125,12,6,68.7
02050,0.21100000000000002,4,3,157.3
02060,0.16699999999999998,4,2,198.6
02068,0.065,6,3,
02070,0.121,5,4,192.6
02090,0.11,9,5,60.6
02100,0.11800000000000001,4,2,80.0
02105,,4,4,
02110,0.115,7,4,65.2
02122,0.13699999999999998,9,8,97.1
02130,0.14400000000000002,4,3,83.0
02150,0.132,5,4,62.8
02164,,5,4,159.1
02170,0.133,8,5,79.9
02180,0.16399999999999998,4,3,194.5
02185,0.2,4,3,92.4
02188,0.188,4,3,168.4
02195,,4,4,
02198,,4,3,
02220,0.11,4,3,103.2
02230,,4,2,
02240,0.154,5,4,59.7
02261,0.172,6,5,72.8
02270,0.25,3,2,219.6
02275,0.132,4,3,
02282,,3,1,
02290,0.19399999999999998,8,7,245.6
04001,0.203,10,7,170.4
04003,0.187,19,11,77.3
04005,0.128,22,14,94.3
04007,0.214,17,10,106.4
04009,0.19,11,7,74.2
04011,0.17600000000000002,8,6,92.9
04012,0.22,12,8,112.5
04013,0.147,50,31,66.3
04015,0.203,18,13,104.2
04017,0.175,16,10,132.6
04019,0.14400000000000002,28,19,73.8
04021,0.17,29,21,63.7
04023,0.17800000000000002,14,8,48.8
04025,0.177,27,19,104.2
04027,0.226,20,11,51.9
05001,0.287,7,5,93.5
05003,0.252,8,7,100.8
05005,0.175,7,7,98.9
05007,0.125,18,10,60.0
05009,0.168,12,9,79.4
05011,0.18600000000000003,8,6,73.0
05013,0.217,5,4,82.2
05015,0.17800000000000002,12,11,110.6
05017,0.249,8,7,101.9
05019,0.21899999999999997,11,9,86.8
05021,0.284,9,9,80.1
05023,0.24100000000000002,13,13,95.2
05025,0.215,7,7,69.1
05027,0.24,11,7,84.7
05029,0.22699999999999998,9,10,116.9
05031,0.17600000000000002,12,10,71.6
05033,0.2,12,10,75.9
05035,0.20800000000000002,11,8,62.0
05037,0.21,12,10,89.4
05039,0.233,6,4,78.7
05041,0.209,6,6,97.4
05043,0.193,11,8,69.0
05045,0.17300000000000001,17,14,61.0
05047,0.257,9,7,99.3
05049,0.235,7,9,91.1
05051,0.187,12,9,114.4
05053,0.242,12,10,86.2
05055,0.14300000000000002,11,12,89.1
05057,0.3,11,9,87.8
05059,0.28,12,10,92.9
05061,0.18899999999999997,11,9,81.2
05063,0.21899999999999997,10,11,91.4
05065,0.285,6,7,104.5
05067,0.292,11,10,98.5
05069,0.177,12,10,78.8
05071,0.253,6,5,86.9
05073,0.122,7,6,136.6
05075,0.249,12,10,83.3
05077,0.304,8,8,111.1
05079,0.275,6,7,60.9
05081,0.171,9,7,91.7
05083,0.20199999999999999,7,6,94.9
05085,0.16899999999999998,13,11,73.0
05087,0.21600000000000003,7,8,93.1
05089,0.142,8,8,89.8
05091,0.248,10,8,69.5
05093,0.257,10,8,83.7
05095,0.275,7,7,129.9
05097,0.2,7,7,103.5
05099,0.36,7,6,79.9
05101,0.188,7,8,89.3
05103,0.231,11,8,85.6
05105,0.315,7,8,74.9
05107,0.228,8,8,104.3
05109,0.22,7,7,69.2
05111,0.25,9,8,100.3
05113,0.235,12,10,106.1
05115,0.182,12,8,74.5
05117,0.16899999999999998,6,5,92.3
05119,0.152,22,13,74.0
05121,0.247,7,7,96.7
05123,0.183,9,8,80.4
05125,0.174,14,10,59.5
05127,0.183,8,8,82.4
05129,0.205,7,8,95.8
05131,0.187,15,10,64.1
05133,0.266,7,6,73.0
05135,0.34299999999999997,7,8,93.7
05137,0.254,9,8,86.6
05139,0.23,11,8,91.3
05141,0.231,9,10,98.8
05143,0.171,13,10,49.0
05145,0.171,16,14,73.3
05147,0.27399999999999997,7,5,96.3
05149,0.225,9,8,90.7
06001,0.145,34,14,42.4
06003,,10,6,
06005,0.175,12,7,93.4
06007,0.17300000000000001,13,8,90.9
06009,0.214,12,9,92.3
06011,,10,8,55.3
06013,0.138,22,13,47.5
06015,0.159,8,5,96.7
06017,0.09699999999999999,20,14,67.4
06019,0.23399999999999999,25,11,53.3
06021,0.28300000000000003,10,9,62.0
06023,0.12,13,8,102.7
06025,0.29,16,9,41.8
06027,,9,6,85.5
06029,0.237,23,13,61.1
06031,0.26899999999999996,10,5,46.7
06033,0.204,11,6,128.0
06035,0.182,12,9,84.3
06037,0.22399999999999998,51,31,36.9
06039,0.311,16,12,60.5
06041,0.09699999999999999,19,13,52.0
06043,0.165,10,7,95.6
06045,0.16,13,8,88.6
06047,0.23,15,10,59.7
06049,,12,9,119.4
06051,,9,5,35.3
06053,0.24,24,17,50.0
06055,0.16699999999999998,15,7,50.1
06057,0.092,11,8,73.7
06059,0.145,37,18,36.1
06061,0.087,22,17,47.3
06063,,10,7,87.2
06065,0.195,35,23,47.0
06067,0.139,38,23,55.7
06069,0.18100000000000002,11,8,41.5
06071,0.19399999999999998,33,20,42.5
06073,0.16,38,23,47.4
06075,0.16399999999999998,30,14,58.7
06077,0.22,26,16,61.4
06079,0.11599999999999999,16,11,57.5
06081,0.12,32,20,37.7
06083,0.21,19,10,45.6
06085,0.135,38,23,36.8
06087,0.168,21,16,53.3
06089,0.158,20,13,96.4
06091,,7,5,81.2
06093,0.195,15,10,109.8
06095,0.174,24,14,50.8
06097,0.14400000000000002,19,11,49.9
06099,0.223,18,11,56.3
06101,0.19,12,8,64.3
06103,0.243,14,12,80.7
06105,0.16699999999999998,10,8,118.3
06107,0.248,17,11,50.3
06109,0.132,12,7,90.4
06111,0.163,21,11,43.9
06113,0.16699999999999998,23,14,39.5
06115,0.223,10,7,77.0
08001,0.166,32,20,62.9
08003,0.153,16,11,84.7
08005,0.12,32,19,59.1
08007,0.14400000000000002,11,7,72.6
08009,0.132,9,7,153.4
08011,0.154,8,5,64.7
08013,0.091,30,19,63.4
08014,0.092,20,12,49.7
08015,0.094,13,12,82.9
08017,0.111,8,6,150.4
08019,0.073,12,8,68.5
08021,0.265,6,5,114.2
08023,0.221,8,6,163.0
08025,,8,6,62.8
08027,0.081,7,7,80.9
08029,0.16399999999999998,14,9,97.6
08031,0.16399999999999998,38,23,84.4
08033,0.08900000000000001,7,5,166.1
08035,0.067,29,19,36.2
08037,0.154,13,8,41.6
08039,0.071,21,16,64.2
08041,0.12,31,22,69.1
08043,0.127,17,12,97.9
08045,0.165,18,9,75.8
08047,,9,6,41.1
08049,,11,9,54.7
08051,0.07,13,9,56.0
08053,,7,6,
08055,0.297,12,8,133.4
08057,,4,3,
08059,0.1,24,20,67.9
08061,,8,7,141.9
08063,0.215,16,11,85.3
08065,0.191,10,6,100.1
08067,0.085,17,10,77.4
08069,0.10300000000000001,26,20,56.8
08071,0.201,13,7,120.7
08073,,14,9,113.7
08075,0.149,19,13,61.3
08077,0.141,19,11,88.0
08079,,6,5,
08081,0.161,15,9,94.5
08083,0.14800000000000002,14,8,102.3
08085,0.13699999999999998,18,10,103.8
08087,0.23600000000000002,19,11,78.2
08089,0.2,10,8,90.6
08091,,9,5,67.8
08093,0.128,12,9,73.0
08095,,13,9,95.8
08097,,13,7,60.0
08099,0.22,10,8,87.7
08101,0.17300000000000001,23,14,87.2
08103,0.162,12,5,110.1
08105,0.235,16,10,119.1
08107,0.057999999999999996,15,9,80.4
08109,0.21,14,11,84.0
08111,,5,4,
08113,,14,10,61.9
08115,0.13,14,10,134.0
08117,,12,10,44.7
08119,0.08,13,7,70.0
08121,0.121,14,9,66.8
08123,0.154,29,21,60.1
08125,0.128,17,12,71.8
09001,0.1,27,13,44.5
09003,0.109,27,8,54.6
09005,0.092,19,7,55.5
09007,0.094,16,7,55.3
09009,0.124,24,11,56.4
09011,0.107,19,9,54.4
09013,0.09300000000000001,15,8,42.1
09015,0.122,12,7,54.7
10001,0.147,14,8,57.2
10003,0.11,22,11,57.0
10005,0.146,15,8,69.3
11001,0.122,33,12,59.5
12001,0.146,15,9,59.1
12003,0.289,9,5,76.9
12005,0.171,15,9,77.7
12007,0.147,11,6,101.6
12009,0.14,16,10,82.6
12011,0.13699999999999998,26,15,59.2
12013,0.358,8,5,75.2
12015,0.20199999999999999,12,6,61.5
12017,0.17300000000000001,12,7,109.1
12019,0.125,15,8,63.1
12021,0.168,14,8,74.8
12023,0.22,10,5,104.5
12027,0.162,11,6,64.6
12029,0.306,6,4,128.6
12031,0.16899999999999998,24,13,74.3
12033,0.198,17,12,68.8
12035,0.156,10,4,64.6
12037,0.223,7,4,83.0
12039,0.205,10,8,75.1
12041,0.174,7,4,104.3
12043,0.187,8,5,85.6
12045,0.182,8,4,90.9
12047,0.263,6,4,85.3
12049,0.19399999999999998,10,5,63.6
12051,0.228,10,4,82.5
12053,0.21600000000000003,13,10,112.4
12055,0.218,12,6,75.5
12057,0.166,27,13,69.7
12059,0.24,7,5,103.1
12061,0.187,12,5,85.7
12063,0.196,12,8,76.1
12065,0.22,7,4,95.9
12067,0.231,5,4,85.0
12069,0.153,16,11,86.9
12071,0.135,16,9,79.1
12073,0.099,18,7,49.2
12075,0.2,10,6,112.0
12077,0.14300000000000002,5,3,64.9
12079,0.184,9,5,82.4
12081,0.157,15,10,76.8
12083,0.192,19,12,96.8
12085,0.147,12,10,78.2
12086,0.163,36,17,46.1
12087,0.099,10,5,109.5
12089,0.146,9,6,84.6
12091,0.18,18,9,66.5
12093,0.243,10,4,92.7
12095,0.153,33,18,52.8
12097,0.19699999999999998,15,10,48.1
12099,0.124,25,17,68.3
12101,0.188,14,13,95.5
12103,0.139,16,10,93.7
12105,0.20600000000000002,16,11,69.1
12107,0.272,10,6,99.7
12109,0.11599999999999999,15,8,58.2
12111,0.177,14,9,68.8
12113,0.121,17,11,65.3
12115,0.121,15,10,80.5
12117,0.129,18,9,51.6
12119,0.14800000000000002,11,5,80.4
12121,0.23,8,4,99.4
12123,0.24,9,5,82.4
12125,0.215,5,4,73.8
12127,0.209,18,11,85.2
12129,0.187,9,6,78.8
12131,0.203,18,11,83.5
12133,0.349,12,8,106.3
13001,0.239,10,7,104.1
13003,0.29600000000000004,6,7,86.1
13005,0.132,6,5,102.5
13007,,3,4,
13009,0.29,12,7,43.2
13011,0.16,10,8,87.8
13013,0.17800000000000002,10,7,70.9
13015,0.191,15,7,70.3
13017,0.276,9,6,61.3
13019,0.298,8,7,65.9
13021,0.161,14,11,72.4
13023,0.205,8,7,87.3
13025,0.242,6,6,91.1
13027,0.185,9,7,56.0
13029,0.106,12,7,52.9
13031,0.19699999999999998,19,12,52.6
13033,0.225,12,7,88.7
13035,,11,6,92.2
13037,,5,6,33.3
13039,0.13,12,8,56.7
13043,0.196,7,5,72.8
13045,0.191,14,8,73.3
13047,0.19699999999999998,16,13,60.2
13049,0.182,9,7,63.9
13051,0.159,16,10,65.8
13053,,9,7,48.6
13055,0.22699999999999998,12,9,92.7
13057,0.113,18,12,45.8
13059,0.151,13,8,45.3
13061,,6,5,101.0
13063,0.16899999999999998,16,9,45.6
13065,0.207,7,5,67.6
13067,0.099,28,11,46.3
13069,0.212,12,8,79.1
13071,0.184,11,7,79.6
13073,0.121,13,7,47.4
13075,0.218,9,7,66.7
13077,0.172,14,8,48.3
13079,0.18100000000000002,6,7,64.6
13081,0.28600000000000003,12,8,64.7
13083,0.168,11,9,83.1
13085,,11,8,81.6
13087,0.203,11,9,78.4
13089,0.11599999999999999,22,8,47.1
13091,0.23399999999999999,10,8,68.5
13093,0.155,9,8,42.6
13095,0.188,13,6,50.5
13097,0.163,17,9,50.3
13099,0.278,7,6,78.5
13101,,4,4,74.6
13103,0.163,9,7,58.7
13105,0.235,12,8,89.5
13107,0.21100000000000002,9,7,86.8
13109,0.27,9,6,62.1
13111,0.24600000000000002,10,8,89.9
13113,0.087,17,9,42.6
13115,0.21600000000000003,15,8,76.1
13117,0.066,12,9,39.0
13119,0.149,12,8,99.8
13121,0.111,41,19,56.0
13123,0.19699999999999998,11,6,73.7
13125,,5,5,123.5
13127,0.127,15,10,70.4
13129,0.184,15,8,70.6
13131,0.28800000000000003,11,9,70.2
13133,0.192,8,8,63.8
13135,0.114,27,10,37.0
13137,0.171,12,6,70.6
13139,0.146,17,8,54.5
13141,,9,8,65.8
13143,0.195,11,6,111.0
13145,0.129,14,11,61.0
13147,,11,8,77.6
13149,,9,6,108.9
13151,0.124,14,7,54.9
13153,0.11800000000000001,14,9,52.5
13155,0.15,6,6,70.6
13157,0.19,12,8,72.6
13159,,10,7,75.3
13161,0.23199999999999998,8,6,93.5
13163,0.195,13,8,69.0
13165,,8,7,89.7
13167,0.259,9,7,48.0
13169,0.17300000000000001,10,9,59.4
13171,,11,8,69.4
13173,0.218,7,6,49.7
13175,0.198,13,10,80.8
13177,0.107,10,8,53.5
13179,0.212,10,5,58.9
13181,0.12,7,4,85.4
13183,0.16,6,6,47.1
13185,0.188,13,10,50.0
13187,0.10300000000000001,10,6,65.6
13189,0.239,12,7,87.3
13191,0.244,7,5,63.8
13193,0.2,8,8,59.1
13195,0.24,8,7,93.0
13197,0.332,6,5,62.6
13199,0.212,11,8,76.4
13201,0.09699999999999999,6,6,85.2
13205,0.16,8,7,59.6
13207,,10,9,66.7
13209,,10,9,70.6
13211,0.121,10,5,65.9
13213,0.293,11,9,81.7
13215,0.171,15,9,63.7
13217,0.162,15,8,58.8
13219,0.128,11,7,43.3
13221,0.11800000000000001,7,8,73.3
13223,0.17,15,6,54.9
13225,0.258,14,9,81.3
13227,0.13699999999999998,12,8,85.6
13229,0.23600000000000002,7,6,80.5
13231,0.138,10,8,80.0
13233,0.252,14,6,76.5
13235,0.153,8,6,50.8
13237,0.23199999999999998,13,9,79.2
13239,,6,6,
13241,0.127,9,5,99.4
13243,,6,5,73.7
13245,0.17,16,7,76.2
13247,0.139,14,9,56.7
13249,,7,7,76.6
13251,0.15,7,5,74.1
13253,0.201,5,5,104.4
13255,0.217,12,7,75.1
13257,0.192,13,7,102.2
13259,,6,7,70.5
13261,0.149,11,8,46.1
13263,0.177,8,7,120.9
13265,,5,5,
13267,0.192,9,8,82.1
13269,0.207,6,4,61.9
13271,0.287,9,7,59.0
13273,,6,5,53.3
13275,0.188,13,9,54.1
13277,0.154,12,8,59.3
13279,0.198,12,8,87.2
13281,,8,5,118.1
13283,0.18100000000000002,9,8,64.3
13285,0.149,15,8,68.8
13287,0.203,6,6,83.8
13289,0.33799999999999997,11,8,86.8
13291,0.134,10,7,93.8
13293,0.14400000000000002,10,7,65.7
13295,0.26,18,13,72.4
13297,0.135,12,7,67.8
13299,0.171,12,8,78.0
13301,0.363,7,5,69.0
13303,0.21899999999999997,12,8,56.8
13305,0.275,11,7,89.5
13307,,5,6,
13309,0.282,8,7,77.5
13311,0.171,8,4,76.7
13313,0.235,15,10,55.2
13315,0.255,5,4,100.4
13317,,8,4,69.1
13319,0.23,9,6,66.8
13321,0.349,9,8,47.8
15001,0.149,12,6,67.4
15003,0.135,13,5,46.7
15005,,4,3,
15007,0.157,11,5,59.3
15009,0.136,12,6,62.9
16001,0.12,25,13,48.9
16003,0.193,7,7,90.5
16005,0.147,16,11,76.8
16007,0.158,8,7,126.9
16009,0.21899999999999997,12,11,92.9
16011,0.16699999999999998,15,11,66.7
16013,0.092,13,11,68.4
16015,0.152,10,8,71.3
16017,0.15,18,12,74.0
16019,0.14,17,14,72.4
16021,0.134,11,8,103.3
16023,0.205,6,7,113.2
16025,,5,4,
16027,0.174,17,13,52.8
16029,0.139,8,7,107.7
16031,0.155,14,12,86.8
16033,,6,5,
16035,0.19899999999999998,9,8,87.2
16037,0.11599999999999999,8,8,119.8
16039,0.147,12,9,57.8
16041,0.138,10,7,56.5
16043,0.15,11,11,65.5
