GEOID,urban,FluVax_BlackRate,FluVax_NHWhiteRate,FluVax_WholeRate
37169,1,44.0,50.0,49
37171,0,40.0,51.0,50
37173,0,35.0,41.0,42
37175,0,37.0,57.0,57
37177,0,44.0,45.0,44
37179,1,38.0,57.0,54
37181,0,35.0,53.0,45
37183,1,42.0,64.0,60
37185,0,38.0,53.0,45
37187,0,33.0,52.0,45
37189,0,54.0,56.0,55
37191,1,31.0,52.0,45
37193,0,38.0,53.0,52
37195,0,41.0,59.0,53
37197,1,37.0,52.0,51
37199,0,39.0,40.0,40
38001,0,,57.0,57
38003,0,,57.0,57
38005,0,,31.0,36
38007,0,,37.0,37
38009,0,,35.0,35
38011,0,,14.0,14
38013,0,,37.0,38
38015,1,36.0,60.0,60
38017,1,31.0,59.0,58
38019,0,,63.0,62
38021,0,,53.0,53
38023,0,,24.0,24
38025,0,,34.0,33
38027,0,,28.0,28
38029,0,,31.0,31
38031,0,,49.0,49
38033,0,,27.0,27
38035,1,31.0,58.0,57
38037,0,,28.0,28
38039,0,,39.0,39
38041,0,,31.0,31
38043,0,,51.0,51
38045,0,,53.0,53
38047,0,,44.0,44
38049,0,,51.0,51
38051,0,,23.0,23
38053,0,,25.0,26
38055,0,,45.0,45
38057,0,,22.0,22
38059,1,31.0,55.0,55
38061,0,,34.0,33
38063,0,,53.0,53
38065,0,,37.0,37
38067,0,,23.0,23
38069,0,,27.0,26
38071,0,,43.0,44
38073,0,,45.0,44
38075,0,,58.0,58
38077,0,,60.0,60
38079,0,,47.0,34
38081,0,,44.0,44
38083,0,,41.0,40
38085,0,,47.0,26
38087,0,,10.0,10
38089,0,33.0,52.0,52
38091,0,,60.0,60
38093,0,33.0,57.0,56
38095,0,,17.0,17
38097,0,,47.0,47
38099,0,,42.0,41
38101,0,34.0,57.0,56
38103,0,,49.0,49
38105,0,20.0,32.0,33
39001,0,,38.0,38
39003,1,29.0,51.0,48
39005,0,34.0,47.0,47
39007,0,32.0,46.0,46
39009,0,35.0,47.0,47
39011,0,33.0,50.0,50
39013,1,36.0,43.0,43
39015,1,24.0,44.0,44
39017,1,39.0,55.0,54
39019,1,,45.0,45
39021,0,39.0,46.0,45
39023,1,35.0,48.0,47
39025,1,36.0,52.0,51
39027,0,31.0,48.0,47
39029,0,32.0,50.0,50
39031,0,40.0,44.0,43
39033,0,26.0,42.0,42
39035,1,37.0,56.0,51
39037,0,58.0,47.0,47
39039,0,38.0,48.0,48
39041,1,42.0,61.0,61
39043,1,28.0,50.0,48
39045,1,38.0,50.0,49
39047,0,33.0,44.0,44
39049,1,36.0,56.0,53
39051,1,54.0,57.0,56
39053,0,47.0,48.0,48
39055,1,48.0,57.0,56
39057,1,37.0,49.0,48
39059,0,33.0,43.0,42
39061,1,37.0,59.0,55
39063,0,35.0,57.0,56
39065,0,41.0,48.0,47
39067,0,37.0,38.0,38
39069,0,45.0,60.0,59
39071,0,24.0,43.0,43
39073,0,30.0,46.0,46
39075,0,33.0,45.0,45
39077,0,34.0,50.0,50
39079,0,14.0,43.0,43
39081,1,31.0,45.0,44
39083,0,33.0,43.0,43
39085,1,37.0,55.0,54
39087,1,43.0,47.0,47
39089,1,36.0,52.0,51
39091,0,42.0,48.0,48
39093,1,33.0,54.0,52
39095,1,32.0,53.0,50
39097,1,38.0,51.0,51
39099,1,34.0,50.0,48
39101,0,29.0,50.0,49
39103,1,40.0,57.0,56
39105,0,30.0,49.0,48
39107,0,,50.0,50
39109,1,41.0,50.0,50
39111,0,,40.0,40
39113,1,35.0,53.0,50
39115,0,36.0,39.0,39
39117,1,,48.0,48
39119,0,37.0,48.0,48
39121,0,,47.0,47
39123,1,35.0,55.0,55
39125,0,50.0,44.0,43
39127,0,45.0,42.0,42
39129,1,31.0,49.0,49
39131,0,32.0,43.0,43
39133,1,38.0,50.0,50
39135,1,21.0,48.0,48
39137,0,,57.0,57
39139,1,27.0,45.0,44
39141,0,37.0,45.0,45
39143,0,33.0,54.0,53
39145,0,37.0,43.0,43
39147,0,42.0,55.0,55
39149,0,39.0,50.0,50
39151,1,31.0,51.0,50
39153,1,37.0,55.0,52
39155,1,32.0,49.0,48
39157,0,33.0,41.0,41
39159,1,39.0,54.0,53
39161,0,35.0,52.0,51
39163,0,,43.0,43
39165,1,36.0,56.0,56
39167,1,47.0,50.0,50
39169,0,37.0,50.0,50
39171,0,36.0,50.0,49
39173,1,28.0,55.0,54
39175,0,,53.0,53
39990,0,,61.0,61
40001,0,,40.0,46
40003,0,,48.0,48
40005,0,23.0,32.0,32
40007,0,,28.0,28
40009,0,28.0,43.0,42
40011,0,44.0,42.0,42
40013,0,30.0,45.0,44
40015,0,37.0,49.0,49
40017,1,29.0,53.0,52
40019,0,34.0,46.0,46
40021,0,30.0,42.0,46
40023,0,14.0,29.0,29
40025,0,,23.0,23
40027,1,33.0,53.0,52
40029,0,,23.0,26
40031,1,31.0,44.0,42
40033,0,38.0,40.0,40
40035,0,46.0,48.0,48
40037,1,34.0,50.0,49
40039,0,34.0,50.0,48
40041,0,19.0,51.0,51
40043,0,,48.0,47
40045,0,,52.0,52
40047,0,36.0,54.0,53
40049,0,39.0,52.0,52
40051,1,44.0,45.0,45
40053,0,,37.0,37
40055,0,24.0,26.0,26
40057,0,41.0,37.0,39
40059,0,,46.0,46
40061,0,,39.0,40
40063,0,43.0,35.0,36
40065,0,16.0,31.0,30
40067,0,,25.0,25
40069,0,9.0,35.0,36
40071,0,31.0,46.0,45
40073,0,45.0,51.0,50
40075,0,40.0,49.0,48
40077,0,,34.0,32
40079,1,32.0,43.0,42
40081,1,35.0,48.0,48
40083,1,35.0,45.0,44
40085,0,28.0,40.0,40
40087,1,31.0,53.0,52
40089,0,18.0,31.0,31
40091,0,24.0,45.0,45
40093,0,,36.0,36
40095,0,31.0,48.0,47
40097,0,40.0,38.0,41
40099,0,27.0,35.0,36
40101,0,33.0,45.0,45
40103,0,44.0,57.0,56
40105,0,31.0,43.0,44
40107,0,39.0,42.0,43
40109,1,34.0,53.0,50
40111,1,29.0,40.0,40
40113,1,24.0,36.0,34
40115,0,39.0,49.0,46
40117,1,29.0,45.0,45
40119,0,46.0,56.0,55
40121,0,35.0,40.0,40
40123,0,36.0,47.0,48
40125,0,30.0,49.0,48
40127,0,0.0,19.0,20
40129,0,,30.0,30
40131,1,35.0,52.0,52
40133,0,27.0,39.0,38
40135,1,34.0,38.0,41
40137,0,28.0,37.0,37
40139,0,,41.0,39
40141,0,32.0,44.0,43
40143,1,33.0,56.0,53
40145,1,32.0,46.0,47
40147,0,41.0,57.0,57
40149,0,22.0,43.0,43
40151,0,,51.0,50
40153,0,,46.0,45
41001,0,0.0,38.0,37
41003,1,32.0,55.0,55
41005,1,30.0,48.0,47
41007,0,41.0,41.0,41
41009,1,39.0,36.0,36
41011,0,26.0,44.0,44
41013,0,,41.0,41
41015,0,21.0,37.0,37
41017,1,44.0,55.0,55
41019,0,24.0,35.0,35
41021,0,,19.0,19
41023,0,,26.0,26
41025,0,,34.0,35
41027,0,,48.0,46
41029,1,29.0,46.0,46
41031,0,27.0,44.0,42
41033,0,20.0,39.0,39
41035,0,28.0,43.0,42
41037,0,,17.0,17
41039,1,34.0,49.0,48
41041,0,19.0,31.0,31
41043,0,38.0,39.0,39
41045,0,20.0,40.0,39
41047,1,27.0,42.0,41
41049,0,,35.0,34
41051,1,30.0,47.0,45
41053,1,28.0,44.0,44
41055,0,,33.0,33
41057,0,0.0,24.0,24
41059,0,42.0,42.0,42
41061,0,20.0,32.0,32
41063,0,,35.0,35
41065,0,,38.0,38
41067,1,35.0,50.0,48
41069,0,,20.0,19
41071,1,38.0,45.0,44
42001,0,47.0,58.0,58
42003,1,34.0,53.0,50
42005,1,29.0,41.0,41
42007,1,32.0,49.0,48
42009,0,39.0,38.0,38
42011,1,37.0,57.0,56
42013,1,30.0,44.0,44
42015,0,45.0,47.0,47
42017,1,41.0,61.0,60
42019,1,35.0,51.0,51
42021,1,32.0,41.0,41
42023,0,,46.0,46
42025,1,46.0,52.0,52
42027,1,38.0,57.0,57
42029,1,45.0,63.0,62
42031,0,25.0,43.0,43
42033,0,53.0,46.0,46
42035,0,,53.0,53
42037,0,47.0,50.0,50
42039,0,23.0,45.0,45
42041,1,31.0,58.0,57
42043,1,36.0,56.0,52
42045,1,39.0,62.0,59
42047,0,,53.0,53
42049,1,36.0,55.0,54
42051,1,30.0,44.0,43
42053,0,,45.0,45
42055,0,31.0,50.0,50
42057,0,19.0,37.0,37
42059,0,32.0,35.0,35
42061,0,37.0,45.0,45
42063,0,30.0,45.0,45
42065,0,,45.0,45
42067,0,,55.0,55
42069,1,28.0,53.0,52
42071,1,42.0,62.0,61
42073,0,23.0,47.0,47
42075,1,29.0,56.0,55
42077,1,38.0,60.0,58
42079,1,32.0,51.0,50
42081,1,38.0,54.0,54
42083,0,50.0,41.0,41
42085,1,30.0,47.0,46
42087,0,40.0,57.0,57
42089,0,36.0,50.0,48
42091,1,46.0,64.0,62
42093,0,,55.0,55
42095,1,42.0,58.0,57
42097,0,42.0,53.0,52
42099,1,42.0,52.0,52
42101,1,37.0,54.0,47
42103,1,43.0,49.0,49
42105,0,25.0,25.0,25
42107,0,37.0,52.0,52
42109,0,58.0,60.0,59
42111,0,27.0,36.0,36
42113,0,,46.0,47
42115,0,30.0,43.0,43
42117,0,30.0,44.0,44
42119,0,38.0,59.0,59
42121,0,50.0,49.0,49
42123,0,,48.0,48
42125,1,37.0,49.0,48
42127,0,35.0,48.0,47
42129,1,39.0,50.0,50
42131,1,47.0,51.0,51
42133,1,39.0,60.0,59
44001,1,29.0,54.0,54
44003,1,33.0,45.0,45
44005,1,33.0,49.0,49
44007,1,31.0,45.0,43
44009,1,32.0,48.0,48
45001,0,29.0,37.0,35
45003,1,36.0,56.0,53
45005,0,23.0,28.0,25
45007,1,43.0,56.0,54
45009,0,21.0,25.0,23
45011,0,28.0,38.0,35
45013,0,28.0,60.0,58
45015,1,37.0,50.0,47
45017,1,25.0,37.0,32
45019,1,37.0,55.0,51
45021,0,38.0,49.0,48
45023,0,37.0,51.0,47
45025,0,34.0,50.0,46
45027,0,34.0,39.0,37
45029,0,26.0,35.0,32
45031,1,26.0,42.0,37
45033,0,30.0,46.0,41
45035,1,33.0,50.0,46
45037,1,34.0,49.0,44
45039,1,25.0,34.0,30
45041,1,32.0,49.0,43
45043,0,24.0,54.0,49
45045,1,40.0,58.0,56
45047,0,39.0,56.0,53
45049,0,22.0,32.0,28
45051,1,31.0,52.0,51
45053,0,25.0,45.0,38
45055,1,36.0,53.0,49
45057,0,35.0,55.0,51
45059,1,37.0,43.0,42
45061,0,30.0,48.0,39
45063,1,32.0,49.0,48
45065,0,33.0,55.0,51
45067,0,27.0,37.0,33
45069,0,24.0,39.0,33
45071,0,32.0,54.0,50
45073,0,39.0,56.0,55
45075,0,25.0,41.0,33
45077,1,41.0,52.0,51
45079,1,32.0,50.0,42
45081,1,40.0,44.0,43
45083,1,36.0,51.0,49
45085,1,39.0,51.0,46
45087,0,29.0,39.0,37
45089,0,24.0,34.0,29
45091,1,39.0,57.0,55
45990,0,,,36
46003,0,,39.0,39
46005,0,67.0,54.0,52
46007,0,,7.0,6
46009,0,,35.0,35
46011,0,36.0,60.0,60
46013,0,35.0,58.0,57
46015,0,,46.0,46
46017,0,,32.0,48
46019,0,,37.0,36
46021,0,,18.0,18
46023,0,,26.0,28
46025,0,,32.0,32
46027,0,,60.0,60
46029,0,,60.0,60
46031,0,,10.0,10
46033,0,,42.0,42
46035,0,,60.0,60
46037,0,,23.0,23
46039,0,,48.0,47
46041,0,,19.0,26
46043,0,,41.0,41
46045,0,,42.0,42
46047,0,,18.0,17
46049,0,,16.0,16
46051,0,,35.0,35
46053,0,,32.0,32
46055,0,,21.0,21
46057,0,,48.0,47
46059,0,,42.0,42
46061,0,,53.0,53
46063,0,,33.0,34
46065,0,58.0,60.0,59
46067,0,,33.0,33
46069,0,,23.0,24
46071,0,,17.0,17
46073,0,,23.0,23
46075,0,,26.0,26
46077,0,,49.0,49
46079,0,,59.0,59
46081,0,,54.0,54
46083,1,,54.0,54
46085,0,,38.0,38
46087,1,,53.0,53
46089,0,,23.0,23
46091,0,,19.0,20
46093,1,,43.0,43
46095,0,,19.0,18
46097,0,,26.0,25
46099,1,27.0,60.0,59
46101,0,,45.0,44
46103,1,29.0,50.0,48
46105,0,,17.0,17
46107,0,,52.0,52
46109,0,,23.0,23
46111,0,,41.0,41
46113,0,,22.0,11
46115,0,,26.0,26
46117,0,,60.0,60
46119,0,,40.0,40
46121,0,,13.0,16
46123,0,,21.0,22
46125,1,,42.0,42
46127,1,,53.0,52
46129,0,,17.0,17
46135,0,0.0,64.0,63
46137,0,,25.0,25
47001,1,48.0,59.0,59
47003,0,38.0,50.0,49
47005,0,51.0,49.0,49
47007,0,47.0,37.0,37
47009,1,45.0,58.0,57
47011,1,35.0,47.0,47
47013,0,,40.0,40
47015,1,34.0,48.0,47
47017,0,41.0,50.0,50
47019,1,33.0,41.0,41
47021,1,41.0,51.0,51
47023,1,37.0,49.0,48
47025,0,41.0,39.0,39
47027,0,32.0,47.0,47
47029,0,39.0,47.0,47
47031,0,44.0,53.0,53
47033,0,36.0,44.0,43
47035,0,42.0,52.0,52
47037,1,39.0,56.0,52
47039,0,41.0,49.0,49
47041,0,35.0,53.0,52
47043,1,41.0,54.0,53
47045,0,35.0,50.0,48
47047,1,32.0,56.0,51
47049,0,,44.0,44
47051,0,53.0,54.0,53
47053,0,37.0,53.0,51
47055,0,37.0,51.0,50
47057,1,38.0,43.0,43
47059,0,40.0,50.0,50
47061,0,,35.0,35
47063,1,37.0,47.0,46
47065,1,38.0,56.0,54
47067,0,,18.0,18
47069,0,38.0,51.0,47
47071,0,32.0,43.0,43
47073,1,22.0,39.0,38
47075,0,35.0,43.0,40
47077,0,23.0,36.0,35
47079,0,45.0,54.0,53
47081,1,35.0,43.0,43
47083,0,46.0,46.0,46
47085,0,41.0,47.0,47
47087,0,,46.0,46
47089,1,46.0,51.0,51
47091,0,,30.0,30
47093,1,43.0,60.0,58
47095,0,22.0,47.0,44
47097,0,32.0,47.0,45
47099,0,31.0,48.0,48
47101,0,22.0,38.0,37
47103,0,40.0,53.0,52
47105,1,46.0,60.0,60
47107,0,35.0,47.0,47
47109,0,33.0,46.0,46
47111,1,0.0,43.0,42
47113,1,40.0,59.0,55
47115,1,30.0,45.0,45
47117,0,33.0,51.0,50
47119,0,41.0,56.0,54
47121,0,31.0,38.0,38
47123,0,47.0,47.0,47
47125,1,33.0,50.0,46
47127,0,52.0,52.0,52
47129,0,,38.0,38
47131,0,32.0,46.0,45
47133,0,,52.0,52
47135,0,14.0,46.0,45
47137,0,,42.0,42
47139,1,,42.0,42
47141,0,42.0,52.0,52
47143,0,41.0,47.0,47
47145,0,47.0,55.0,55
47147,1,44.0,53.0,52
47149,1,38.0,54.0,52
47151,0,,38.0,38
47153,1,,43.0,43
47155,0,36.0,48.0,48
47157,1,34.0,58.0,49
47159,1,47.0,45.0,45
47161,1,33.0,40.0,40
47163,1,39.0,50.0,50
47165,1,39.0,54.0,53
47167,1,32.0,51.0,48
47169,1,52.0,55.0,54
47171,1,,46.0,46
47173,1,,46.0,46
47175,0,,37.0,37
47177,0,45.0,49.0,48
47179,1,37.0,51.0,50
47181,0,38.0,43.0,43
47183,0,26.0,42.0,41
47185,0,52.0,51.0,51
47187,1,44.0,62.0,61
47189,1,44.0,56.0,56
48001,0,36.0,46.0,44
48003,0,14.0,21.0,19
48005,0,37.0,52.0,50
48007,1,43.0,50.0,49
48009,1,,49.0,48
48011,1,,40.0,40
48013,1,18.0,40.0,37
48015,1,33.0,46.0,45
48017,0,,41.0,38
48019,1,14.0,41.0,41
48021,1,29.0,43.0,41
48023,0,23.0,29.0,28
48025,0,44.0,37.0,33
48027,1,21.0,39.0,34
48029,1,25.0,42.0,39
48031,0,0.0,48.0,47
48033,0,,37.0,36
48035,0,22.0,34.0,34
48037,1,30.0,46.0,43
48039,1,35.0,47.0,44
48041,1,35.0,60.0,55
48043,0,,16.0,15
48045,0,,37.0,36
48047,0,,42.0,38
48049,0,34.0,40.0,40
48051,1,33.0,45.0,43
48053,0,30.0,47.0,46
48055,1,29.0,44.0,41
48057,1,22.0,36.0,33
48059,1,0.0,41.0,41
48061,1,34.0,47.0,42
48063,0,25.0,38.0,35
48065,1,,50.0,50
48067,0,25.0,37.0,35
48069,0,0.0,36.0,29
48071,1,27.0,35.0,34
48073,0,28.0,45.0,42
48075,0,25.0,26.0,25
48077,1,,47.0,47
48079,0,0.0,26.0,22
48081,0,,53.0,53
48083,0,32.0,26.0,26
48085,1,38.0,61.0,59
48087,0,0.0,15.0,14
48089,0,19.0,40.0,37
48091,1,25.0,48.0,47
48093,0,,27.0,27
48095,0,,47.0,47
48097,0,31.0,45.0,44
48099,1,20.0,30.0,29
48101,0,0.0,19.0,19
48103,0,,11.0,12
48105,0,,25.0,24
48107,1,24.0,52.0,46
48109,0,,14.0,16
48111,0,0.0,29.0,30
48113,1,33.0,59.0,51
48115,0,11.0,37.0,31
48117,0,19.0,46.0,37
48119,1,38.0,46.0,45
48121,1,36.0,57.0,55
48123,0,16.0,38.0,35
48125,0,,35.0,34
48127,0,,35.0,38
48129,0,0.0,20.0,19
48131,0,,38.0,36
48133,0,33.0,38.0,38
48135,1,31.0,43.0,40
48137,0,,32.0,31
48139,1,34.0,56.0,52
48141,1,17.0,36.0,32
48143,0,0.0,50.0,49
48145,0,19.0,38.0,34
48147,0,27.0,45.0,44
48149,0,29.0,50.0,48
48151,0,0.0,11.0,10
48153,0,30.0,36.0,35
48155,0,,33.0,33
48157,1,33.0,56.0,51
48159,0,33.0,45.0,44
48161,0,28.0,39.0,38
48163,0,,39.0,34
48165,0,0.0,27.0,27
48167,1,37.0,50.0,47
48169,0,0.0,38.0,35
48171,0,33.0,57.0,56
48173,0,,49.0,41
48175,1,42.0,46.0,43
48177,0,25.0,42.0,38
48179,0,30.0,47.0,46
48181,1,33.0,52.0,51
48183,1,34.0,53.0,49
48185,0,38.0,51.0,49
48187,1,21.0,40.0,36
48189,0,29.0,43.0,38
48191,0,0.0,29.0,28
48193,0,,24.0,24
48195,0,,49.0,47
48197,0,29.0,35.0,34
48199,1,30.0,44.0,43
48201,1,30.0,53.0,47
48203,0,34.0,49.0,45
48205,0,,40.0,37
48207,0,17.0,41.0,39
48209,1,29.0,52.0,49
48211,0,,36.0,34
48213,0,37.0,54.0,53
48215,1,27.0,54.0,45
48217,0,22.0,40.0,39
48219,0,27.0,38.0,35
48221,0,24.0,53.0,53
48223,0,40.0,50.0,48
48225,0,28.0,41.0,39
48227,0,21.0,40.0,37
48229,0,,27.0,25
48231,1,29.0,43.0,42
48233,0,28.0,42.0,41
48235,1,,46.0,47
48237,0,31.0,39.0,38
48239,0,29.0,43.0,39
48241,0,25.0,38.0,36
48243,0,,24.0,22
48245,1,29.0,47.0,41
48247,0,,34.0,32
48249,0,19.0,44.0,39
48251,1,37.0,49.0,48
48253,1,20.0,34.0,32
48255,0,32.0,48.0,45
48257,1,38.0,52.0,51
48259,1,38.0,53.0,52
48261,0,,64.0,50
48263,0,,27.0,25
48265,0,30.0,53.0,51
48267,0,,32.0,31
48269,0,,33.0,33
48271,0,,26.0,23
48273,0,25.0,40.0,34
48275,0,0.0,17.0,15
48277,0,28.0,51.0,49
48279,0,19.0,39.0,34
48281,1,23.0,25.0,25
48283,0,,35.0,26
48285,0,26.0,44.0,42
48287,0,42.0,52.0,49
48289,0,34.0,45.0,44
48291,1,22.0,38.0,36
48293,0,29.0,42.0,40
48295,0,,34.0,33
48297,0,,36.0,35
48299,0,27.0,40.0,40
48301,0,,0.0,0
48303,1,28.0,48.0,45
48305,0,,44.0,38
48307,0,20.0,29.0,27
48309,1,35.0,54.0,50
48311,0,,36.0,34
48313,0,33.0,47.0,43
48315,0,28.0,39.0,37
48317,0,,30.0,27
48319,0,,38.0,37
48321,0,22.0,40.0,37
48323,0,,25.0,25
48325,1,23.0,39.0,36
48327,0,,33.0,31
48329,1,31.0,45.0,42
48331,0,35.0,46.0,44
48333,0,,22.0,21
48335,0,15.0,26.0,25
48337,0,,32.0,32
48339,1,32.0,52.0,51
48341,0,,48.0,43
48343,0,24.0,45.0,41
48345,0,,35.0,34
48347,0,35.0,51.0,48
48349,0,31.0,53.0,49
48351,0,20.0,34.0,31
48353,0,27.0,34.0,33
48355,1,30.0,48.0,42
48357,0,,37.0,35
48359,0,,47.0,47
48361,1,32.0,45.0,44
48363,0,29.0,49.0,47
48365,0,28.0,40.0,38
48367,1,32.0,49.0,49
48369,0,,37.0,32
48371,0,,16.0,15
48373,0,31.0,48.0,47
48375,1,36.0,52.0,50
48377,0,,28.0,21
48379,0,32.0,40.0,40
48381,1,37.0,53.0,51
48383,0,,34.0,30
48385,0,,36.0,34
48387,0,42.0,49.0,48
48389,0,30.0,27.0,27
48391,0,20.0,33.0,29
48393,0,,44.0,43
48395,1,37.0,47.0,45
48397,1,39.0,57.0,55
48399,0,32.0,43.0,43
48401,1,32.0,48.0,45
48403,0,28.0,42.0,41
48405,0,40.0,51.0,49
48407,1,30.0,45.0,43
48409,1,26.0,46.0,41
48411,0,,29.0,27
48413,0,,33.0,30
48415,0,22.0,38.0,34
48417,0,,54.0,53
48419,0,28.0,44.0,41
48421,0,,38.0,36
48423,1,40.0,55.0,53
48425,0,,50.0,49
48427,0,,39.0,28
48429,0,56.0,41.0,41
48431,0,,52.0,46
48433,0,,15.0,15
48435,0,,50.0,47
48437,0,21.0,29.0,27
48439,1,35.0,54.0,50
48441,1,28.0,47.0,45
48443,0,,13.0,12
48445,0,37.0,48.0,41
48447,0,,24.0,24
48449,0,27.0,44.0,40
48451,1,36.0,55.0,52
48453,1,31.0,56.0,51
48455,0,24.0,39.0,38
48457,0,16.0,33.0,32
48459,1,35.0,45.0,44
48461,0,,18.0,19
48463,0,0.0,37.0,32
48465,0,25.0,34.0,25
48467,0,42.0,42.0,42
48469,1,36.0,55.0,51
48471,0,28.0,49.0,46
48473,1,37.0,48.0,44
48475,0,11.0,29.0,27
48477,0,31.0,49.0,46
48479,1,12.0,30.0,37
48481,0,29.0,45.0,40
48483,0,,27.0,27
48485,1,27.0,46.0,44
48487,0,30.0,52.0,50
48489,0,,51.0,49
48491,1,33.0,56.0,54
48493,1,24.0,38.0,37
48495,0,27.0,25.0,22
48497,1,33.0,49.0,49
48499,0,35.0,42.0,42
48501,0,,20.0,15
48503,0,21.0,43.0,42
48505,0,,38.0,36
48507,0,,35.0,26
48990,0,,53.0,43
49001,0,,23.0,23
49003,0,,45.0,45
49005,1,36.0,52.0,51
49007,0,,50.0,49
49009,0,,52.0,52
49011,1,46.0,54.0,53
49013,0,,43.0,43
49015,0,,39.0,39
49017,0,,35.0,34
49019,0,,48.0,47
49021,0,,47.0,46
49023,1,,49.0,49
49025,0,,39.0,39
49027,0,,44.0,44
49029,1,,52.0,52
49031,0,,33.0,33
49033,0,,39.0,39
49035,1,38.0,53.0,52
49037,0,,13.0,21
49039,0,,43.0,43
49041,0,,49.0,49
49043,1,,60.0,60
49045,1,28.0,46.0,45
49047,0,,45.0,46
49049,1,29.0,51.0,50
49051,0,25.0,54.0,52
49053,1,31.0,50.0,50
49055,0,,22.0,22
49057,1,32.0,47.0,46
50001,0,36.0,56.0,56
50003,0,33.0,51.0,51
50005,0,47.0,38.0,38
50007,1,34.0,61.0,60
50009,0,,41.0,41
50011,1,33.0,44.0,44
50013,1,0.0,54.0,54
50015,0,35.0,57.0,57
50017,0,50.0,44.0,44
50019,0,32.0,28.0,28
50021,0,33.0,47.0,47
50023,0,37.0,54.0,54
50025,0,47.0,40.0,40
50027,0,22.0,41.0,41
51001,0,42.0,48.0,47
51003,1,48.0,65.0,64
51005,0,54.0,58.0,58
51007,1,38.0,49.0,47
51009,1,47.0,55.0,54
51011,1,40.0,56.0,54
51013,1,39.0,56.0,53
51015,0,48.0,59.0,58
51017,0,32.0,34.0,34
51019,1,49.0,58.0,58
51021,0,15.0,45.0,45
51023,1,41.0,56.0,55
51025,0,37.0,57.0,48
51027,0,,29.0,29
51029,0,35.0,46.0,42
51031,1,46.0,57.0,55
51033,1,40.0,51.0,47
51035,0,23.0,52.0,52
51036,1,44.0,54.0,51
51037,0,37.0,47.0,44
51041,1,38.0,60.0,56
51043,1,51.0,56.0,55
51045,1,,47.0,47
51047,0,41.0,53.0,51
51049,1,32.0,50.0,45
51051,0,,37.0,37
51053,1,41.0,54.0,51
51057,0,45.0,59.0,55
51059,1,36.0,55.0,53
51061,1,44.0,55.0,54
51063,0,64.0,52.0,52
51065,1,43.0,65.0,62
51067,1,44.0,56.0,55
51069,1,36.0,55.0,55
51071,1,29.0,33.0,33
51073,1,43.0,54.0,53
51075,1,43.0,63.0,60
51077,0,23.0,49.0,48
51079,1,43.0,59.0,58
51081,0,33.0,59.0,47
51083,0,40.0,50.0,47
51085,1,42.0,62.0,60
51087,1,41.0,64.0,60
51089,0,41.0,54.0,53
51091,0,,36.0,36
51093,1,39.0,56.0,53
51095,1,41.0,62.0,60
51097,1,43.0,58.0,54
51099,0,34.0,42.0,41
51101,1,41.0,60.0,56
51103,0,32.0,51.0,48
51105,0,0.0,34.0,34
51107,1,42.0,58.0,55
51109,1,47.0,57.0,55
51111,0,41.0,57.0,51
51113,0,54.0,59.0,58
51115,1,51.0,59.0,58
51117,0,46.0,59.0,55
51119,0,35.0,52.0,50
51121,1,41.0,59.0,59
51125,1,45.0,55.0,54
51127,1,41.0,56.0,54
51131,0,44.0,54.0,51
51133,0,27.0,42.0,40
51135,0,43.0,55.0,51
51137,0,44.0,57.0,55
51139,0,38.0,32.0,32
51141,0,29.0,40.0,39
51143,1,39.0,56.0,52
51145,1,39.0,60.0,58
51147,0,35.0,53.0,46
51149,1,34.0,49.0,44
51153,1,36.0,53.0,49
51155,1,40.0,53.0,52
51157,0,41.0,49.0,48
51159,0,37.0,55.0,50
51161,1,38.0,58.0,58
51163,0,38.0,50.0,49
51165,1,40.0,52.0,51
51167,0,40.0,44.0,44
51169,1,38.0,51.0,51
51171,0,32.0,40.0,40
51173,0,23.0,43.0,43
51175,0,41.0,51.0,47
51177,1,34.0,48.0,46
51179,1,34.0,50.0,47
51181,1,44.0,50.0,48
51183,1,38.0,50.0,44
51185,0,31.0,39.0,39
51187,1,43.0,50.0,49
51191,1,41.0,50.0,50
51193,0,30.0,46.0,42
51195,0,39.0,43.0,43
51197,0,29.0,49.0,48
51199,1,44.0,61.0,59
51510,1,36.0,54.0,50
51515,1,39.0,52.0,51
51520,1,25.0,48.0,47
51530,0,42.0,50.0,49
51540,1,48.0,66.0,64
51550,1,41.0,53.0,50
51570,1,33.0,55.0,52
51580,0,34.0,53.0,52
51590,1,36.0,57.0,51
51595,0,34.0,52.0,42
51600,1,42.0,54.0,54
51610,1,39.0,57.0,56
51620,0,34.0,56.0,47
51630,1,34.0,54.0,50
51640,0,40.0,50.0,50
51650,1,37.0,50.0,44
51660,1,39.0,60.0,58
51670,1,29.0,49.0,43
51678,0,34.0,55.0,54
51680,1,41.0,58.0,54
51683,1,35.0,51.0,48
51690,0,36.0,51.0,46
51700,1,34.0,53.0,47
51710,1,35.0,49.0,43
51720,0,33.0,45.0,45
51730,1,37.0,50.0,42
51735,1,37.0,54.0,53
51740,1,39.0,52.0,46
51750,1,47.0,56.0,56
51760,1,36.0,60.0,50
51770,1,37.0,55.0,52
51775,1,50.0,57.0,57
51790,0,48.0,60.0,59
51800,1,36.0,54.0,46
51810,1,38.0,52.0,49
51820,0,43.0,62.0,61
51830,1,43.0,63.0,61
51840,1,40.0,56.0,55
53001,0,,38.0,36
53003,1,27.0,50.0,50
