GEOID,hesitancy,strong_hesitancy
48017,0.17,0.08
48019,0.17,0.08
48021,0.18,0.08
48023,0.19,0.08
48025,0.18,0.09
48027,0.21,0.09
48029,0.16,0.08
48031,0.15,0.07
48033,0.18,0.09
48035,0.19,0.08
48037,0.2,0.09
48039,0.16,0.07
48041,0.17,0.07
48043,0.18,0.09
48045,0.19,0.09
48047,0.17,0.08
48049,0.18,0.08
48051,0.18,0.08
48053,0.19,0.08
48055,0.18,0.08
48057,0.17,0.08
48059,0.18,0.08
48061,0.17,0.09
48063,0.18,0.08
48065,0.19,0.09
48067,0.2,0.09
48069,0.19,0.09
48071,0.2,0.09
48073,0.19,0.09
48075,0.19,0.09
48077,0.19,0.08
48079,0.17,0.08
48081,0.18,0.09
48083,0.18,0.08
48085,0.13,0.06
48087,0.19,0.09
48089,0.17,0.08
48091,0.14,0.06
48093,0.18,0.08
48095,0.18,0.09
48097,0.19,0.09
48099,0.19,0.08
48101,0.19,0.08
48103,0.18,0.09
48105,0.18,0.09
48107,0.17,0.08
48109,0.18,0.09
48111,0.19,0.09
48113,0.17,0.08
48115,0.18,0.09
48117,0.19,0.09
48119,0.19,0.09
48121,0.15,0.06
48123,0.17,0.08
48125,0.17,0.08
48127,0.17,0.09
48129,0.19,0.09
48131,0.18,0.09
48133,0.18,0.08
48135,0.17,0.08
48137,0.17,0.09
48139,0.17,0.07
48141,0.16,0.08
48143,0.17,0.07
48145,0.19,0.08
48147,0.19,0.09
48149,0.18,0.08
48151,0.18,0.08
48153,0.17,0.08
48155,0.19,0.08
48157,0.13,0.06
48159,0.19,0.09
48161,0.19,0.08
48163,0.17,0.08
48165,0.18,0.09
48167,0.16,0.07
48169,0.17,0.08
48171,0.15,0.07
48173,0.18,0.09
48175,0.17,0.08
48177,0.17,0.08
48179,0.19,0.09
48181,0.19,0.09
48183,0.19,0.09
48185,0.18,0.08
48187,0.16,0.07
48189,0.17,0.08
48191,0.19,0.09
48193,0.19,0.08
48195,0.19,0.09
48197,0.19,0.08
48199,0.19,0.08
48201,0.17,0.08
48203,0.19,0.08
48205,0.19,0.09
48207,0.18,0.08
48209,0.16,0.07
48211,0.19,0.09
48213,0.2,0.09
48215,0.17,0.09
48217,0.19,0.08
48219,0.17,0.08
48221,0.17,0.07
48223,0.19,0.09
48225,0.2,0.09
48227,0.18,0.09
48229,0.18,0.09
48231,0.17,0.07
48233,0.19,0.09
48235,0.18,0.09
48237,0.19,0.08
48239,0.17,0.08
48241,0.21,0.1
48243,0.18,0.09
48245,0.19,0.09
48247,0.18,0.09
48249,0.17,0.08
48251,0.19,0.09
48253,0.18,0.08
48255,0.17,0.08
48257,0.19,0.08
48259,0.15,0.07
48261,0.17,0.08
48263,0.18,0.08
48265,0.15,0.07
48267,0.18,0.09
48269,0.17,0.08
48271,0.17,0.09
48273,0.17,0.08
48275,0.18,0.08
48277,0.19,0.09
48279,0.17,0.08
48281,0.19,0.08
48283,0.17,0.09
48285,0.17,0.08
48287,0.18,0.08
48289,0.18,0.08
48291,0.2,0.09
48293,0.19,0.08
48295,0.19,0.09
48297,0.18,0.09
48299,0.19,0.08
48301,0.18,0.09
48303,0.17,0.08
48305,0.17,0.08
48307,0.18,0.09
48309,0.18,0.08
48311,0.18,0.09
48313,0.18,0.08
48315,0.19,0.08
48317,0.18,0.09
48319,0.18,0.09
48321,0.17,0.08
48323,0.17,0.09
48325,0.17,0.08
48327,0.18,0.09
48329,0.16,0.08
48331,0.18,0.08
48333,0.19,0.08
48335,0.18,0.08
48337,0.19,0.08
48339,0.16,0.07
48341,0.19,0.09
48343,0.19,0.09
48345,0.17,0.08
48347,0.19,0.08
48349,0.19,0.08
48351,0.21,0.1
48353,0.18,0.08
48355,0.16,0.08
48357,0.19,0.09
48359,0.19,0.09
48361,0.19,0.08
48363,0.17,0.07
48365,0.19,0.09
48367,0.17,0.07
48369,0.19,0.09
48371,0.18,0.09
48373,0.2,0.09
48375,0.2,0.09
48377,0.18,0.09
48379,0.18,0.08
48381,0.16,0.07
48383,0.18,0.09
48385,0.17,0.09
48387,0.19,0.09
48389,0.18,0.09
48391,0.18,0.09
48393,0.19,0.09
48395,0.18,0.08
48397,0.17,0.07
48399,0.18,0.08
48401,0.19,0.09
48403,0.21,0.1
48405,0.21,0.1
48407,0.2,0.09
48409,0.18,0.09
48411,0.19,0.08
48413,0.18,0.09
48415,0.18,0.08
48417,0.18,0.08
48419,0.21,0.1
48421,0.19,0.09
48423,0.18,0.08
48425,0.17,0.07
48427,0.18,0.09
48429,0.18,0.08
48431,0.18,0.09
48433,0.18,0.08
48435,0.18,0.09
48437,0.19,0.09
48439,0.17,0.07
48441,0.19,0.08
48443,0.18,0.09
48445,0.17,0.08
48447,0.18,0.08
48449,0.19,0.09
48451,0.17,0.08
48453,0.15,0.07
48455,0.2,0.09
48457,0.21,0.1
48459,0.19,0.08
48461,0.18,0.09
48463,0.17,0.09
48465,0.17,0.09
48467,0.18,0.08
48469,0.17,0.08
48471,0.2,0.09
48473,0.17,0.08
48475,0.18,0.09
48477,0.18,0.08
48479,0.17,0.09
48481,0.17,0.08
48483,0.19,0.09
48485,0.2,0.09
48487,0.19,0.08
48489,0.17,0.08
48491,0.15,0.06
48493,0.17,0.08
48495,0.18,0.09
48497,0.19,0.08
48499,0.18,0.08
48501,0.17,0.08
48503,0.19,0.08
48505,0.18,0.09
48507,0.17,0.09
49001,0.16,0.06
49003,0.16,0.06
49005,0.14,0.06
49007,0.17,0.07
49009,0.17,0.07
49011,0.13,0.05
49013,0.17,0.07
49015,0.17,0.07
49017,0.16,0.06
49019,0.17,0.07
49021,0.16,0.06
49023,0.16,0.06
49025,0.16,0.06
49027,0.16,0.06
49029,0.14,0.06
49031,0.16,0.06
49033,0.14,0.06
49035,0.14,0.06
49037,0.17,0.07
49039,0.16,0.06
49041,0.16,0.06
49043,0.14,0.06
49045,0.16,0.06
49047,0.17,0.07
49049,0.14,0.06
49051,0.17,0.07
49053,0.13,0.05
49055,0.16,0.06
49057,0.15,0.06
50001,0.07,0.03
50003,0.07,0.03
50005,0.08,0.04
50007,0.07,0.03
50009,0.08,0.04
50011,0.07,0.03
50013,0.07,0.03
50015,0.08,0.04
50017,0.07,0.03
50019,0.08,0.04
50021,0.07,0.03
50023,0.08,0.04
50025,0.07,0.03
50027,0.07,0.03
51001,0.15,0.06
51003,0.14,0.06
51005,0.14,0.06
51007,0.18,0.08
51009,0.15,0.06
51011,0.15,0.06
51013,0.1,0.04
51015,0.17,0.07
51017,0.17,0.07
51019,0.15,0.06
51021,0.17,0.07
51023,0.14,0.06
51025,0.18,0.08
51027,0.19,0.08
51029,0.18,0.08
51031,0.17,0.07
51033,0.16,0.06
51035,0.17,0.07
51036,0.14,0.06
51037,0.18,0.08
51041,0.14,0.06
51043,0.15,0.06
51045,0.14,0.06
51047,0.15,0.06
51049,0.18,0.08
51051,0.19,0.08
51053,0.18,0.08
51057,0.15,0.06
51059,0.1,0.04
51061,0.15,0.06
51063,0.16,0.06
51065,0.15,0.06
51067,0.14,0.06
51069,0.15,0.06
51071,0.16,0.06
51073,0.15,0.06
51075,0.14,0.06
51077,0.17,0.07
51079,0.13,0.05
51081,0.18,0.08
51083,0.18,0.08
51085,0.14,0.06
51087,0.14,0.06
51089,0.17,0.07
51091,0.17,0.07
51093,0.17,0.07
51095,0.13,0.05
51097,0.15,0.06
51099,0.16,0.06
51101,0.14,0.06
51103,0.15,0.06
51105,0.19,0.08
51107,0.1,0.04
51109,0.15,0.06
51111,0.18,0.08
51113,0.15,0.06
51115,0.15,0.06
51117,0.18,0.08
51119,0.15,0.06
51121,0.16,0.06
51125,0.15,0.06
51127,0.14,0.06
51131,0.15,0.06
51133,0.15,0.06
51135,0.18,0.08
51137,0.15,0.06
51139,0.17,0.07
51141,0.17,0.07
51143,0.17,0.07
51145,0.14,0.06
51147,0.18,0.08
51149,0.18,0.08
51153,0.13,0.06
51155,0.16,0.06
51157,0.15,0.06
51159,0.15,0.06
51161,0.15,0.06
51163,0.17,0.07
51165,0.17,0.07
51167,0.19,0.08
51169,0.19,0.08
51171,0.17,0.07
51173,0.17,0.07
51175,0.17,0.07
51177,0.16,0.06
51179,0.15,0.06
51181,0.18,0.08
51183,0.18,0.08
51185,0.19,0.08
51187,0.17,0.07
51191,0.17,0.07
51193,0.15,0.06
51195,0.19,0.08
51197,0.17,0.07
51199,0.13,0.05
51510,0.12,0.05
51520,0.17,0.07
51530,0.17,0.07
51540,0.13,0.05
51550,0.16,0.07
51570,0.18,0.08
51580,0.14,0.06
51590,0.17,0.07
51595,0.18,0.08
51600,0.1,0.04
51610,0.07,0.03
51620,0.17,0.07
51630,0.15,0.06
51640,0.17,0.07
51650,0.17,0.07
51660,0.17,0.07
51670,0.18,0.08
51678,0.17,0.07
51680,0.17,0.07
51683,0.15,0.07
51685,0.15,0.07
51690,0.17,0.07
51700,0.19,0.08
51710,0.2,0.08
51720,0.19,0.08
51730,0.18,0.08
51735,0.13,0.05
51740,0.18,0.07
51750,0.16,0.06
51760,0.17,0.07
51770,0.17,0.07
51775,0.17,0.07
51790,0.17,0.07
51800,0.17,0.07
51810,0.15,0.06
51820,0.17,0.07
51830,0.13,0.05
51840,0.15,0.06
53001,0.13,0.06
53003,0.13,0.06
53005,0.12,0.06
53007,0.12,0.06
53009,0.12,0.06
53011,0.12,0.06
53013,0.13,0.06
53015,0.14,0.07
53017,0.12,0.06
53019,0.14,0.07
53021,0.13,0.07
53023,0.13,0.06
53025,0.14,0.07
53027,0.13,0.06
53029,0.12,0.06
53031,0.12,0.06
53033,0.09,0.05
53035,0.12,0.06
53037,0.14,0.07
53039,0.14,0.07
53041,0.14,0.07
53043,0.13,0.06
53045,0.13,0.06
53047,0.14,0.07
53049,0.14,0.07
53051,0.14,0.07
53053,0.13,0.06
53055,0.12,0.06
53057,0.12,0.06
53059,0.14,0.07
53061,0.11,0.05
53063,0.13,0.06
53065,0.14,0.07
53067,0.12,0.06
53069,0.14,0.07
53071,0.13,0.06
53073,0.12,0.06
53075,0.13,0.06
53077,0.14,0.07
54001,0.21,0.11
54003,0.19,0.1
54005,0.2,0.1
54007,0.22,0.11
54009,0.18,0.09
54011,0.2,0.1
54013,0.22,0.11
54015,0.2,0.1
54017,0.2,0.1
54019,0.21,0.11
54021,0.22,0.11
54023,0.21,0.11
54025,0.21,0.11
54027,0.19,0.1
54029,0.18,0.09
54031,0.21,0.11
54033,0.2,0.1
54035,0.22,0.11
54037,0.19,0.1
54039,0.2,0.1
54041,0.21,0.11
54043,0.2,0.1
54045,0.23,0.12
54047,0.23,0.12
54049,0.2,0.1
54051,0.18,0.09
54053,0.2,0.1
54055,0.21,0.11
54057,0.19,0.1
54059,0.23,0.12
54061,0.18,0.09
54063,0.21,0.11
54065,0.19,0.1
54067,0.21,0.11
54069,0.18,0.09
54071,0.21,0.11
54073,0.2,0.1
54075,0.21,0.11
54077,0.18,0.09
54079,0.2,0.1
54081,0.21,0.11
54083,0.21,0.11
54085,0.22,0.11
54087,0.22,0.11
54089,0.21,0.11
54091,0.2,0.1
54093,0.21,0.11
54095,0.22,0.11
54097,0.21,0.11
54099,0.2,0.1
54101,0.21,0.11
54103,0.22,0.11
54105,0.2,0.1
54107,0.2,0.1
54109,0.23,0.12
55001,0.17,0.1
55003,0.17,0.1
55005,0.18,0.11
55007,0.17,0.1
55009,0.17,0.1
55011,0.18,0.1
55013,0.17,0.1
55015,0.16,0.09
55017,0.17,0.1
55019,0.18,0.11
55021,0.17,0.1
55023,0.18,0.1
55025,0.14,0.08
55027,0.17,0.1
55029,0.16,0.1
55031,0.17,0.1
55033,0.16,0.09
55035,0.17,0.1
55037,0.16,0.1
55039,0.16,0.09
55041,0.17,0.1
55043,0.17,0.1
55045,0.17,0.1
55047,0.18,0.11
55049,0.17,0.1
55051,0.17,0.1
55053,0.18,0.1
55055,0.17,0.1
55057,0.17,0.1
55059,0.17,0.1
55061,0.17,0.1
55063,0.17,0.09
55065,0.17,0.1
55067,0.17,0.1
55069,0.17,0.1
55071,0.17,0.1
55073,0.16,0.09
55075,0.16,0.1
55077,0.18,0.11
55078,0.18,0.11
55079,0.18,0.11
55081,0.18,0.1
55083,0.16,0.1
55085,0.17,0.1
55087,0.17,0.1
55089,0.14,0.08
55091,0.18,0.1
55093,0.18,0.1
55095,0.18,0.11
55097,0.17,0.1
55099,0.17,0.1
55101,0.18,0.11
55103,0.17,0.1
55105,0.18,0.1
55107,0.17,0.1
55109,0.16,0.09
55111,0.17,0.1
55113,0.17,0.1
55115,0.18,0.11
55117,0.16,0.09
55119,0.17,0.1
55121,0.18,0.1
55123,0.18,0.1
55125,0.17,0.1
55127,0.16,0.09
55129,0.17,0.1
55131,0.14,0.08
55133,0.13,0.08
55135,0.18,0.11
55137,0.18,0.11
55139,0.17,0.1
55141,0.17,0.1
56001,0.3,0.16
56003,0.29,0.15
56005,0.32,0.17
56007,0.32,0.18
56009,0.32,0.18
56011,0.32,0.17
56013,0.31,0.17
56015,0.32,0.17
56017,0.31,0.17
56019,0.32,0.17
56021,0.3,0.16
56023,0.29,0.15
56025,0.32,0.18
56027,0.32,0.17
56029,0.29,0.15
56031,0.32,0.17
56033,0.29,0.15
56035,0.31,0.17
56037,0.31,0.17
56039,0.29,0.15
56041,0.31,0.17
56043,0.32,0.17
56045,0.32,0.17
