GEOID,Segregation index,Average Traffic Volume per Meter of Major Roadways,% Vaccinated,% Vaccinated (Asian),% Vaccinated (Black),% Vaccinated (White),Violent Crime Rate
48459,31.22438478,49.914910911,43.0,,33.0,44.0,298.69717191
48461,30.057789124,18.478058147,20.0,,,21.0,84.400056267
48463,,141.99219193,32.0,,,34.0,267.54627084
48465,59.153051434,137.22911002,25.0,29.0,26.0,32.0,138.1498158
48467,40.080845273,30.952181892,40.0,,43.0,40.0,118.14474637
48469,32.859626713,166.65673242,48.0,64.0,34.0,49.0,425.42826987
48471,18.26365771,144.54078622,42.0,40.0,30.0,45.0,375.17708786
48473,38.100103891,57.211520724,43.0,,38.0,45.0,344.07027818
48475,20.527967891,101.48691061,19.0,,,20.0,495.38776905
48477,28.88573044,55.406527644,41.0,,29.0,43.0,236.42025141
48479,69.444092382,401.64384035,35.0,36.0,6.0,27.0,381.81649847
48481,38.523797679,61.971374133,36.0,33.0,28.0,39.0,439.15209864
48483,54.530271399,38.900741092,36.0,,,37.0,120.91898428
48485,42.662719612,258.78107213,44.0,44.0,28.0,46.0,380.28771919
48487,24.839368965,99.50550989,49.0,,34.0,50.0,322.69217471
48489,,62.205472985,53.0,,,45.0,730.77713581
48491,34.644574855,204.60758274,52.0,52.0,37.0,53.0,164.90051101
48493,34.935734138,62.453573027,37.0,47.0,19.0,37.0,135.19651024
48495,32.160107343,8.7775553474,17.0,,,17.0,125.16427812
48497,59.833848709,61.207212821,48.0,,47.0,48.0,161.85874436
48499,61.570877077,37.434809412,40.0,33.0,28.0,40.0,175.19840349
48501,,17.269335803,17.0,,,19.0,182.36366845
48503,49.227356402,49.353419395,38.0,,36.0,39.0,169.44520361
48505,,67.176784717,32.0,,,36.0,96.041709542
48507,,69.73204276,26.0,,,28.0,176.55367232
49000,62.593168617,176.75805357,46.0,,,,229.44155763
49001,,32.078532639,25.0,,,,53.966540745
49003,,67.247282017,44.0,30.0,,45.0,130.06112873
49005,63.542925165,57.241049782,50.0,50.0,,51.0,65.176058384
49007,,81.853149963,46.0,,,47.0,131.44058885
49009,,2.1334084068,54.0,,,,87.108013937
49011,51.297502706,205.51790673,49.0,47.0,39.0,50.0,103.31904982
49013,,34.249014703,40.0,,,40.0,423.89940086
49015,,19.23167948,33.0,,,33.0,166.60319878
49017,,13.664177096,29.0,,,,
49019,,55.318395905,42.0,,,43.0,268.57654432
49021,74.874086994,98.347998603,42.0,24.0,,42.0,278.12210289
49023,,22.329546848,48.0,,,48.0,85.320187704
49025,,18.19822842,38.0,,,39.0,311.18179932
49027,,14.03736988,42.0,,,42.0,282.95213393
49029,,11.610554086,44.0,,,,
49031,,8.3150658453,37.0,,,,66.269052353
49033,,9.146609393,39.0,,,,86.337146557
49035,57.320811622,246.62742636,49.0,50.0,37.0,50.0,383.7532882
49037,,14.237438703,22.0,,,14.0,93.313598044
49039,,26.870516354,42.0,,,42.0,63.605645001
49041,76.621402513,34.411588489,46.0,,,46.0,99.976196144
49043,53.097814542,104.57103344,55.0,42.0,,55.0,138.3056303
49045,42.470616518,52.898369265,45.0,55.0,27.0,46.0,283.43949045
49047,,26.277815254,44.0,,,44.0,124.09732399
49049,72.849079177,188.71280367,46.0,44.0,39.0,47.0,77.953431298
49051,,50.947115417,48.0,37.0,,48.0,93.491923337
49053,75.880763213,92.413973394,46.0,43.0,31.0,46.0,154.32453465
49055,,11.816087701,12.0,,,,
49057,57.739385048,136.75072682,44.0,43.0,33.0,45.0,247.11815119
50000,66.670123093,125.97663445,48.0,,,,128.7609219
50001,71.045849108,48.343573413,55.0,,,55.0,78.63340564
50003,71.932708765,78.030774105,51.0,37.0,39.0,51.0,155.61737406
50005,,52.297211176,36.0,,,36.0,113.33829863
50007,54.765655361,281.34826615,59.0,54.0,45.0,59.0,129.78948022
50009,,15.441515373,41.0,,,,16.337199804
50011,78.240041431,43.709259101,48.0,,,48.0,139.79688335
50013,,23.29514569,46.0,,,,43.421623969
50015,,64.542731556,55.0,53.0,36.0,55.0,53.453703154
50017,,18.553881203,43.0,,,43.0,19.059500295
50019,,47.583481324,30.0,,,,138.51182891
50021,82.211284894,113.95145179,49.0,33.0,20.0,49.0,161.73229534
50023,72.446322151,106.01738522,51.0,60.0,38.0,52.0,101.26539191
50025,62.942371456,92.602725831,37.0,21.0,39.0,37.0,167.13984797
50027,56.538217857,80.781576363,39.0,41.0,,39.0,90.714760459
51000,49.422065392,425.39666425,50.0,,,,206.96498533
51001,20.854301497,60.028971747,44.0,,41.0,45.0,225.86798932
51003,38.466825418,173.60372767,59.0,47.0,46.0,60.0,100.24372051
51005,43.904322201,68.747019534,45.0,,43.0,46.0,195.93591
51007,7.2334787768,24.60848422,48.0,,39.0,50.0,117.10516043
51009,19.094928911,80.182033267,51.0,,47.0,52.0,133.08074087
51011,5.2700459706,26.368522279,52.0,,41.0,54.0,113.91745866
51013,51.638892165,2106.1142605,51.0,55.0,37.0,53.0,149.40293038
51015,36.640999324,55.569979345,54.0,45.0,51.0,54.0,124.89029906
51017,,11.926269245,30.0,,33.0,30.0,111.22233344
51019,33.809170687,32.876202084,,,,,82.536133929
51021,,34.916958764,41.0,,,,75.797771546
51023,26.244255992,96.519148528,51.0,,42.0,51.0,105.79131907
51025,18.652014909,43.471840724,47.0,,38.0,55.0,131.97756381
51027,70.304659206,17.114785779,29.0,,,,215.63929427
51029,15.636626881,12.810093072,40.0,,32.0,43.0,129.1269259
51031,21.462178161,78.689392216,53.0,45.0,43.0,55.0,198.79272001
51033,14.670979859,47.61667686,37.0,,32.0,39.0,142.65574651
51035,,49.207087501,49.0,,,,97.730298077
51036,10.132258534,3.7327034264,50.0,,43.0,52.0,71.138934339
51037,1.8690853271,16.541675345,43.0,,37.0,45.0,217.99037552
51041,35.826001384,239.23092421,52.0,53.0,37.0,55.0,136.02734314
51043,24.296563682,98.959058612,52.0,,39.0,53.0,72.962268084
51045,,20.262653504,45.0,,,,48.049202383
51047,27.529712811,116.97901313,50.0,50.0,44.0,51.0,159.13721277
51049,0.0408227351,11.972604299,43.0,,32.0,48.0,180.42167122
51051,,20.409851047,39.0,,,,194.84164988
51053,21.761302606,58.301594165,49.0,,41.0,52.0,250.1754828
51057,18.336881525,74.811477198,53.0,,44.0,56.0,210.60178339
51059,39.896865433,842.46434404,51.0,55.0,37.0,52.0,95.580170324
51061,20.707066397,146.98037129,51.0,55.0,46.0,52.0,64.626524782
51063,22.990850643,17.106439815,47.0,,52.0,47.0,128.17226352
51065,12.959262362,10.934599726,59.0,69.0,44.0,61.0,99.555827845
51067,36.363393983,34.776717941,52.0,,46.0,52.0,150.40672113
51069,28.708334855,150.0789699,53.0,62.0,43.0,53.0,111.60579626
51071,49.795069432,93.105743277,30.0,,28.0,30.0,146.97060588
51073,20.971390869,82.94990496,51.0,,40.0,52.0,113.81034319
51075,26.613532455,33.584024666,54.0,,40.0,56.0,116.34007802
51077,17.555944056,16.047219762,45.0,,33.0,45.0,118.86786391
51079,19.034642231,57.971677068,56.0,38.0,44.0,58.0,118.1071363
51081,10.314281813,77.55840339,47.0,,37.0,57.0,123.07431142
51083,23.910288344,42.392951314,44.0,,38.0,47.0,207.25240484
51085,22.808970642,121.307818,56.0,52.0,42.0,58.0,127.76374436
51087,56.712320055,319.2196846,56.0,49.0,43.0,59.0,174.84026938
51089,24.901101729,69.465688327,52.0,45.0,43.0,54.0,227.18264518
51091,,8.0118759122,19.0,,,,91.261692904
51093,20.064435204,83.099459315,51.0,,41.0,53.0,144.27412083
51095,30.935594177,136.41258322,56.0,58.0,41.0,58.0,121.85550828
51097,27.059045806,16.742495342,51.0,,45.0,55.0,139.5576024
51099,18.055003926,73.495709217,37.0,36.0,32.0,39.0,105.84292126
51101,18.962790448,54.065868783,53.0,,41.0,57.0,71.055639655
51103,15.025091568,48.315044961,60.0,,49.0,61.0,155.06704369
51105,81.172732634,49.784946596,37.0,,,,115.00978592
51107,25.047657745,172.6528522,52.0,52.0,43.0,54.0,100.42570308
51109,23.608253488,29.411160219,56.0,45.0,48.0,57.0,188.96447468
51111,5.90229348,26.91858012,53.0,,46.0,56.0,166.94490818
51113,6.382519485,31.758139076,58.0,,53.0,58.0,91.55762408
51115,30.803510832,20.574885911,54.0,,51.0,54.0,39.59947955
51117,18.114476699,56.063730898,53.0,,45.0,55.0,247.85355581
51119,23.171221632,14.851505145,54.0,,43.0,56.0,217.04255921
51121,29.411617181,142.65081101,54.0,37.0,37.0,55.0,128.07983128
51125,25.246838463,32.735240768,53.0,,43.0,54.0,142.8037129
51127,8.5959853525,47.032800074,50.0,,39.0,52.0,145.92402058
51131,5.4659228345,89.10936869,50.0,,47.0,51.0,99.56027545
51133,10.335775791,11.672014038,54.0,,38.0,56.0,181.00292073
51135,18.345608221,91.482992352,52.0,,45.0,55.0,239.48654086
51137,14.088367995,75.245872836,53.0,52.0,45.0,54.0,110.51132741
51139,53.643295082,28.616134342,30.0,29.0,32.0,30.0,154.3112013
51141,20.008231648,17.366142345,36.0,,24.0,36.0,146.35628089
51143,26.465884262,31.947881851,50.0,,41.0,52.0,80.818530073
51145,28.548123028,21.322507197,53.0,,44.0,54.0,72.977110106
51147,11.888461872,84.080540231,46.0,,36.0,51.0,204.74659856
51149,19.113481682,138.86256426,44.0,17.0,35.0,46.0,110.80186253
51153,33.571236937,252.01246191,47.0,51.0,36.0,50.0,185.51565295
51155,15.869048244,121.57349777,50.0,,38.0,50.0,252.58055568
51157,33.777606584,14.321027105,46.0,,44.0,46.0,40.567951318
51159,12.374912068,45.174926612,54.0,,40.0,58.0,118.8320507
51161,33.312627743,135.61635221,55.0,51.0,43.0,55.0,184.45182724
51163,36.123786424,41.849603421,49.0,,32.0,50.0,141.35385582
51165,51.461137258,76.796906611,48.0,46.0,34.0,49.0,112.28571611
51167,69.321433951,64.509868867,44.0,,53.0,44.0,184.96902218
51169,,59.257641164,51.0,,27.0,51.0,101.48849797
51171,38.982458646,121.93594608,42.0,50.0,40.0,42.0,177.81186807
51173,51.529412136,96.638287501,42.0,,4.0,42.0,202.58091273
51175,11.143766498,33.657038345,48.0,,39.0,53.0,125.21913348
51177,18.39407586,98.426670852,43.0,43.0,35.0,44.0,172.04748049
51179,23.302784185,208.90109173,44.0,49.0,34.0,45.0,196.85457545
51181,1.2146701506,6.995904355,48.0,,46.0,49.0,225.51304217
51183,18.395900869,47.108449031,44.0,,39.0,48.0,102.73532811
51185,52.642980827,58.952792054,37.0,40.0,32.0,37.0,207.90745215
51187,38.09313987,157.76947831,52.0,43.0,49.0,52.0,138.09328969
51191,59.376492969,75.627657397,46.0,47.0,34.0,46.0,154.79734371
51193,25.137349642,33.140279527,44.0,,36.0,47.0,139.0899543
51195,57.579545254,47.990427856,44.0,,32.0,44.0,213.83378825
51197,48.114861569,92.147101688,49.0,,46.0,49.0,121.7442
51199,28.034096323,235.72229475,54.0,43.0,43.0,56.0,161.99025086
51510,40.39182228,1988.3561421,47.0,48.0,38.0,49.0,186.36743433
51520,30.951748112,322.64431702,50.0,,40.0,50.0,266.60416606
51530,,178.52561156,49.0,,39.0,50.0,97.972718366
51540,37.152242389,433.87391947,60.0,56.0,49.0,62.0,479.50367547
51550,39.946054994,297.75415519,51.0,45.0,44.0,54.0,423.18770133
51570,31.492459442,623.03149437,49.0,51.0,35.0,51.0,289.97747748
51580,38.820923763,235.45159467,49.0,,38.0,49.0,246.56569215
51590,34.298577416,180.35361974,50.0,56.0,40.0,54.0,622.76949257
51595,48.05463102,214.15670081,45.0,,40.0,50.0,596.71348572
51600,15.215715028,1357.0795363,53.0,57.0,41.0,52.0,84.504719898
51610,24.608238341,996.63751767,53.0,57.0,31.0,55.0,157.60441292
51620,45.213398839,48.381104349,48.0,,34.0,56.0,310.4134942
51630,17.235026349,529.05333708,45.0,36.0,35.0,47.0,422.55221538
51640,61.107959917,211.40092349,49.0,,42.0,49.0,316.8202765
51650,35.677176972,374.10589144,43.0,42.0,38.0,48.0,295.11859872
51660,23.330813548,410.62603144,54.0,50.0,37.0,55.0,214.289796
51670,21.57494479,218.95976169,44.0,40.0,34.0,48.0,424.78196032
51678,,276.37705004,48.0,,36.0,49.0,124.42109629
51680,44.061267589,325.12505353,52.0,50.0,42.0,55.0,423.02995203
51683,15.145472388,85.82404497,47.0,52.0,38.0,48.0,308.56927498
51685,19.048411338,142.3273805,,,,,147.55610206
51690,32.56103258,118.58610489,51.0,55.0,41.0,54.0,281.86543671
51700,41.605041463,568.33565352,47.0,53.0,36.0,51.0,455.98132125
51710,52.667186445,1049.75525,46.0,40.0,39.0,50.0,603.47556472
51720,,156.636094,44.0,,33.0,44.0,365.19330059
51730,32.1541511,645.40473216,41.0,45.0,36.0,46.0,714.07640463
51735,36.72633705,0.7592346573,49.0,33.0,,49.0,128.77497611
51740,53.75273884,545.31060676,48.0,46.0,42.0,52.0,706.89942158
51750,12.536262399,249.88062338,54.0,69.0,52.0,55.0,581.87863674
51760,55.266244931,820.71289266,49.0,47.0,37.0,55.0,596.34270465
51770,58.105489908,411.12900063,51.0,42.0,39.0,53.0,381.56234447
51775,48.480983858,408.34324281,51.0,38.0,42.0,52.0,106.27620004
51790,16.282968449,103.85437533,55.0,73.0,46.0,55.0,153.38050636
51800,43.291967441,170.48695367,47.0,62.0,36.0,52.0,276.48870813
51810,36.218820185,401.18430756,48.0,42.0,39.0,50.0,152.41356503
51820,27.081379903,155.58357739,58.0,,40.0,59.0,186.98141872
51830,21.640414764,167.9418031,56.0,61.0,41.0,57.0,182.11382114
51840,30.394764564,534.99951515,53.0,50.0,46.0,53.0,271.67967326
53000,60.035869504,445.32742126,46.0,,,,293.8005635
53001,46.223611005,25.747375574,36.0,,,37.0,248.40220457
53003,,82.965981981,47.0,,,47.0,210.83796878
53005,46.609373798,212.01908581,50.0,55.0,39.0,51.0,194.58263075
53007,76.999224205,185.89752992,33.0,34.0,25.0,34.0,148.20401871
53009,58.685597355,89.145264836,50.0,52.0,33.0,50.0,279.59373873
53011,43.001920045,404.71749515,44.0,47.0,31.0,45.0,220.19523542
53013,,69.569228432,20.0,,,,37.693177535
53015,67.540435779,232.07709614,45.0,36.0,19.0,45.0,259.38136333
53017,65.460267945,206.86470118,38.0,37.0,,39.0,98.783725381
53019,,12.546039747,17.0,,,18.0,112.26494527
53021,38.921429237,308.8532997,46.0,51.0,50.0,48.0,210.79024152
53023,,83.005307994,28.0,,,,89.245872378
53025,43.562356018,93.22151659,29.0,45.0,11.0,30.0,278.46601314
53027,68.308866734,172.4105631,42.0,39.0,21.0,42.0,243.53339578
53029,69.899271985,64.150863432,42.0,36.0,33.0,43.0,107.36796898
53031,,47.320306131,39.0,34.0,39.0,39.0,211.64542009
53033,55.711328154,825.57302082,52.0,53.0,38.0,53.0,340.63880554
53035,50.452741437,199.91533741,48.0,39.0,30.0,49.0,263.23249504
53037,56.186094698,85.686984622,36.0,41.0,29.0,36.0,110.40477878
53039,,35.620977809,26.0,,,26.0,87.414652586
53041,61.896241121,156.69241098,35.0,25.0,23.0,36.0,193.19602377
53043,,61.077133009,22.0,,,22.0,92.264361676
53045,43.499055949,83.516558847,42.0,28.0,37.0,43.0,219.64152536
53047,60.118338875,53.208469165,21.0,25.0,,21.0,175.70039472
53049,,50.637944418,40.0,30.0,,40.0,156.95933546
53051,,53.436181797,29.0,,,29.0,130.26819923
53053,44.245896976,365.10479913,47.0,48.0,29.0,49.0,457.81824088
53055,30.349847087,0.0,38.0,43.0,,39.0,52.486955448
53057,54.853716367,206.93662453,48.0,48.0,28.0,48.0,195.35105613
53059,,33.662058092,30.0,,,30.0,87.719298246
53061,49.277218818,427.40631442,49.0,53.0,33.0,49.0,204.59239524
53063,53.752785899,406.8788145,46.0,47.0,36.0,46.0,352.81718091
53065,52.689599762,34.692425086,29.0,29.0,,29.0,105.31617748
53067,47.772174846,198.25032157,48.0,46.0,28.0,48.0,237.23320524
53069,,22.832765993,38.0,,,,122.6993865
53071,33.028335647,179.6773071,47.0,39.0,39.0,47.0,239.21662762
53073,47.187575798,168.69324811,47.0,44.0,33.0,48.0,193.71339855
53075,49.391952776,252.13087288,53.0,46.0,27.0,53.0,181.23814268
53077,57.138662006,240.12170776,48.0,46.0,43.0,49.0,272.82972263
55000,76.708693192,304.13309802,52.0,,,,298.12923967
55001,46.339653425,12.549810141,33.0,,,33.0,188.28192741
55003,,104.35759091,54.0,,,54.0,261.54088546
55005,83.066206647,76.770306793,47.0,38.0,37.0,47.0,45.920895216
55007,,34.819916404,50.0,,,49.0,209.01068277
55009,58.983899767,310.9658236,54.0,53.0,38.0,54.0,250.09010452
55011,,20.718572601,51.0,,,,54.758086596
55013,,15.111223017,34.0,,,34.0,227.02595992
55015,59.085561198,170.28470592,49.0,,,,121.47252813
55017,,70.492814607,53.0,53.0,,53.0,125.2846483
55019,63.708980324,38.224043927,35.0,,,36.0,47.862851176
55021,,91.279012441,53.0,62.0,46.0,53.0,145.49673346
55023,,122.75438981,46.0,,,,116.33958914
55025,49.608128579,523.26202849,65.0,60.0,49.0,66.0,226.96119188
55027,65.224837625,90.972903882,53.0,55.0,40.0,53.0,88.895935134
55029,83.003306602,53.293101375,40.0,,,40.0,43.30097788
55031,73.099649316,202.07112581,49.0,36.0,40.0,49.0,184.54837231
55033,,157.15971336,55.0,52.0,33.0,55.0,160.01983344
55035,61.91871485,229.81390854,58.0,51.0,35.0,58.0,141.68596527
55037,,24.579262893,34.0,,,,88.672134782
55039,65.389476164,151.14830617,54.0,56.0,24.0,54.0,191.44298926
55041,,38.205733392,33.0,,,35.0,243.32245756
55043,71.89563551,83.643820247,44.0,,,44.0,146.69252656
55045,,83.061300678,58.0,,,,83.38937458
55047,,60.69269955,52.0,,,52.0,42.399830401
55049,,60.735855248,49.0,,,,123.99386335
55051,,63.233386345,42.0,,,,68.65774116
55053,,77.929133119,49.0,,,51.0,89.733950962
55055,60.28021858,161.85503223,57.0,38.0,66.0,57.0,148.00136993
55057,,71.553611214,29.0,,,29.0,243.27200851
55059,51.375610066,189.44156176,50.0,44.0,37.0,51.0,233.50811782
55061,,20.705260711,35.0,,,,95.616357752
55063,71.742863067,300.55847278,59.0,56.0,31.0,59.0,137.76790559
55065,,41.784068094,48.0,,,,89.911886351
55067,,87.743405181,39.0,,,39.0,64.865986871
55069,,87.320950301,53.0,50.0,,53.0,180.75107387
55071,69.820798419,112.41163926,50.0,51.0,25.0,50.0,187.62547454
55073,65.729476592,202.43453757,53.0,51.0,20.0,53.0,115.24237955
55075,52.518620232,71.308850101,36.0,,,36.0,40.119629441
55077,,29.431012744,50.0,,,50.0,33.2060435
55078,,16.751418928,45.0,,,55.0,0.0
55079,76.482537482,810.69284367,50.0,50.0,38.0,54.0,1019.7025954
55081,55.431883213,115.27005464,42.0,50.0,17.0,42.0,140.1735061
55083,48.245759322,21.014575218,35.0,,,35.0,
55085,47.931283243,74.213058851,52.0,,,52.0,171.66174194
55087,58.8839794,239.06631921,53.0,44.0,26.0,54.0,152.93699215
55089,50.407122391,179.73755719,59.0,60.0,39.0,59.0,59.342101509
55091,,47.242630834,53.0,,,,116.55810764
55093,,130.55878174,55.0,,54.0,55.0,144.44903013
55095,61.909576773,32.066326959,45.0,,,45.0,273.84914032
55097,57.836895146,174.2116304,55.0,54.0,36.0,55.0,112.86681716
55099,,54.198775418,45.0,,,,62.357860759
55101,51.69089715,178.12730021,53.0,53.0,37.0,54.0,209.6581315
55103,,62.170377432,49.0,,,,11.42041399
55105,57.367493572,180.83325492,52.0,48.0,39.0,53.0,230.511251
55107,,35.456253722,43.0,,,,183.7196156
55109,38.747585996,107.9072803,52.0,36.0,20.0,52.0,63.330097777
55111,66.735821917,131.36243864,51.0,,25.0,51.0,110.73675282
55113,,25.049170636,46.0,,,47.0,185.88493418
55115,,57.881798639,51.0,,,52.0,83.443180032
55117,64.968065502,114.06548953,55.0,44.0,38.0,56.0,158.97560637
55119,,24.42427913,22.0,,,,95.131232315
55121,,49.770694897,46.0,,,46.0,61.283897656
55123,,63.707933419,35.0,,,,59.375163718
55125,,29.39335599,52.0,,,52.0,46.843892727
55127,74.884564965,112.89463866,54.0,63.0,51.0,54.0,85.954041297
55129,,56.55974715,52.0,,,53.0,202.69618095
55131,55.132158474,162.28363229,57.0,66.0,51.0,57.0,69.237496761
55133,57.200825281,269.27326906,58.0,55.0,42.0,58.0,68.206747549
55135,83.83017694,67.477766706,50.0,,,50.0,187.44412723
55137,,41.751578811,49.0,,,49.0,101.67240735
55139,49.852086727,281.56589418,55.0,55.0,46.0,55.0,168.53684721
55141,71.49157885,119.267706,41.0,39.0,20.0,41.0,32.693984307
54000,61.051716708,57.772753478,41.0,,,,329.8991587
54001,,24.100344034,37.0,,,,451.18209709
54003,21.576274568,58.591255567,46.0,54.0,34.0,46.0,167.85696606
54005,,16.353369944,37.0,,,,249.56719203
54007,,13.05287607,30.0,,,,261.63258735
54009,57.175924497,70.913849201,48.0,,,,130.51359517
54011,60.055911632,139.7683803,45.0,40.0,36.0,45.0,460.84862576
54013,,0.8719044726,27.0,,,,219.17007598
54015,,0.6945487048,35.0,,,,
54017,,10.039976363,37.0,,,,270.83589807
54019,44.763532321,31.532598794,35.0,,26.0,36.0,277.75756253
54021,,8.6584683609,41.0,,,,249.22857821
54023,,20.630476701,37.0,,19.0,38.0,224.41651706
54025,45.874639816,41.867112078,48.0,45.0,42.0,48.0,123.67126999
54027,43.134473894,17.585085309,35.0,,,35.0,226.85629526
54029,57.963667951,56.021497669,45.0,36.0,33.0,46.0,142.69803703
54031,50.39632781,21.766606239,31.0,,6.0,32.0,428.89891296
54033,44.13435041,74.146199867,41.0,37.0,35.0,41.0,212.14791605
54035,,19.479857495,44.0,,,,305.77659888
54037,34.196595758,35.057188701,40.0,36.0,35.0,41.0,186.84207992
54039,53.87127383,124.15209013,47.0,39.0,36.0,47.0,616.48611184
54041,,12.34510453,39.0,,,,79.297303892
54043,,4.9545442591,43.0,,,,
54045,51.454984877,29.476569251,33.0,,10.0,34.0,557.72010306
54047,57.83403019,47.061059013,26.0,,22.0,27.0,427.77975824
54049,54.32494396,27.28917446,40.0,31.0,32.0,41.0,296.11362996
54051,81.10944397,76.395170144,46.0,,21.0,47.0,241.1361671
54053,,13.424758817,49.0,,,,120.3713149
54055,60.052187217,44.97952418,33.0,19.0,23.0,34.0,460.62658764
54057,61.924782709,53.178633828,43.0,,37.0,43.0,241.97922316
54059,73.287877654,24.434800961,34.0,,31.0,34.0,281.73222632
54061,39.273435319,78.840452848,47.0,62.0,39.0,47.0,249.92481515
54063,26.6860315,13.652772569,29.0,,27.0,28.0,107.91902352
54065,71.902459161,29.635699475,41.0,,38.0,41.0,407.08885556
54067,,14.349593909,38.0,,,,725.0524709
54069,55.749216755,171.10840533,49.0,40.0,37.0,49.0,678.38237398
54071,38.643489859,9.1676929295,35.0,,29.0,35.0,
54073,,79.169562673,47.0,,,,134.7103727
54075,,16.444294569,31.0,,,,306.25832224
54077,77.873195515,17.656280396,45.0,,,,230.0508172
54079,51.938708767,43.977028626,49.0,38.0,27.0,50.0,371.17566252
54081,60.856803112,37.273392528,40.0,34.0,30.0,40.0,478.32134796
54083,55.581751691,49.041234615,36.0,,23.0,37.0,474.30520168
54085,,6.1526086805,39.0,,,,82.508250825
54087,,7.7564241725,26.0,,,,263.66001735
54089,32.352941176,33.107669178,26.0,,19.0,26.0,180.55687542
54091,,6.6924267822,36.0,,,,
54093,,43.147411567,26.0,,,,
54095,,38.059920165,37.0,,,,229.20318188
54097,,8.978724014,41.0,,,,56.656077376
54099,82.04530647,34.198219545,45.0,,,,185.99213519
54101,,0.0,26.0,,,,
54103,61.871617121,91.509904329,40.0,,,,89.333571556
54105,,0.0659800265,39.0,,,,245.74188628
54107,54.575573764,69.036710734,49.0,31.0,44.0,49.0,300.4381632
54109,47.86696088,16.666769424,29.0,,36.0,30.0,625.68915558
