GEOID,Segregation index,Average Traffic Volume per Meter of Major Roadways,% Vaccinated,% Vaccinated (Asian),% Vaccinated (Black),% Vaccinated (White),Violent Crime Rate
20107,,9.7909153556,25.0,,,,119.58861516
20109,,17.486358903,39.0,,,,142.19694277
20111,46.67353683,113.51631051,51.0,38.0,26.0,53.0,175.00342398
20113,25.939595056,25.377067261,53.0,,,53.0,145.75186633
20115,,8.4948936009,37.0,,,,99.536936859
20117,,65.20290123,33.0,,,,146.24306606
20119,,80.279450885,40.0,,,,
20121,40.498482186,19.858117769,40.0,,40.0,40.0,204.12235063
20123,31.48467103,36.261450708,54.0,,,,187.8736123
20125,51.140957252,55.28202902,38.0,,30.0,39.0,574.6295627
20127,,29.988627875,47.0,,,47.0,106.53409091
20129,,16.912087322,38.0,,,38.0,411.8616145
20131,,17.451865796,34.0,,,,117.95350666
20133,,27.699974785,43.0,,47.0,43.0,277.26432532
20135,,52.936998802,33.0,,,,165.70008285
20137,,67.753272625,39.0,,,,89.968511021
20139,,40.909290157,55.0,,,55.0,144.11153563
20141,,19.518930799,45.0,,,,134.26423201
20143,,4.9882642021,39.0,,,,58.577405858
20145,,48.070943048,37.0,,,,276.46416879
20147,,48.129033959,39.0,,,,137.86764706
20149,,54.851323549,36.0,,,36.0,230.36017998
20151,,78.485205527,36.0,,,36.0,193.98642095
20153,,22.135121604,33.0,,,,215.43282413
20155,44.952803607,22.132198114,23.0,32.0,21.0,23.0,354.98032686
20157,,23.930374021,49.0,,,,169.38386619
20159,,70.583659401,18.0,,,,95.923261391
20161,29.078820206,79.353295952,58.0,53.0,44.0,58.0,259.15085342
20163,,71.156403877,46.0,,,,77.34699797
20165,,44.860310293,36.0,,,,144.39274828
20167,35.029532031,28.403649056,27.0,,,,366.01119564
20169,47.780594998,140.93144792,50.0,34.0,41.0,51.0,396.81468484
20171,,175.2093871,28.0,,,,320.0
20173,56.522654811,181.28926061,50.0,53.0,37.0,51.0,724.71309962
20175,33.709356995,21.743869189,36.0,48.0,25.0,39.0,298.52669559
20177,45.665289914,200.59385499,58.0,46.0,44.0,60.0,443.66795519
20179,,45.650976193,36.0,,,,117.41682975
20181,,18.945699456,33.0,,,33.0,239.86765922
20183,,20.294779168,32.0,,,,48.216007715
20185,,14.288130583,36.0,,,37.0,199.48368927
20187,,12.948267171,31.0,,,31.0,
20189,,67.978474965,41.0,,,42.0,87.851405622
20191,50.772748407,20.433250666,45.0,,29.0,45.0,201.53253311
20193,,5.2394967692,27.0,,,27.0,234.05870445
20195,,14.872578367,26.0,,,,204.11634632
20197,,15.276689621,48.0,,,,156.49452269
20199,,35.643059265,25.0,,,,0.0
20201,,10.311364146,37.0,,,,71.923042345
20203,,84.020102732,44.0,,,44.0,278.29313544
20205,,15.385290927,39.0,,,40.0,236.73975537
20207,,34.744932488,35.0,,,,287.35632184
20209,44.535043731,239.57102979,45.0,27.0,36.0,49.0,703.92372297
21000,61.024200456,234.86110765,45.0,,,,222.00048789
21001,53.697413813,47.198973583,27.0,,25.0,27.0,39.603960396
21003,62.049723482,8.3451364135,40.0,,21.0,40.0,102.07057451
21005,37.677537798,50.285792931,45.0,,40.0,46.0,88.648452062
21007,19.212629845,51.428721113,49.0,,22.0,50.0,66.441169365
21009,51.361061333,19.21595275,48.0,,44.0,48.0,123.96551922
21011,79.839886324,10.279985148,41.0,,53.0,40.0,28.682646999
21013,61.11429661,62.702966378,38.0,,31.0,38.0,169.81338787
21015,48.079595269,240.13412693,54.0,54.0,36.0,54.0,132.41556549
21017,49.323771079,67.879779945,51.0,,42.0,52.0,126.98570788
21019,47.542388567,126.6145421,49.0,75.0,41.0,49.0,149.8305365
21021,40.576937597,44.165905559,44.0,,33.0,45.0,145.32427591
21023,,5.0337590278,34.0,,,,49.859769399
21025,,24.950983372,34.0,,,,29.855202269
21027,40.816778462,17.953064959,45.0,,39.0,45.0,62.407948276
21029,51.301751226,79.957135253,50.0,,37.0,50.0,121.61809372
21031,,5.9144527381,45.0,,,,77.525389565
21033,37.332576827,8.6848966745,50.0,,46.0,50.0,192.86023537
21035,39.977872678,67.770139052,48.0,,34.0,49.0,162.49508583
21037,60.980753704,378.27444822,55.0,53.0,27.0,55.0,164.04431922
21039,,16.900012446,48.0,,,,40.778876542
21041,33.916301722,21.026065419,38.0,,40.0,37.0,92.280717944
21043,65.808527755,19.063975283,45.0,,,,53.579676674
21045,,16.126706187,32.0,,,,34.507638736
21047,40.948765003,81.356623579,42.0,43.0,30.0,44.0,225.11153253
21049,53.937587419,93.941293036,46.0,,34.0,46.0,179.24158405
21051,77.267385963,18.91563438,28.0,,26.0,27.0,80.624125584
21053,,6.5259890817,32.0,,,,54.264713137
21055,,39.058424351,31.0,,,,81.512879035
21057,41.961722488,21.516121542,14.0,,6.0,14.0,37.001406053
21059,42.130447762,178.80295042,51.0,43.0,37.0,51.0,177.4148837
21061,,11.763954551,42.0,,,,83.312505207
21063,,15.770917323,37.0,,,,26.34872538
21065,,23.234062378,29.0,,,,45.21267346
21067,46.307591804,481.34412162,54.0,53.0,40.0,55.0,369.38165891
21069,49.676582711,7.2849914631,38.0,,,,54.745774311
21071,78.320443847,47.382165575,33.0,,19.0,33.0,51.592078632
21073,41.292455442,174.35327868,44.0,,33.0,45.0,269.0475716
21075,23.250141372,21.46276057,33.0,,21.0,34.0,107.89602746
21077,33.034398034,50.95863195,38.0,,,,58.530875037
21079,50.840922646,40.19564175,42.0,,38.0,42.0,90.611481352
21081,59.66358425,88.051613758,48.0,,,,76.690211907
21083,56.717838469,29.283491137,43.0,,29.0,44.0,129.12771538
21085,56.743890828,10.326304289,43.0,,,,92.757208008
21087,48.568027127,17.458480625,44.0,,46.0,44.0,31.618410949
21089,59.641622862,79.048453871,48.0,64.0,35.0,48.0,48.383975227
21091,18.363518673,16.765731398,45.0,,,,51.593671176
21093,39.609739293,106.04371771,45.0,40.0,35.0,46.0,158.24257656
21095,45.200010916,34.348404336,25.0,,22.0,25.0,60.999677061
21097,54.421153737,4.0810428886,52.0,,47.0,52.0,129.02532122
21099,32.304961766,12.0834709,38.0,,33.0,38.0,45.727196923
21101,39.355956661,193.23084784,48.0,,31.0,49.0,176.68605904
21103,50.361050779,33.973769057,43.0,,43.0,43.0,30.456852792
21105,,20.744001094,49.0,,36.0,51.0,97.045503558
21107,42.044966237,30.981282821,46.0,,36.0,47.0,118.68411683
21109,,8.3396411429,36.0,,,,37.398556416
21111,51.910974592,697.75405449,51.0,46.0,38.0,53.0,611.99606532
21113,35.658486436,73.627547669,53.0,,46.0,53.0,146.3149939
21115,,13.717207936,38.0,,,,72.955111149
21117,55.595316564,583.24330907,54.0,44.0,40.0,55.0,216.01805705
21119,,8.1312200635,35.0,,,,19.878081103
21121,88.645013662,66.372482749,31.0,,7.0,31.0,66.151108031
21123,47.726926011,33.676005701,46.0,,39.0,46.0,56.565085201
21125,70.581042915,85.867408155,39.0,,43.0,39.0,90.803065645
21127,,22.276990042,46.0,,,,60.181812423
21129,,17.978097783,23.0,,,,29.167274318
21131,,7.1977559588,28.0,,,,37.741189791
21133,,45.410207529,27.0,,,,54.062236447
21135,,15.835887632,26.0,,,,32.786885246
21137,49.187545978,39.624784569,34.0,,20.0,34.0,37.952264485
21139,,7.5943667361,40.0,,,,59.168414824
21141,28.630563024,18.313278651,52.0,,46.0,52.0,170.95922994
21143,,50.197578668,49.0,,,,29.777857185
21145,57.924207971,183.28624468,51.0,21.0,38.0,53.0,233.3722287
21147,,24.694475703,28.0,,,,36.39723381
21149,,18.355261196,47.0,,,,63.134634608
21151,36.570496714,236.0891738,46.0,41.0,35.0,47.0,172.54875074
21153,,18.853513233,37.0,,,,31.28054741
21155,42.826247898,6.518977141,37.0,,30.0,38.0,99.76465773
21157,45.383218005,49.748144335,48.0,,,,85.403976925
21159,,7.7363140068,36.0,,,,60.513151525
21161,26.96133469,21.028949636,44.0,,40.0,44.0,163.51797238
21163,58.189133816,42.748032036,44.0,,33.0,44.0,77.020025207
21165,,7.1444959529,32.0,,,,31.668118122
21167,45.099363099,20.668232185,46.0,,27.0,46.0,95.65945235
21169,,4.3286137698,40.0,,42.0,39.0,65.593622282
21171,43.693335397,0.0075307457,40.0,,16.0,40.0,28.561907935
21173,44.987579486,25.956168772,49.0,,40.0,49.0,135.704851
21175,,21.250040126,34.0,,,,22.77904328
21177,47.095920046,10.983771264,32.0,,34.0,32.0,78.819952708
21179,54.702209357,18.220763405,49.0,,43.0,50.0,107.50662219
21181,,3.3052039025,47.0,,,,84.793668739
21183,45.95335312,8.5532884233,40.0,,20.0,40.0,122.09254201
21185,37.004607132,44.334356597,52.0,33.0,41.0,53.0,81.593323335
21187,,7.1027669734,43.0,,,,18.753809368
21189,,1.3858041793,30.0,,,,78.229772016
21191,,14.516262346,48.0,,,,56.733564995
21193,48.153856848,61.970026717,27.0,,33.0,27.0,61.599782589
21195,83.677841766,51.586151903,40.0,,25.0,40.0,47.508233418
21197,,36.796631831,30.0,,,,60.84945844
21199,44.798093918,60.669098194,33.0,36.0,34.0,33.0,119.00753975
21201,,0.5028506267,47.0,,,,0.0
21203,,55.911790808,23.0,,,,74.213797582
21205,,10.781790136,46.0,,27.0,46.0,79.857097825
21207,,21.234388018,32.0,,,,70.438408655
21209,34.103007087,219.62582172,50.0,,38.0,50.0,161.41119502
21211,40.932119567,34.470688712,50.0,,39.0,51.0,117.60050997
21213,22.522530897,14.747663892,47.0,,44.0,47.0,180.28012758
21215,45.563189557,11.702451418,46.0,,42.0,46.0,44.655316774
21217,23.651962226,69.127474665,39.0,,35.0,39.0,161.11066911
21219,55.827175319,26.689427734,36.0,,34.0,37.0,83.732057416
21221,37.24920837,9.702960385,41.0,,29.0,42.0,112.29252202
21223,,15.171878368,38.0,,,,34.123869647
21225,40.145120852,12.573632981,32.0,,30.0,31.0,96.760201528
21227,36.886530666,73.380273736,49.0,54.0,36.0,50.0,221.59053673
21229,47.481440454,14.92575738,46.0,,41.0,46.0,54.094540613
21231,41.363560606,4.7414595415,25.0,,25.0,25.0,77.980309972
21233,54.944368756,7.3889602343,43.0,,27.0,44.0,48.1444333
21235,71.756315007,81.34907394,35.0,,19.0,35.0,97.216821288
21237,,21.114611402,37.0,,,,76.035114398
21239,36.284779307,98.035362638,54.0,,48.0,54.0,77.969669798
22000,55.624095787,248.80305196,42.0,,,,540.50103404
22001,47.941364598,63.696998784,48.0,,39.0,49.0,443.40685619
22003,38.829983445,51.51393996,37.0,,28.0,40.0,124.36665131
22005,42.706458375,118.78662219,46.0,31.0,38.0,48.0,337.42989494
22007,50.792179579,26.933937125,46.0,,32.0,51.0,318.59642997
22009,33.082275839,18.076730066,37.0,,28.0,39.0,584.49416793
22011,54.430097952,71.93825376,42.0,40.0,33.0,43.0,108.60898018
22013,40.986036698,41.534314841,40.0,,29.0,45.0,409.69483478
22015,35.521052524,196.26874007,48.0,59.0,37.0,50.0,480.06289658
22017,60.434749918,278.13573377,44.0,43.0,35.0,49.0,687.63024056
22019,64.840677136,183.36611274,45.0,41.0,34.0,48.0,625.73852581
22021,38.282757692,47.848979542,29.0,,24.0,30.0,221.20557036
22023,27.877557395,0.0571918388,34.0,,,32.0,251.57232704
22025,50.242494368,26.819516052,33.0,,25.0,35.0,377.43345252
22027,24.490890825,35.274270656,32.0,,27.0,34.0,154.9648349
22029,42.778849731,144.98777407,39.0,,27.0,44.0,734.50954118
22031,48.909145248,50.663245883,35.0,,25.0,40.0,448.14104456
22033,56.782482843,401.85711427,48.0,51.0,37.0,52.0,583.48048179
22035,66.943698647,41.844606137,17.0,,11.0,23.0,640.10895472
22037,11.651934167,20.213461748,42.0,,37.0,45.0,431.48568948
22039,35.06765167,37.521624211,48.0,,39.0,51.0,190.58445901
22041,51.836280368,33.650975734,24.0,,21.0,25.0,120.49705033
22043,79.442979804,16.311974695,41.0,,34.0,42.0,55.149593272
22045,47.181213704,76.271226965,43.0,40.0,34.0,46.0,195.71942673
22047,22.519023589,88.439802199,44.0,,36.0,49.0,1096.2663611
22049,42.20091634,46.664754699,39.0,,30.0,41.0,143.6834543
22051,52.467635716,551.59037544,42.0,49.0,32.0,44.0,434.28797092
22053,29.807707512,72.783817172,44.0,,34.0,47.0,346.3424839
22055,46.140425544,246.06728841,47.0,47.0,34.0,49.0,506.46661162
22057,54.77630734,37.081076011,44.0,50.0,31.0,45.0,279.06976744
22059,52.953799667,20.195288549,34.0,,30.0,34.0,245.8988783
22061,53.065583225,102.35778721,44.0,,33.0,47.0,401.93104059
22063,31.70045183,71.003486379,46.0,57.0,40.0,47.0,355.07368144
22065,60.708192421,64.064959421,13.0,,10.0,16.0,585.14757766
22067,54.2779197,70.198528183,36.0,,28.0,39.0,571.00720377
22069,47.135960755,72.243736423,42.0,,35.0,45.0,638.06070545
22071,65.917612146,751.74722889,37.0,44.0,30.0,45.0,1025.4729887
22073,68.48449269,191.43628684,43.0,39.0,33.0,46.0,1378.4361617
22075,55.173297284,333.99147559,33.0,53.0,26.0,34.0,148.40569878
22077,49.524109526,21.082803358,33.0,,25.0,36.0,513.18944844
22079,59.471841083,159.608428,44.0,42.0,34.0,46.0,1013.9382767
22081,49.465168545,35.76647459,32.0,,20.0,36.0,507.64349582
22083,50.746794651,39.713438849,24.0,,19.0,26.0,484.94983278
22085,45.462081837,30.638674531,38.0,,23.0,39.0,112.16324065
22087,37.268838324,270.53038968,33.0,22.0,32.0,33.0,238.70472981
22089,50.727078122,113.84149333,40.0,,33.0,44.0,332.6332196
22091,13.458595249,10.872626774,35.0,,29.0,41.0,340.30380746
22093,34.033186288,4.7194889955,38.0,,24.0,46.0,580.37187809
22095,41.538405028,84.121268372,35.0,,28.0,41.0,144.64411761
22097,42.696551169,118.6225269,45.0,31.0,36.0,49.0,673.85615131
22099,27.286965567,73.000629296,40.0,30.0,31.0,43.0,263.32462184
22101,40.915661893,139.82689559,42.0,47.0,27.0,46.0,516.95733682
22103,43.803994429,144.43430278,45.0,37.0,32.0,46.0,165.01085651
22105,34.641689854,111.10971607,39.0,38.0,30.0,42.0,870.3028654
22107,37.569163603,6.6383704677,26.0,,15.0,35.0,151.09000648
22109,33.189791853,172.08497568,44.0,60.0,31.0,46.0,404.04040404
22111,46.14504581,32.131359197,40.0,,26.0,42.0,271.39172367
22113,50.448483373,66.241624807,40.0,50.0,29.0,41.0,387.05254886
22115,47.985872715,53.766285694,39.0,41.0,32.0,40.0,291.90559295
22117,38.680482239,39.414357776,41.0,,35.0,43.0,677.87800362
22119,35.277822703,57.348298132,40.0,,31.0,43.0,368.06815696
22121,27.650926029,217.59807976,49.0,,43.0,51.0,350.68254314
22123,19.263607771,31.840905212,25.0,,13.0,26.0,401.90795866
22125,35.864845148,36.925339433,46.0,,38.0,47.0,260.62027626
22127,38.771669602,44.070297745,42.0,,30.0,44.0,484.7359736
23000,71.031098586,84.841956371,45.0,,,,125.79051146
23001,59.279629819,175.26220068,50.0,52.0,35.0,50.0,139.0762361
23003,69.059351954,33.884997475,39.0,29.0,36.0,39.0,120.42686244
23005,66.353468562,153.14807862,53.0,54.0,41.0,53.0,128.34619962
23007,,43.959112848,43.0,,,,110.99330727
23009,58.189448968,36.773739159,51.0,40.0,27.0,51.0,60.097248274
23011,68.274146384,32.773063111,46.0,45.0,26.0,46.0,168.19146418
23013,68.664040852,75.887121942,48.0,73.0,,48.0,52.836170132
23015,,28.691027932,36.0,,,36.0,154.44810544
23017,,49.285333511,41.0,,,41.0,111.90571943
23019,71.167965938,77.761898999,43.0,48.0,34.0,43.0,86.251114894
23021,,28.245694167,32.0,,,,118.08466671
23023,57.410236822,77.176204172,33.0,,,33.0,37.048119808
23025,63.346958999,65.817916133,41.0,,41.0,41.0,136.46022185
23027,,22.48815611,42.0,,,42.0,72.802513603
23029,,21.78821775,34.0,,36.0,34.0,122.82110633
23031,67.868397275,66.644374116,49.0,47.0,43.0,49.0,150.82206723
24000,62.42863349,577.51085929,50.0,,,,459.11506969
24001,56.973407231,250.0090129,43.0,46.0,37.0,43.0,310.51400418
24003,46.584949331,386.70917497,53.0,56.0,41.0,55.0,452.59909533
24005,57.972503727,717.77082683,53.0,53.0,43.0,56.0,511.31007773
24009,19.605784912,69.833583894,53.0,52.0,40.0,55.0,150.45467071
24011,34.839959203,49.864973812,48.0,41.0,42.0,49.0,258.63661556
24013,39.714843007,128.43292189,55.0,52.0,46.0,55.0,187.62622943
24015,49.969722655,150.33784875,49.0,40.0,39.0,49.0,426.76272091
24017,37.694385066,106.18323276,45.0,40.0,37.0,50.0,357.07640088
24019,44.446676287,87.063949534,50.0,54.0,41.0,52.0,456.3675609
24021,43.293840093,272.88476002,51.0,52.0,41.0,52.0,249.44120679
24023,,39.314605358,40.0,,,,223.49017151
24025,50.853460892,222.06786346,53.0,48.0,41.0,55.0,233.5361042
24027,35.723259447,527.39540768,57.0,61.0,48.0,59.0,214.496309
24029,21.130387946,73.137560012,54.0,64.0,45.0,55.0,220.21413927
24031,42.73104256,843.88611219,53.0,56.0,41.0,56.0,173.32174323
24033,48.608655479,696.65319619,39.0,48.0,34.0,50.0,423.19424699
24035,22.824936473,128.233328,54.0,71.0,44.0,55.0,232.55337459
24037,36.806234995,95.595796414,44.0,44.0,42.0,45.0,221.30249762
24039,39.836838134,69.898116082,45.0,33.0,38.0,47.0,357.48101486
24041,25.252359484,203.94086793,52.0,52.0,40.0,54.0,243.21845802
24043,38.128668048,237.82676294,51.0,46.0,41.0,51.0,311.59306547
24045,36.537565728,208.37930408,47.0,52.0,35.0,50.0,468.95902856
24047,49.406426918,173.72076875,49.0,54.0,35.0,50.0,333.9449185
24510,67.305102841,1094.6949643,46.0,53.0,41.0,53.0,1566.3122092
25000,61.879380538,287.25468433,53.0,,,,384.12098321
25001,54.421174067,65.380734788,52.0,49.0,38.0,53.0,399.5658922
25003,59.577478564,91.271056819,51.0,40.0,40.0,51.0,420.48342801
25005,50.58695079,104.68737798,52.0,50.0,39.0,52.0,503.52014126
25007,47.210354303,28.743654834,52.0,42.0,58.0,53.0,
25009,54.05116445,206.8554659,53.0,48.0,39.0,55.0,368.18137777
25011,58.049820127,36.294062263,53.0,32.0,28.0,54.0,406.74266912
25013,56.928425484,202.8811403,52.0,52.0,40.0,54.0,616.34669963
25015,54.14883615,66.174302786,58.0,61.0,43.0,58.0,270.9836354
25017,51.631661906,305.01257653,56.0,55.0,44.0,57.0,184.95980882
25019,31.5965086,0.0,40.0,,27.0,41.0,157.91918254
25021,49.553553126,228.48928738,56.0,56.0,42.0,56.0,193.05699625
25023,78.744436472,70.694952914,53.0,51.0,38.0,54.0,372.53642252
25025,70.103478754,1040.7277936,48.0,50.0,39.0,51.0,751.53217026
25027,51.274564265,140.29097083,51.0,51.0,36.0,52.0,436.27712718
26000,72.834080196,566.78034172,46.0,,,,443.18588346
26001,,12.143236744,28.0,,,,120.47612163
26003,,96.558848369,36.0,,,36.0,206.74300254
26005,67.656182479,132.95660121,43.0,37.0,19.0,44.0,245.50635686
26007,,103.93842462,45.0,,,45.0,303.56647238
26009,,48.498837166,43.0,,,43.0,118.46299647
26011,,73.378817157,39.0,,,39.0,256.09057519
26013,,43.640044504,28.0,,,30.0,333.40503334
26015,65.722844091,7.7098376516,45.0,,,45.0,170.60856161
26017,44.481647401,291.11479816,49.0,68.0,35.0,49.0,327.95394488
26019,,42.426687117,52.0,,,53.0,126.21192129
26021,71.739513794,210.82760928,46.0,36.0,29.0,47.0,427.65993007
26023,,139.17790022,45.0,53.0,,45.0,276.92201184
26025,60.394381624,215.90814761,50.0,45.0,40.0,51.0,644.35482671
26027,51.004378427,11.434732663,48.0,,34.0,48.0,223.3723781
26029,67.007783077,74.24990221,42.0,,,43.0,158.08319366
26031,71.31270305,55.086978757,38.0,,,38.0,133.4694198
26033,63.635432179,10.024638199,34.0,,,34.0,288.13934993
26035,,14.422365513,35.0,,,35.0,349.52412209
26037,56.785888169,86.71751647,50.0,50.0,24.0,50.0,94.25253223
26039,,89.235990289,29.0,,,,264.25339367
26041,,126.16343326,40.0,,,41.0,187.35811384
26043,,189.01539616,41.0,,,,
26045,70.148355274,161.94803285,47.0,53.0,41.0,47.0,244.27466709
26047,,152.15267599,49.0,36.0,,50.0,172.82837391
26049,67.093699976,344.2168164,48.0,49.0,39.0,50.0,653.19905516
26051,,16.099440282,43.0,,,43.0,219.78892343
26053,51.68743679,105.64053009,38.0,,,38.0,99.838969404
26055,61.086125655,112.69508112,55.0,40.0,39.0,56.0,223.56848012
26057,70.305726797,104.09671779,41.0,,,41.0,203.02495165
26059,,23.186794493,42.0,,,43.0,184.08984456
26061,,264.16343364,30.0,,,30.0,156.00193277
26063,,75.803459891,42.0,,,42.0,162.56116779
26065,46.73629694,556.18014068,48.0,50.0,36.0,50.0,608.81117727
26067,60.228405838,50.85722085,32.0,,,33.0,246.52496166
26069,,72.839497655,29.0,,,29.0,266.81951142
26071,,83.149390842,40.0,,,,189.3522392
26073,43.100436929,80.952037813,45.0,52.0,42.0,46.0,251.99436552
26075,58.537157707,211.72805631,51.0,39.0,36.0,52.0,475.68643359
26077,49.549645963,430.67411064,52.0,46.0,38.0,54.0,534.42857253
26079,17.043804065,79.226363788,36.0,,,,368.01993683
26081,57.859268346,614.53551939,50.0,60.0,39.0,52.0,372.74269809
26083,,11.791965822,26.0,,,,205.62028787
26085,49.797282974,23.088365954,34.0,,24.0,35.0,329.39523036
26087,,46.902892236,44.0,26.0,25.0,44.0,187.12194019
26089,,7.5816950214,56.0,,,57.0,77.611395179
26091,63.802692845,50.863116375,47.0,52.0,36.0,47.0,188.58030294
26093,67.459493886,187.73124239,53.0,58.0,46.0,54.0,116.5800338
26095,,23.985647577,12.0,,,12.0,388.83272416
26097,42.428436716,85.952957446,23.0,,,22.0,273.83506002
26099,48.983845302,798.90743048,49.0,49.0,38.0,50.0,292.52529276
26101,,103.15943624,41.0,,,41.0,259.85186398
26103,78.292206817,105.315931,51.0,,35.0,51.0,193.16449326
26105,,89.71755052,32.0,,25.0,32.0,284.0661543
26107,35.406310805,152.07825602,33.0,,23.0,33.0,587.41064291
26109,,170.54604084,32.0,,,33.0,222.36811453
26111,55.255919866,122.60532542,51.0,55.0,45.0,51.0,126.45618472
26113,,10.083557695,51.0,,,,209.74131904
26115,55.127352318,95.112781208,49.0,44.0,36.0,49.0,240.35077479
26117,57.595196175,23.49522637,31.0,,6.0,31.0,377.05910258
26119,,12.908977141,32.0,,,,81.477457903
26121,72.786704134,225.45829909,52.0,46.0,42.0,53.0,440.34285083
26123,47.390678099,21.284929979,33.0,,37.0,33.0,305.95186778
26125,64.265230622,830.4403212,50.0,51.0,38.0,53.0,177.72419053
26127,,9.4780790906,33.0,,,34.0,468.55366004
26129,,16.46212202,34.0,,,34.0,399.44803544
26131,,11.138436449,31.0,,,,323.90044323
26133,,22.837460445,34.0,,,34.0,285.86897672
26135,,26.129312363,25.0,,,,266.53743639
26137,,101.83893514,34.0,,,,256.16129899
26139,66.452321855,159.40499593,53.0,41.0,40.0,54.0,242.54279429
26141,,19.0343076,40.0,,,,93.171318762
26143,,5.6093311639,35.0,,,35.0,312.35587606
26145,65.417258133,343.02209482,47.0,44.0,36.0,49.0,633.54786806
26147,70.503979837,127.91645244,46.0,46.0,31.0,47.0,318.53723688
26149,72.437069804,71.686701689,43.0,38.0,34.0,43.0,301.22011067
26151,,80.899657643,40.0,,,41.0,263.90606474
26153,,44.200436656,12.0,,,12.0,
26155,70.765324243,21.626071092,51.0,53.0,29.0,51.0,263.5241169
26157,43.947594041,15.194021508,41.0,,50.0,42.0,273.02910091
26159,65.292394694,51.48420088,40.0,27.0,29.0,40.0,348.25572491
26161,58.411477806,587.03801419,56.0,58.0,45.0,58.0,303.08472589
26163,78.59798165,1337.3870795,44.0,49.0,33.0,50.0,1015.5238552
26165,66.63538245,104.26537251,46.0,,,46.0,419.19400426
27000,62.076427854,355.53809208,50.0,,,,235.93609438
27001,,58.242783047,30.0,,,,112.06813743
27003,47.543264422,156.55749357,48.0,47.0,30.0,49.0,127.23293806
27005,67.161950019,34.938195785,48.0,,,52.0,74.649149
27007,53.559210497,96.318335489,45.0,,27.0,47.0,256.92108386
27009,71.875977846,107.50286844,44.0,,31.0,44.0,142.34785785
27011,,52.208962087,43.0,,,,29.741251115
27013,47.912997326,93.183351476,58.0,52.0,30.0,58.0,199.91821528
27015,65.803140668,173.16632246,48.0,,,48.0,73.392311659
27017,,66.087889375,52.0,,,52.0,171.62551875
27019,49.860523447,96.771177154,53.0,60.0,34.0,53.0,61.941196481
27021,,30.082165031,36.0,,,37.0,235.76256091
27023,,61.719512469,49.0,,,,91.46468216
27025,79.999226351,95.230478685,47.0,,21.0,47.0,68.45006845
27027,43.650476093,205.44200604,52.0,49.0,32.0,52.0,135.42926239
27029,,55.182477937,23.0,,,24.0,220.37633497
27031,,2.1764420681,34.0,,,35.0,67.243035543
27033,,61.981373114,37.0,,,,116.78200692
27035,59.966122924,84.325212334,49.0,,23.0,49.0,200.04252873
27037,46.224326015,275.21682858,53.0,52.0,38.0,53.0,141.03266312
27039,,33.729590085,54.0,,,54.0,100.45326473
27041,,67.92032597,50.0,27.0,31.0,51.0,121.64134725
27043,,41.496727372,52.0,,,52.0,67.654180316
27045,,68.902421816,55.0,,,,45.589787888
27047,71.458671448,93.680370982,45.0,,,45.0,92.848998208
27049,56.318738392,122.90565992,49.0,,31.0,50.0,130.05997807
27051,,38.746329899,50.0,,,,16.846361186
27053,53.001883075,896.95204492,53.0,50.0,36.0,55.0,448.72797771
27055,,54.866023563,57.0,,,,53.356098602
27057,,61.268344711,31.0,,,,130.34347921
27059,,59.047523126,50.0,,,,108.01665799
27061,,76.788633915,43.0,,24.0,44.0,164.40878601
27063,,44.319684697,40.0,,,,24.62447673
27065,,34.077005457,47.0,,,,141.93792581
27067,62.756491842,121.32455733,56.0,,27.0,56.0,175.15193549
27069,,34.958184934,29.0,,,,22.482014388
27071,,71.454113792,41.0,,,41.0,127.2264631
27073,,25.251432976,22.0,,,,36.331928499
27075,,0.4085329028,51.0,,,,79.651407956
27077,,38.8582923,21.0,,,,51.249199231
27079,56.925179758,25.184132679,51.0,,42.0,51.0,50.446814644
27081,,23.150065619,22.0,,,,164.2461964
27083,55.376450422,126.68819035,52.0,25.0,24.0,52.0,107.75439834
27085,,83.042627634,50.0,52.0,57.0,50.0,92.230296255
27087,,18.291451159,18.0,,,22.0,208.61678005
27089,,31.711980464,47.0,,,,26.528013582
27091,,71.278451202,50.0,,,50.0,111.94586795
27093,,75.512034198,48.0,,,,106.20082793
27095,,104.22432066,32.0,,,32.0,135.89594254
27097,84.743035619,92.119158801,38.0,,,,32.070371558
27099,45.496453412,122.36224298,52.0,29.0,14.0,52.0,207.72269657
27101,,24.206686845,44.0,,,,59.326056004
27103,43.828323715,159.11827285,56.0,,22.0,57.0,100.62024119
27105,57.005677237,55.586621737,53.0,30.0,43.0,55.0,117.16327046
27107,,38.233708705,24.0,,,,7.560864963
27109,53.07141643,269.98166725,60.0,51.0,29.0,61.0,165.48650395
27111,69.689438571,48.705076153,46.0,,25.0,47.0,98.714118717
27113,,138.45755194,49.0,,,49.0,105.49265068
27115,36.187992352,33.396752999,31.0,,,31.0,265.95744681
27117,61.170300771,70.64146647,53.0,,,,32.599837001
27119,64.261199312,98.225917116,53.0,,19.0,53.0,193.42666434
27121,,15.159849358,28.0,,,,72.780203785
27123,48.7807338,699.45002788,52.0,46.0,38.0,54.0,423.00657339
27125,,17.684389557,35.0,,,,12.338062924
27127,,83.832837897,48.0,,,,119.20487129
27129,,66.792145213,35.0,,,34.0,114.14758611
27131,54.527449944,90.65387592,57.0,48.0,34.0,58.0,153.55115698
27133,,71.221703359,57.0,,,,744.39085762
27135,,53.666106064,48.0,,,,9.5767094426
