GEOID,Confirmed,Deaths,Incident_Rate,Case_Fatality_Ratio
05039,761,15,10857.468968469111,1.971090670170828
05041,1363,24,11997.183346536396,1.760821716801174
05043,2009,45,11026.949887480105,2.2399203583872573
05045,12725,162,10098.645313355608,1.2730844793713163
05047,1695,40,9568.162574089753,2.359882005899705
05049,1141,47,9144.826480724532,4.1191936897458366
05051,10233,259,10296.218783329645,2.5310270692856447
05053,1667,33,9126.745140980016,1.9796040791841631
05055,6150,77,13568.670711527857,1.2520325203252032
05057,2007,20,9321.010588890951,0.9965122072745392
05059,5148,74,15243.848272186196,1.4374514374514376
05061,1661,25,12581.427056506593,1.5051173991571345
05063,3780,124,9993.390614672837,3.2804232804232805
05065,1685,42,12363.34287181745,2.492581602373887
05067,3228,38,19307.374842993,1.177199504337051
05069,8917,166,13344.008140787742,1.8616126499943928
05071,2930,38,11024.15531642712,1.2969283276450512
05073,552,9,8333.333333333334,1.6304347826086956
05075,2126,43,12958.67365597952,2.022577610536218
05077,1693,34,19114.82443265213,2.008269344359126
05079,3205,48,24608.415233415235,1.497659906396256
05081,1250,42,10196.590260216984,3.36
05083,2240,24,10435.106680331688,1.0714285714285714
05085,7405,120,10101.078994393594,1.6205266711681297
05087,1461,23,8813.947876447877,1.5742642026009583
05089,1063,30,6367.557206181861,2.822201317027281
05091,4380,38,10125.528816145365,0.867579908675799
05093,5870,109,14439.989176158027,1.8568994889267465
05095,870,17,12983.136845246978,1.9540229885057472
05097,756,33,8413.08702425996,4.365079365079365
05099,830,24,10058.167716917107,2.891566265060241
05101,730,26,9415.710047723462,3.5616438356164384
05103,2315,63,9900.778376528951,2.7213822894168467
05105,845,10,8082.257293161167,1.183431952662722
05107,1846,42,10381.284444944326,2.275189599133261
05109,1015,22,9470.050382534057,2.167487684729064
05111,3176,77,13498.809928595716,2.424433249370277
05113,1998,74,10008.01442596674,3.703703703703704
05115,8082,108,12613.934323885627,1.33630289532294
05117,901,21,11175.886876705532,2.3307436182019976
05119,39556,661,10093.107873981591,1.6710486399029223
05121,2146,47,11950.105802427888,2.190121155638397
05123,3603,44,14415.45971033048,1.2212045517624202
05125,12042,169,9835.262216486846,1.4034213585783093
05127,939,14,9133.352786693902,1.490947816826411
05129,699,19,8869.432813094785,2.718168812589413
05131,15261,281,11938.792273932737,1.841294803748116
05133,2793,24,16422.649497265833,0.8592910848549946
05135,1613,46,9247.792684325192,2.851828890266584
05137,992,30,7932.192547577163,3.024193548387097
05139,4037,114,10436.378677421022,2.8238791181570475
05141,1320,23,7978.241160471442,1.7424242424242424
05143,31099,352,13001.96080890684,1.131869191935432
05145,8083,118,10263.735984660902,1.45985401459854
05147,651,13,10300.632911392406,1.996927803379416
05149,3439,65,16114.521343892038,1.8900843268391971
06001,88408,1677,5289.68264177789,1.8968871595330736
06003,88,0,7794.508414526129,0.0
06005,3669,47,9229.72429060173,1.2810029980921231
06007,12198,188,5565.136459445403,1.5412362682406953
06009,2150,55,4683.58566604945,2.558139534883721
06011,2248,18,10433.006915115791,0.800711743772242
06013,69197,808,5998.73778311022,1.167680679798257
06015,1414,8,5084.136344024162,0.5657708628005658
06017,10235,113,5307.426248295245,1.1040547142159258
06019,102085,1693,10217.6856994438,1.6584219033158645
06021,2404,25,8466.875638361567,1.0399334442595674
06023,4186,42,3087.977102052258,1.0033444816053512
06025,28550,732,15754.766437656926,2.563922942206655
06027,1429,38,7921.725151061589,2.6592022393282013
06029,109506,1379,12164.603055758596,1.2592917283071248
06031,23020,247,15051.65424349418,1.0729800173761943
06033,3497,43,5431.304942068152,1.2296253931941663
06035,5720,24,18709.31867988094,0.4195804195804196
06037,1238147,24143,12333.238404571242,1.949930016387392
06039,16496,243,10485.167835145909,1.4730843840931134
06041,14098,227,5446.902552293819,1.6101574691445597
06043,452,7,2627.448700807998,1.5486725663716814
06045,4151,49,4785.069568525286,1.1804384485666104
06047,32005,468,11525.857101699798,1.4622715200749885
06049,506,4,5723.334464427101,0.7905138339920948
06051,1288,4,8917.197452229299,0.3105590062111801
06053,43678,385,10062.64096520996,0.8814506158706901
06055,9910,82,7194.505749796725,0.82744702320888
06057,4777,75,4788.732394366197,1.570023027004396
06059,271496,5038,8549.191798197055,1.8556442820520376
06061,22841,295,5734.204639883112,1.2915371481108533
06063,720,6,3828.361780188228,0.8333333333333334
06065,300189,4602,12150.71486222074,1.5330341884612697
06067,105540,1695,6800.003608112584,1.606026151222285
06069,6082,63,9683.479811488982,1.035843472541927
06071,297417,4725,13642.449720997118,1.5886785220750663
06073,279489,3749,8372.120191832442,1.3413765836938127
06075,36835,546,4178.440449708411,1.4822858694176737
06077,73476,1402,9640.64722337394,1.9081060482334369
06079,21246,261,7504.477042573408,1.2284665348771533
06081,42126,570,5495.367042669126,1.3530836063238856
06083,34419,459,7708.639884971747,1.3335657630959643
06085,119176,2116,6181.8023375238345,1.775525273545009
06087,16275,207,5914.433061384341,1.271889400921659
06089,12289,226,6824.189249222568,1.8390430466270649
06091,112,0,3727.1214642262894,0.0
06093,2298,26,5278.026596844209,1.1314186248912097
06095,33111,253,7396.74249346019,0.7640965238138383
06097,30130,321,6095.044665976178,1.0653833388649188
06099,62459,1064,11342.570733301856,1.70351750748491
06101,9476,113,9771.993688834806,1.192486281131279
06103,5590,63,8588.900497818204,1.1270125223613596
06105,407,5,3312.9833129833128,1.2285012285012284
06107,50131,842,10753.225581569945,1.6795994494424606
06109,4152,67,7621.425162450898,1.6136801541425818
06111,81184,1019,9596.149436292411,1.2551734331888056
06113,13961,211,6331.519274376417,1.511353054938758
06115,6316,49,8028.677480042711,0.7758074730842305
08001,59080,692,11418.168184128592,1.1712931618144888
08003,1619,31,9973.510749707386,1.9147621988882024
08005,60624,735,9233.159201328072,1.2123911322248615
08007,971,1,6921.377147337657,0.1029866117404737
08009,314,4,8768.50041887741,1.2738853503184713
08011,1537,21,27559.619867312176,1.3662979830839297
08013,23466,232,7193.834381782732,0.988664450694622
08014,4845,75,6875.753920386007,1.547987616099071
08015,1687,25,8287.48280605227,1.4819205690574986
08017,128,6,6990.715456034954,4.6875
08019,452,3,4659.79381443299,0.6637168141592921
08021,636,12,7751.371115173674,1.8867924528301887
08023,235,3,6045.7936712117325,1.2765957446808511
08025,2200,15,36297.64065335753,0.6818181818181818
08027,199,1,3926.5982636148383,0.5025125628140703
08029,2748,61,8818.432706501508,2.2197962154294038
08031,72566,819,9978.671939780888,1.1286277319957003
08033,107,0,5206.812652068126,0.0
08035,29140,237,8298.353428979877,0.8133150308853809
08037,6307,22,11440.854753569034,0.3488187727921357
08039,1776,13,6644.468554753265,0.7319819819819819
08041,68497,824,9508.150299207527,1.202972392951516
08043,6320,58,13210.97849035306,0.9177215189873418
08045,5858,39,9753.41735901833,0.6657562307954934
08047,251,3,4020.502963318917,1.195219123505976
08049,1475,6,9374.602771069023,0.4067796610169492
08051,1347,6,7713.893024853968,0.44543429844098
08053,18,0,2195.121951219512,0.0
08055,418,17,6060.606060606061,4.066985645933015
08057,62,0,4454.022988505747,0.0
08059,47427,775,8136.652249773109,1.634090286123938
08061,95,3,6756.756756756757,3.1578947368421053
08063,625,11,8806.537973791743,1.76
08065,793,0,9757.598129691152,0.0
08067,3978,41,7075.647889578628,1.0306686777275011
08069,26680,240,7475.504274318505,0.8995502248875562
08071,1135,13,7824.348545429478,1.145374449339207
08073,1031,4,18084.546570777056,0.3879728419010669
08075,3992,67,17814.27105180954,1.6783567134268538
08077,15253,221,9891.057648660915,1.4488952992853863
08079,93,1,12093.628088426529,1.075268817204301
08081,793,22,5970.036889256945,2.7742749054224465
08083,1955,24,7466.676851392124,1.227621483375959
08085,3513,58,8216.006361382666,1.6510105323085682
08087,2685,94,9236.96160726572,3.5009310986964617
08089,2031,66,11111.719006455847,3.2496307237813884
08091,284,3,5735.056542810987,1.056338028169014
08093,780,5,4139.028920137967,0.6410256410256411
08095,385,13,9026.963657678782,3.3766233766233764
08097,2589,4,14571.959250295493,0.1544998068752414
08099,1254,22,10302.33322379231,1.7543859649122806
08101,18855,392,11194.96033819408,2.079024131530098
08103,578,4,9139.78494623656,0.6920415224913494
08105,830,15,7366.6459572202,1.8072289156626504
08107,2228,20,8690.225446602699,0.8976660682226212
08109,396,4,5803.048065650644,1.0101010101010102
08111,46,0,6318.68131868132,0.0
08113,879,0,10747.035089864286,0.0
08115,233,2,10364.768683274022,0.8583690987124464
08117,3715,8,11979.62013479088,0.215343203230148
08119,1782,15,7019.064124783362,0.8417508417508418
08121,462,13,9413.202933985329,2.813852813852814
08123,32073,340,9884.064938426833,1.0600816886477722
08125,918,17,9162.591076953788,1.851851851851852
09001,99736,2186,10572.735791852709,2.191786315873907
09003,83638,2417,9379.401605885256,2.8898347641024413
09005,14570,297,8079.497374301986,2.0384351407000687
09007,12745,369,7846.167105813982,2.895253040408003
09009,91512,2109,10706.200709675382,2.304615788093365
09011,22392,448,8443.247890319224,2.000714540907467
09013,9533,187,6324.931495942835,1.9616070491975244
09015,10844,194,9285.677587299411,1.7890077462191074
10001,18018,342,9966.479705286914,1.898101898101898
10003,64017,821,11457.119693317083,1.2824718434165925
10005,25774,489,11003.949194150922,1.8972608054628692
11001,48662,1125,6895.085929983606,2.3118655213513626
12001,25219,281,9373.59455551715,1.1142392640469487
12003,3526,60,12071.208490243069,1.7016449234259785
12005,20460,393,11711.170258435646,1.920821114369501
12007,3034,57,10758.483741711289,1.878707976268952
12009,42511,886,7062.3083287094105,2.0841664510362023
12011,242888,3043,12438.075398227553,1.2528408155199104
12013,1701,45,12059.55334987593,2.6455026455026456
12015,13209,427,6992.21851675401,3.232644409114997
12017,11271,456,7531.221392918474,4.045781208410967
12019,19044,344,8685.895681681353,1.8063432052089896
12021,36647,539,9521.124857756,1.4707888776707507
12023,8206,169,11447.144491253524,2.0594686814525955
12027,4386,95,11541.801531538646,2.165982672138623
12029,1618,24,9616.07036728872,1.4833127317676142
12031,99747,1463,10414.66763420708,1.4667107782690203
12033,36438,698,11447.115445029469,1.915582633514463
12035,7419,110,6446.763583910462,1.482679606415959
12037,1347,20,11109.278350515464,1.4847809948032664
12039,5743,99,12577.748576434517,1.7238377154797144
12041,1625,44,8745.022064363362,2.707692307692308
12043,969,19,7016.146549851567,1.96078431372549
12045,1974,45,14473.201847642791,2.2796352583586628
12047,1638,25,11352.924868311617,1.5262515262515262
12049,3227,45,11979.804729554146,1.394484040904865
12051,4816,85,11460.663461996097,1.7649501661129567
12053,14358,476,7404.084158415842,3.315224961693829
12055,8705,362,8195.177977989286,4.158529580700747
12057,141086,1793,9584.855105545772,1.270856073600499
12059,2274,49,11591.98654228475,2.154793315743184
12061,12719,304,7953.20247869287,2.3901250098278166
12063,6263,157,13493.773430430474,2.5067858853584544
12065,1503,28,10550.32991716973,1.8629407850964737
12067,1622,26,19259.083353122773,1.6029593094944512
12069,30535,646,8317.489199657875,2.115605043392828
12071,72737,992,9439.290298049384,1.363817589397418
12073,32501,324,11070.501597509385,0.9968924033106674
12075,3513,54,8464.4483531311,1.5371477369769428
12077,1081,16,12939.909025616467,1.4801110083256244
12079,2078,45,11236.68415075975,2.165543792107796
12081,39470,683,9787.899904030472,1.7304281732961744
12083,31621,978,8649.56685148764,3.092881313051453
12085,12558,325,7800.0,2.587991718426501
12086,496961,6344,18291.20260292829,1.2765589251470435
12087,7056,49,9505.84685024519,0.6944444444444444
12089,8518,126,9611.283497884344,1.4792204742897397
12091,20751,366,9846.82401844945,1.7637704207026168
12093,4100,89,9723.01271106052,2.1707317073170733
12095,141233,1289,10135.476500087552,0.9126762158985506
12097,45624,518,12142.083454202382,1.1353673505172717
12099,147270,2837,9839.187049446477,1.9263936986487404
12101,42329,778,7641.344749587956,1.8379834156252213
12103,80834,1654,8290.700679797661,2.046168691392236
12105,70229,1355,9689.739050770098,1.929402383630694
12107,6628,154,8894.137223064641,2.323476161738081
12109,23034,220,8702.84729778745,0.9551098376313276
12111,27051,644,8239.795063616177,2.380688329451776
12113,18411,291,9988.986126860287,1.580576829069578
12115,33365,837,7692.3608965698495,2.5086168140266745
12117,34886,508,7393.827385519238,1.4561715301266984
12119,9422,278,7115.239389820268,2.9505412863510934
12121,5372,138,12094.468334196366,2.568875651526433
12123,2746,47,12731.234642310725,1.7115804806991988
12125,1837,74,12056.179037868347,4.028307022318998
12127,44294,825,8005.653516096616,1.8625547478213755
12129,3502,56,10379.679302883904,1.599086236436322
12131,7870,88,10624.940935048804,1.1181702668360864
12133,2745,52,10776.115887410198,1.8943533697632056
13001,2311,71,12569.346241705643,3.072263089571614
13003,1026,22,12565.82976117575,2.1442495126705654
13005,1641,37,14699.032604801148,2.254722730042657
13007,232,9,7636.603028308097,3.8793103448275854
13009,4538,130,10109.155713967475,2.864698104892023
13011,1833,37,9529.998960174691,2.0185488270594654
13013,10057,139,12081.931763575203,1.382121905140698
13015,14733,228,13674.840817538843,1.5475463245774792
13017,2090,79,12514.97005988024,3.779904306220096
13019,1864,45,9609.733463937722,2.4141630901287554
13021,15917,447,10392.46795813501,2.8083181504052277
13023,1459,51,11333.799425153424,3.495544893762851
13025,1636,37,8561.410853524518,2.26161369193154
13027,1398,48,9044.445882124604,3.433476394849785
13029,3672,40,9266.409266409266,1.0893246187363834
13031,6820,116,8566.978193146417,1.7008797653958945
13033,2592,60,11580.217129071169,2.314814814814815
13035,3155,86,12652.390118703885,2.725832012678288
13037,586,15,9468.41169817418,2.5597269624573378
13039,3984,37,7287.893754801888,0.928714859437751
13043,966,67,8941.960566509302,6.935817805383023
13045,11424,243,9520.6347089806,2.1271008403361344
13047,6432,70,9517.608759988165,1.0883084577114428
13049,1507,33,11252.986857825568,2.18978102189781
13051,23330,455,8060.670973983347,1.950278611230176
13053,4116,15,37737.23296965252,0.3644314868804664
13055,2845,71,11476.864738392029,2.49560632688928
13057,31214,321,12062.309437228769,1.0283846991734478
13059,15104,146,11769.56464143504,0.9666313559322034
13061,239,3,8433.309809456598,1.2552301255230125
13063,26957,489,9223.762728566737,1.814000074192232
13065,984,26,14868.54034451496,2.6422764227642275
13067,79077,1066,10402.938402217484,1.348053163372409
13069,5301,171,12250.1328773138,3.225806451612903
13071,4697,122,10300.438596491227,2.5974025974025974
13073,16960,204,10822.262210140763,1.2028301886792452
13075,1832,42,10607.99073537927,2.2925764192139737
13077,14202,219,9563.056784437307,1.5420363329108575
13079,654,19,5272.49274427604,2.90519877675841
13081,2094,81,9359.914178437331,3.8681948424068766
13083,1439,14,8929.014643832217,0.9728978457261988
13085,3083,46,11808.64102956948,1.4920531949399936
13087,2936,70,11119.527344341765,2.384196185286104
13089,66396,1032,8744.40436350993,1.554310500632568
13091,2105,102,10215.966998301385,4.845605700712589
13093,1082,46,8080.657206870799,4.251386321626617
13095,7597,305,8637.273182045568,4.014742661576938
13097,15356,222,10493.156488523537,1.4456889815056004
13099,1174,48,11521.099116781155,4.088586030664395
13101,472,9,11782.326510234649,1.9067796610169487
13103,4633,69,7205.735971133508,1.489315778113533
13105,2293,73,11946.441596332184,3.1836022677714784
13107,2569,81,11344.16674026318,3.1529778123783574
13109,973,29,9132.720105124836,2.9804727646454263
13111,2389,72,9122.498854437146,3.01381331100879
13113,9021,170,7884.042264968843,1.884491741492074
13115,11977,232,12159.637759142315,1.937046004842615
13117,22585,196,9246.59777606734,0.8678326322780606
13119,2664,50,11409.482204805345,1.8768768768768769
13121,97998,1395,9210.88372713798,1.4234984387436478
13123,2986,84,9518.95183142593,2.813127930341594
13125,267,19,8986.873106698082,7.116104868913857
13127,8231,175,9650.377526614451,2.126108613777184
13129,8168,117,14091.748184186465,1.4324191968658178
13131,2195,60,8910.81070109203,2.733485193621868
13133,1832,64,9997.817070508623,3.493449781659389
13135,102106,1161,10905.84779706275,1.137053650128298
13137,5072,161,11189.551711966113,3.1742902208201893
13139,27407,474,13405.823685072955,1.729485168022768
13141,914,66,10807.614993496512,7.2210065645514225
13143,2644,85,8874.865735767991,3.21482602118003
13145,2582,59,7327.73300034056,2.2850503485670024
13147,2366,55,9028.811295554284,2.3245984784446323
13149,881,20,7389.079929547934,2.2701475595913734
13151,25492,326,10867.961852140808,1.2788325749254668
13153,14716,260,9322.00705675174,1.7667844522968197
13155,917,31,9738.74256584537,3.380588876772083
13157,9897,152,13561.80714471683,1.5358189350308171
13159,1403,39,9867.079260144876,2.77975766215253
13161,1895,44,12537.214687396629,2.321899736147757
13163,1950,68,12693.659679729202,3.4871794871794872
13165,855,44,9854.771784232364,5.146198830409356
13167,1119,49,11604.272529295862,4.378909740840036
13169,2023,57,7040.1948842874535,2.8175976272862084
13171,2049,57,10740.682497247995,2.781844802342606
13173,784,13,7521.826729348556,1.6581632653061225
13175,5598,169,11773.861102931896,3.018935334047874
13177,2749,60,9165.777540677513,2.1826118588577663
13179,4075,64,6633.0267762676,1.5705521472392638
13181,819,27,10339.603585405885,3.2967032967032965
13183,865,12,4422.516488573036,1.3872832369942196
13185,12783,211,10887.859223549052,1.6506297426269263
13187,2987,75,8887.235941684023,2.5108804820890525
13189,2511,50,11782.094594594597,1.9912385503783356
13191,863,16,6002.225622478787,1.853997682502897
13193,885,31,6835.5603614737,3.5028248587570623
13195,3255,57,10893.574297188756,1.7511520737327189
13197,565,19,6759.1817203014725,3.3628318584070795
13199,2031,86,9595.124486228564,4.234367306745446
13201,854,13,14935.292060160897,1.5222482435597189
13205,2081,83,9518.364359877418,3.988467083133109
13207,2662,100,9652.621654942346,3.756574004507889
13209,891,23,9714.348015699956,2.5813692480359145
13211,2137,30,11086.324963685413,1.4038371548900328
13213,4982,86,12425.179569034315,1.7262143717382576
13215,16554,469,8455.88423090479,2.833152108251782
13217,11213,251,10034.543241695304,2.2384732007491306
13219,4023,73,9987.586891757695,1.8145662440964452
13221,1488,29,9751.62199357756,1.948924731182796
13223,17053,225,10110.454327165362,1.3194159385445376
13225,2672,60,9700.137951063676,2.245508982035928
13227,3467,79,10637.906170415145,2.2786270550908565
13229,2491,57,12797.328538402258,2.288237655560016
13231,2289,41,12071.511443940512,1.7911751856705984
13233,5662,95,13287.025086241289,1.6778523489932886
13235,928,44,8332.585076771124,4.741379310344827
13237,2195,56,9923.59509923595,2.55125284738041
13239,168,2,7307.525010874293,1.1904761904761905
13241,1761,48,10276.010970414893,2.72572402044293
13243,629,34,9280.023605783415,5.405405405405405
13245,24859,513,12274.958275313798,2.063638923528702
13247,7733,171,8507.525083612041,2.211302211302211
13249,351,5,6676.811869887769,1.4245014245014245
13251,992,31,7102.964341973364,3.125
13253,951,19,11755.253399258345,1.9978969505783384
13255,6359,191,9533.304349129725,3.0036169208995127
13257,3111,83,12000.0,2.667952426872388
13259,909,25,13729.043951064796,2.75027502750275
13261,2576,102,8725.104999322584,3.959627329192547
13263,485,18,7828.894269572235,3.711340206185567
13265,123,3,8002.602472348732,2.4390243902439024
13267,2318,66,9167.128055050223,2.8472821397756687
13269,801,26,9987.531172069825,3.2459425717852683
13271,1309,58,8253.467843631777,4.4308632543926665
13273,815,48,9553.393506036808,5.889570552147239
13275,4470,124,10056.016737531214,2.7740492170022373
13277,4922,126,12110.02854049798,2.559934985778139
13279,3414,113,12724.562057398434,3.309900410076157
13281,1236,56,10268.339287197809,4.53074433656958
13283,848,27,12288.074192146065,3.1839622641509435
13285,7555,227,10804.89688510054,3.0046326935804104
13287,1026,39,12849.092047589227,3.801169590643275
13289,726,44,8940.88669950739,6.0606060606060606
13291,2239,73,9134.674227897678,3.260384100044663
13293,3476,127,13206.686930091186,3.653624856156502
13295,7575,87,10858.502601740229,1.1485148514851484
13297,10651,263,11259.818379795544,2.469251713454136
13299,4908,178,13734.8183802541,3.626731866340669
13301,536,18,10201.75104682147,3.3582089552238807
13303,2053,89,10076.56817512516,4.335119337554798
13305,3604,89,12042.63708357002,2.469478357380688
13307,145,4,5561.948599923284,2.7586206896551726
13309,629,24,8007.638446849141,3.8155802861685215
13311,3185,80,10341.58062211832,2.511773940345369
13313,16917,245,16168.712008257828,1.4482473251758583
13315,825,47,9554.140127388537,5.696969696969697
13317,1085,28,11097.473662677712,2.5806451612903225
13319,932,28,10408.755863301318,3.004291845493562
13321,1794,68,8860.571936583197,3.79041248606466
15001,2836,53,1407.353371742766,1.8688293370944995
15003,26755,380,2745.333036448131,1.4202952719117925
15007,313,2,432.9603142766243,0.6389776357827476
15009,4570,54,2729.7108417902605,1.1816192560175054
16001,52519,470,10905.402346824148,0.8949142215198309
16003,341,4,7941.313460642757,1.1730205278592376
16005,8800,109,10021.865889212828,1.2386363636363635
16007,386,2,6302.040816326531,0.5181347150259067
16009,688,9,7399.440739944073,1.308139534883721
16011,4840,76,10339.450129243129,1.5702479338842976
16013,2380,18,10338.3866904131,0.7563025210084033
16015,363,2,4635.423317583961,0.5509641873278237
16017,3279,42,7168.93679354599,1.280878316559927
16019,14932,169,12541.365003107623,1.1317974819180283
16021,871,11,7113.107390771745,1.2629161882893227
16023,210,1,8086.253369272237,0.4761904761904761
16025,72,0,6509.94575045208,0.0
16027,26962,298,11730.309899107677,1.1052592537645576
16029,697,12,9741.439552760308,1.721664275466284
16031,2946,27,12259.67540574282,0.9164969450101832
16033,59,0,6982.248520710059,0.0
16035,1056,13,12060.301507537688,1.231060606060606
16037,253,3,5863.267670915411,1.1857707509881423
16039,2045,17,7433.390280251536,0.8312958435207825
16041,1194,16,8604.785240703373,1.340033500837521
