GEOID,FQHC Count,FacDensity10K,HOPD count,PHMCY Count,RUHC Count
48117,1,2.6959999999999997,1,3,0
48119,1,3.7516,0,0,1
48121,4,1.6456,9,133,0
48123,0,2.9762,1,4,1
48125,0,0.0,0,0,0
48127,2,8.8898,1,3,3
48129,0,6.1013,0,2,0
48131,1,2.6889,0,1,1
48133,0,2.7233,1,4,0
48135,2,1.6242999999999999,2,23,0
48137,0,5.176,0,0,1
48139,2,1.6231,2,25,1
48141,41,1.6442999999999999,8,88,1
48143,1,2.1078,1,6,1
48145,0,1.1562999999999999,1,1,0
48147,1,1.9710999999999999,0,5,1
48149,2,2.7618,1,4,0
48151,0,0.0,0,0,0
48153,0,3.5014,0,2,0
48155,0,0.0,0,0,0
48157,6,1.5523,5,115,0
48159,0,2.7972,0,2,1
48161,0,2.0287,1,3,0
48163,3,3.4473,1,3,0
48165,0,0.9306,0,2,0
48167,6,1.8706,1,57,0
48169,0,0.0,0,0,0
48171,0,2.2232,1,5,0
48173,0,7.0972,0,0,1
48175,0,0.0,0,0,0
48177,2,2.3996,1,2,0
48179,0,1.8277,1,3,0
48181,0,2.2759,4,27,0
48183,11,3.4693,2,30,0
48185,1,1.7313,0,3,1
48187,2,1.1987,1,17,0
48189,2,2.6941,1,4,2
48191,0,0.0,0,0,0
48193,0,4.7276,1,3,0
48195,0,0.0,0,0,0
48197,0,2.5426,0,1,0
48199,1,2.4305,0,13,0
48201,90,1.5,38,579,0
48203,5,2.2538,1,9,0
48205,0,0.0,0,0,0
48207,0,3.5348,0,1,1
48209,3,1.5638999999999998,2,31,0
48211,0,5.237,1,1,0
48213,1,1.5712000000000002,1,11,0
48215,9,1.2778,6,96,0
48217,0,2.7286,1,7,2
48219,1,2.6063,1,4,0
48221,0,1.6221999999999999,1,9,0
48223,1,2.1573,1,5,1
48225,0,2.6123,1,4,1
48227,1,2.182,1,6,0
48229,3,6.14,0,0,0
48231,5,2.5357,1,17,2
48233,0,2.8656,0,4,2
48235,0,0.0,0,0,0
48237,0,2.2384,1,1,0
48239,0,2.0325,0,3,0
48241,1,3.659,1,7,4
48243,0,0.0,0,0,0
48245,5,1.7888,3,37,0
48247,1,3.8462,0,0,1
48249,2,2.2232,1,5,1
48251,0,1.5356999999999998,1,26,0
48253,0,2.4897,3,2,0
48255,2,2.5639,0,2,0
48257,1,1.4689,1,18,0
48259,1,1.8975,0,8,0
48261,0,0.0,0,0,0
48263,0,0.0,0,0,0
48265,0,1.7109999999999999,1,8,0
48267,1,2.3057,0,0,0
48269,0,0.0,0,0,0
48271,1,2.727,0,0,0
48273,2,2.6076,1,5,0
48275,0,2.7293,1,0,0
48277,1,2.2062,1,9,0
48279,0,1.5512000000000001,1,1,0
48281,0,1.4,0,3,0
48283,3,5.3191,0,0,1
48285,0,2.9771,0,6,0
48287,1,2.3203,0,3,0
48289,1,2.2983000000000002,0,3,0
48291,3,1.587,1,10,0
48293,0,2.1334,1,4,0
48295,0,3.0931,0,0,1
48297,1,0.8192,0,0,0
48299,0,1.8353000000000002,1,3,0
48301,0,0.0,0,0,0
48303,12,2.2217000000000002,5,51,1
48305,0,0.0,0,0,0
48307,2,3.7575,0,1,0
48309,12,1.8315000000000001,2,33,0
48311,1,13.459000000000001,0,0,0
48313,1,2.8003,0,3,0
48315,0,1.0148,0,1,0
48317,0,1.7328000000000001,0,1,0
48319,1,2.3397,0,0,0
48321,5,3.5477,1,7,0
48323,4,1.7029,1,4,1
48325,2,1.5509,0,6,0
48327,1,4.6773,0,0,0
48329,5,1.6400000000000001,1,23,0
48331,1,2.4171,1,4,0
48333,0,2.0521,0,1,0
48335,0,1.1703000000000001,0,1,0
48337,0,2.523,1,2,2
48339,5,1.5147,5,82,0
48341,0,1.9102000000000001,0,3,1
48343,0,1.6145,0,2,0
48345,0,0.0,0,0,0
48347,4,2.6071999999999997,2,10,1
48349,0,1.5964,1,7,0
48351,0,2.2067,0,2,1
48353,0,2.7185,1,3,0
48355,4,1.3249,4,40,0
48357,0,2.0333,0,2,0
48359,0,0.0,0,0,0
48361,2,2.0385,0,15,0
48363,0,1.713,1,4,0
48365,2,3.0180000000000002,1,3,1
48367,0,1.3998,1,18,1
48369,0,0.0,0,0,0
48371,1,1.896,1,1,0
48373,1,1.5577999999999999,1,6,0
48375,1,2.2995,3,23,0
48377,2,2.9833,0,0,0
48379,0,1.5981999999999998,0,1,1
48381,1,1.5975000000000001,0,21,0
48383,0,0.0,0,0,0
48385,2,5.7937,0,0,0
48387,0,1.6635,0,1,1
48389,0,1.2519,0,2,0
48391,0,0.0,0,0,0
48393,0,0.0,0,0,0
48395,3,2.9284,0,2,0
48397,0,1.811,3,16,0
48399,0,0.9743,0,1,0
48401,2,1.6542,1,6,0
48403,0,0.9486,0,1,0
48405,1,3.6421,0,2,0
48407,1,0.693,0,1,0
48409,2,2.0980000000000003,1,11,0
48411,0,1.6515,0,1,0
48413,0,0.0,0,0,0
48415,0,2.3948,0,4,0
48417,1,3.0628,0,0,0
48419,4,3.1653000000000002,0,4,0
48421,0,0.0,0,0,0
48423,6,2.406,5,44,1
48425,0,3.2866,1,2,0
48427,2,1.5472000000000001,1,5,2
48429,1,4.2708,1,2,0
48431,0,0.0,0,0,0
48433,0,0.0,0,0,0
48435,0,2.6483,0,1,0
48437,0,1.3519,0,1,0
48439,3,1.5267,25,293,0
48441,2,2.1734,2,26,0
48443,0,0.0,0,0,0
48445,0,4.0528,1,4,0
48447,0,0.0,0,0,0
48449,2,2.4427,1,5,0
48451,2,1.7617,2,17,0
48453,37,1.4914,10,143,0
48455,1,2.7302,0,2,1
48457,0,2.7685,1,3,2
48459,1,1.1975,0,3,1
48461,0,2.7345,0,1,0
48463,4,4.1135,0,3,4
48465,4,1.8357999999999999,1,4,0
48467,0,1.5904,0,9,0
48469,1,1.4118,2,10,0
48471,1,1.5074,1,9,0
48473,3,1.0861,0,3,0
48475,0,0.8335,0,1,0
48477,0,1.6721,1,5,0
48479,4,1.0482,2,23,0
48481,2,2.6470000000000002,1,8,0
48483,0,3.9557,0,2,0
48485,8,2.42,2,22,0
48487,0,3.9157,1,4,0
48489,1,0.9364,0,1,0
48491,11,1.4563,4,71,0
48493,1,1.5665,1,5,1
48495,0,1.2484,0,1,0
48497,0,1.5718,1,10,0
48499,0,1.7567,0,8,0
48501,0,1.1477,0,1,0
48503,0,2.221,1,3,0
48505,1,1.4104999999999999,0,1,0
48507,3,3.3784,0,1,0
49001,0,1.4903,0,0,1
49003,3,1.9627,2,6,0
49005,3,1.5590000000000002,2,15,0
49007,4,4.3982,1,4,0
49009,0,0.0,0,0,0
49011,1,1.5191,2,51,0
49013,0,2.5078,1,4,0
49015,1,1.9976,0,1,0
49017,4,9.899000000000001,0,1,0
49019,0,2.0504,0,2,0
49021,2,1.8235000000000001,1,7,0
49023,0,0.8322,0,1,0
49025,0,1.2681,0,1,0
49027,1,3.0331,0,3,0
49029,0,2.4744,0,2,1
49031,0,0.0,0,0,0
49033,1,4.0274,0,0,0
49035,12,1.5511,10,158,0
49037,6,3.9195,0,0,0
49039,0,1.9393,0,6,0
49041,2,4.1628,1,5,1
49043,0,2.1355,1,8,0
49045,0,1.5223,1,10,0
49047,2,2.2388,1,5,0
49049,4,1.3831,5,79,0
49051,0,1.1733,0,4,0
49053,4,2.0838,1,32,0
49055,2,7.3774,0,0,0
49057,4,1.5756000000000001,2,35,0
50001,2,2.1753,0,6,0
50003,1,2.5374,1,7,0
50005,4,3.6675,0,7,0
50007,9,3.114,1,41,0
50009,4,6.4903,0,0,0
50011,6,3.2387,1,8,1
50013,2,4.1465,0,1,0
50015,5,4.3372,0,6,0
50017,17,7.2684,0,4,0
50019,1,2.2192,0,5,0
50021,7,3.7807,1,14,0
50023,8,4.109,1,15,0
50025,2,3.0789999999999997,1,10,0
50027,12,3.6323,0,8,0
51001,6,3.4039,1,4,0
51003,1,1.4635,1,14,0
51005,1,2.6917999999999997,1,2,0
51007,2,3.043,0,2,0
51009,4,2.5312,0,4,0
51011,0,2.5140000000000002,0,4,0
51013,2,1.7311,1,38,0
51015,0,0.5294,1,3,0
51017,0,2.4114,0,1,0
51019,2,1.2659,1,7,0
51021,2,4.7771,0,1,0
51023,0,0.5985,0,2,0
51025,1,1.2322,0,1,0
51027,4,6.1893,1,6,2
51029,1,0.5832,0,0,0
51031,1,1.0932,0,5,0
51033,2,1.3019,0,2,0
51035,1,1.3427,0,2,1
51036,1,1.4362,0,0,0
51037,1,2.5253,0,2,0
51041,1,1.7006999999999999,1,58,0
51043,0,0.684,0,1,0
51045,3,7.7958,0,1,0
51047,0,1.7109,1,8,0
51049,0,1.0068,0,1,0
51051,1,5.5874,0,7,0
51053,1,0.7007,0,1,0
51057,0,3.6519999999999997,1,3,0
51059,10,1.4553,4,153,0
51061,0,1.5445,1,10,0
51063,1,1.9049,0,2,0
51065,0,1.1001,0,3,0
51067,2,1.6059,1,6,0
51069,0,1.5675,0,14,0
51071,1,2.3923,0,3,0
51073,0,2.142,1,7,0
51075,0,0.421,0,1,0
51077,0,0.6431,0,1,0
51079,0,1.0091,0,2,0
51081,0,0.0,0,0,0
51083,1,2.0642,1,5,0
51085,0,2.227,1,23,0
51087,3,2.3276,2,72,0
51089,2,0.989,0,3,0
51091,2,13.6986,0,1,0
51093,0,1.3474,0,5,0
51095,0,2.6136,0,19,1
51097,0,0.0,0,0,0
51099,0,1.1179000000000001,0,3,0
51101,1,2.3326000000000002,0,3,0
51103,0,4.7156,0,5,0
51105,4,4.2693,0,5,1
51107,3,1.5718,2,60,0
51109,1,1.0641,0,3,0
51111,6,5.7396,0,1,0
51113,0,0.0,0,0,0
51115,1,2.2640000000000002,0,1,0
51117,1,2.2886,1,5,0
51119,0,0.945,0,1,0
51121,1,1.9282,2,16,0
51125,5,4.6885,0,2,0
51127,0,1.2992,0,3,0
51131,2,5.9778,0,5,0
51133,0,0.8268,0,1,0
51135,0,1.9695,0,3,0
51137,0,1.8893,0,7,0
51139,0,0.8368,0,2,0
51141,0,2.2717,0,3,1
51143,1,0.6628,0,3,0
51145,0,1.0117,0,3,0
51147,1,2.6313,1,4,0
51149,1,0.5215,0,1,0
51153,3,1.2544,2,54,0
51155,1,2.9388,1,8,0
51157,0,0.0,0,0,0
51159,0,1.1083,0,1,0
51161,0,1.5926,0,15,0
51163,1,0.8859999999999999,0,1,0
51165,1,1.0983,1,7,0
51167,1,4.1375,1,9,0
51169,2,3.2458,0,5,0
51171,0,1.3756,0,6,0
51173,3,4.6505,1,9,1
51175,2,1.1344,0,0,0
51177,0,1.3214000000000001,1,17,0
51179,0,1.5044,1,22,0
51181,1,1.5571000000000002,0,0,0
51183,2,1.7923,0,0,0
51185,2,4.9267,2,14,2
51187,0,1.7429000000000001,1,6,0
51191,3,3.9077,1,16,1
51193,1,1.6653,0,2,0
51195,1,4.0125,1,13,0
51197,0,2.4404,1,6,0
51199,0,1.3181,1,8,0
51510,4,2.0699,1,28,0
51520,2,4.7727,0,6,0
51530,1,4.6311,0,2,0
51540,3,3.1734999999999998,1,11,0
51550,1,2.0422,1,48,0
51570,0,6.3328,0,11,0
51580,0,5.4171,0,3,0
51590,3,4.7448,1,15,0
51595,1,7.4822,1,2,0
51600,0,4.996,0,12,0
51610,0,5.4731,0,8,0
51620,1,7.5311,1,4,0
51630,1,3.444,1,8,0
51640,0,7.8777,1,4,0
51650,1,1.7099,1,21,0
51660,2,3.2066,0,15,0
51670,0,2.2194,1,4,0
51678,0,5.372000000000001,0,4,0
51680,7,3.6511,1,22,0
51683,1,2.9208,1,10,0
51685,0,0.0,0,0,0
51690,2,7.169,1,6,0
51700,5,1.8971,2,27,0
51710,4,1.6066,3,32,0
51720,0,10.0477,1,3,0
51730,3,3.5092,1,7,0
51735,0,0.8149,0,1,0
51740,1,1.8009,1,15,0
51750,0,2.7399,0,5,0
51760,12,2.083,3,33,0
51770,3,2.5216,1,21,0
51775,0,3.5572,1,8,0
51790,0,2.4065,0,6,0
51800,2,1.8457,1,14,0
51810,3,1.7557,2,74,0
51820,0,3.5351,0,8,0
51830,0,0.6687,1,0,0
51840,2,4.63,1,10,0
53001,2,1.5013,0,1,0
53003,1,2.657,0,5,0
53005,8,2.1527,2,31,3
53007,15,3.3679,2,9,0
53009,3,2.3277,1,14,0
53011,14,1.4952,2,57,0
53013,0,0.0,0,0,0
53015,8,2.0797,1,14,0
53017,7,2.9934,0,5,1
53019,2,2.6223,0,0,0
53021,6,1.6803,0,10,0
53023,0,0.0,0,0,0
53025,7,2.251,1,13,1
53027,3,1.8651,1,9,1
53029,2,1.2919999999999998,0,8,1
53031,0,1.5518,0,5,0
53033,110,1.8777,16,296,1
53035,13,1.8786,1,37,0
53037,3,2.9206,0,10,1
53039,0,1.3378,0,2,1
53041,9,3.2215,1,10,6
53043,0,1.8283,0,2,0
53045,3,1.7973,0,9,0
53047,8,3.5509,0,7,0
53049,2,2.2251,0,3,0
53051,1,3.6433,0,3,1
53053,22,1.5470000000000002,5,113,0
53055,0,2.2751,0,2,2
53057,6,2.0897,2,19,0
53059,0,0.8276,0,1,0
53061,17,1.7151999999999998,4,120,0
53063,17,2.0849,4,88,0
53065,9,3.4993,0,6,1
53067,11,1.7898,2,39,0
53069,1,4.4563,0,1,0
53071,1,1.975,2,8,1
53073,10,1.8757000000000001,1,31,1
53075,1,1.5967,0,6,1
53077,28,2.5511,3,33,0
54001,4,4.2576,0,3,0
54003,2,1.7622,1,18,0
54005,6,5.5926,0,6,0
54007,10,10.0308,0,3,1
54009,2,3.6465,1,5,0
54011,18,4.6767,2,23,0
54013,5,9.8467,0,2,0
54015,9,12.929,0,2,0
54017,3,4.7348,0,1,0
54019,18,7.3103,0,13,0
54021,4,7.6697,0,2,0
54023,4,6.0512,0,2,1
54025,18,9.809,1,13,2
54027,3,3.452,0,4,1
54029,7,6.2478,0,11,0
54031,9,8.7108,0,3,0
54033,27,7.1369,1,19,1
54035,3,3.4994,0,6,1
54037,1,2.0999,0,10,1
54039,25,4.5474,4,52,0
54041,8,7.5438,1,3,0
54043,8,5.8798,0,4,0
54045,8,5.6217,1,8,1
54047,5,5.6741,0,4,1
54049,10,3.3885,1,7,1
54051,0,2.2928,1,6,0
54053,2,2.2628,1,3,0
54055,9,4.0846,2,11,2
54057,0,1.8609,0,5,0
54059,9,5.5499,1,2,1
54061,1,2.4618,2,23,0
54063,7,6.7797,0,1,1
54065,2,2.2366,0,2,0
54067,10,7.3481,0,7,1
54069,1,2.8978,2,9,0
54071,7,11.4794,0,1,0
54073,1,4.0214,0,2,0
54075,9,12.1256,0,1,0
54077,3,2.3929,0,5,0
54079,13,4.4287,0,12,0
54081,24,7.2245,2,26,1
54083,13,7.3183,1,7,0
54085,2,3.14,0,1,0
54087,1,2.9223,0,3,0
54089,6,6.3628,0,2,0
54091,2,2.9949,0,3,0
54093,4,8.7732,0,2,0
54095,0,2.3280000000000003,0,2,0
54097,12,7.0318,0,5,0
54099,7,3.5531,0,7,0
54101,3,6.1622,0,2,0
54103,1,3.9827,1,4,0
54105,2,3.4358,0,0,0
54107,5,2.8736,1,18,0
54109,2,2.9419999999999997,0,3,1
55001,1,0.4946,0,0,0
55003,5,5.1407,0,3,0
55005,9,3.3154,1,5,0
55007,4,3.3254,0,1,0
55009,11,1.8145,4,33,0
55011,0,0.7674,0,1,0
55013,0,1.2974999999999999,0,2,0
55015,0,0.5989,0,3,0
55017,5,1.7013,1,5,0
55019,1,0.5751,0,1,0
55021,0,2.0858,1,11,0
55023,0,1.8598,0,3,0
55025,5,1.6644999999999999,3,83,0
55027,1,1.3660999999999999,2,9,0
55029,0,2.8914,0,6,2
55031,13,4.1715,0,5,0
55033,2,1.5429,0,5,0
55035,2,1.3378,3,9,0
55037,0,0.0,0,0,0
55039,0,1.4506000000000001,1,14,0
55041,3,4.4425,0,1,0
55043,0,1.7496,0,9,0
55045,0,2.1645,1,7,0
55047,0,1.0575,0,2,0
55049,1,1.6893,0,3,0
55051,2,5.2752,0,1,0
55053,1,0.9689,0,1,0
55055,0,1.5335999999999999,1,12,0
55057,1,1.1241,1,1,0
55059,5,1.8283,2,24,0
55061,0,1.9575,0,3,1
55063,2,1.3557000000000001,2,12,0
55065,0,0.6001,0,1,0
55067,3,3.6479,0,4,0
55069,1,1.8121,0,4,0
55071,1,1.646,2,10,0
55073,2,1.2528000000000001,2,13,0
55075,0,1.9827,1,7,0
55077,0,1.2842,0,2,0
55078,0,0.0,0,0,0
55079,30,2.1571,9,164,1
55081,5,2.8106,0,8,0
55083,4,2.3728,0,4,1
55085,2,3.3713,2,8,0
55087,3,1.8628,2,30,0
55089,0,2.3537,2,19,0
55091,0,2.7446,0,2,0
55093,0,0.9356,0,4,0
55095,3,1.8272,0,5,0
55097,1,1.5543,1,9,0
55099,4,5.2431,0,3,0
55101,0,1.5282,2,28,0
55103,0,1.1593,0,2,0
55105,1,1.7141,3,24,0
55107,2,2.116,0,1,0
55109,0,1.3232,0,12,0
55111,0,1.7069999999999999,2,9,0
55113,4,5.4354,0,5,0
55115,0,0.978,0,4,0
55117,18,3.2079,2,17,0
55119,1,0.9831,0,1,0
55121,1,1.3491,0,3,0
55123,6,2.92,0,3,0
55125,1,2.7033,0,5,0
55127,0,1.4441,1,14,0
55129,4,3.1807,0,1,0
55131,0,1.9113,2,24,0
55133,1,1.9792,4,75,0
55135,1,1.1767,0,5,0
55137,1,1.6364999999999998,0,3,0
55139,1,1.6288,3,24,0
55141,3,1.9178,2,9,0
56001,1,2.0576,1,5,1
56003,1,2.5445,0,1,1
56005,0,1.9421,1,7,1
56007,0,1.3514,0,2,0
56009,0,2.1705,0,2,1
56011,0,0.0,0,0,0
56013,3,3.0565,1,8,0
56015,0,0.7569,0,1,0
56017,0,2.266,0,1,0
56019,0,2.3683,0,2,0
56021,3,1.8090000000000002,1,14,0
56023,0,3.0257,0,6,0
56025,4,2.5044,2,14,0
56027,0,0.0,0,0,0
56029,3,2.7403,0,5,0
56031,0,2.3829000000000002,0,2,0
56033,0,1.9682,1,5,0
56035,0,1.0172,0,1,0
56037,1,2.1255,1,6,1
56039,0,2.1309,1,4,0
56041,1,3.4609,1,5,0
56043,0,1.2812000000000001,0,1,0
56045,0,2.8872999999999998,0,2,0
